rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss
-5.033491789888907,1027,2,0.97612225,10,101.7,,
-4.500417253026517,1690,3,0.9607075000000002,20,83.5,,
-4.482112573350835,2462,4,0.9427584999999998,30,81.06666666666666,,
-4.455598934633562,3133,4,0.9271577499999998,40,77.325,,
-4.299261193773973,3783,5,0.9120452499999999,50,74.66,,
-5.493500199546797,5586,8,0.8701255,60,92.1,,
-5.60935010878811,6670,10,0.8449225,70,94.28571428571429,,
-5.71223813374027,7855,12,0.8173712500000003,80,97.1875,,
-5.878607657407431,8962,15,0.7916335,90,98.57777777777778,,
-6.349470072761392,10649,21,0.7524107500000001,100,105.49,320,0.055608407099498436
-7.214160681911253,12884,38,0.7004469999999998,110,117.57,1440,0.05594733848738542
-8.013235870432087,14818,52,0.6554815,120,130.28,2408,0.019208607151085744
-8.233059175292151,16003,61,0.6279302500000002,130,134.41,3000,0.08490375139081152
-8.372705030592718,17118,70,0.6020064999999998,140,138.85,3552,0.0670154337421991
-8.502467984227641,18053,77,0.5802677499999999,150,141.7,4024,0.057929671107558534
-8.19844900241628,19452,87,0.547741,160,137.66,4720,0.05790363631967921
-8.073016306400268,20463,95,0.5242352499999998,170,136.93,5224,0.06855982850538567
-7.873200272950782,21371,103,0.5031242499999999,180,134.16,5680,0.07841930771246552
-7.767314849777518,22501,111,0.47685175000000024,190,134.39,6248,0.10553957149386406
-7.072350949377615,23156,117,0.4616230000000001,200,124.07,6576,0.021461716009071097
-6.051429040660588,23799,122,0.44667325000000024,210,108.15,6896,0.12426789989694953
-5.164118070892354,24510,129,0.43014249999999987,220,95.92,7248,0.04997377985273488
-4.930423753562555,25310,135,0.41154250000000037,230,92.07,7648,0.06930236448533833
-4.8469582197080125,26216,142,0.3904780000000002,240,89.98,8104,0.09773895377293229
-4.7979055818483936,27099,148,0.36994825,250,89.46,8544,0.09728914534207433
-4.290696720413473,27775,153,0.3542312500000002,260,82.23,8880,0.08267438277835026
-4.264850639958124,28681,160,0.33316675000000007,270,81.18,9336,0.06093412725022063
-4.395556416994838,29670,168,0.3101725000000002,280,81.99,9832,0.02388057520147413
-4.106393659089527,30304,173,0.29543200000000014,290,77.03,10144,0.0700335802976042
-4.596690531994749,31903,186,0.25825525000000027,300,86.47,10944,0.07207205862505361
-4.951191143691542,33156,196,0.22912299999999997,310,92.57,11576,0.0809688203735277
-5.39881114278013,34616,208,0.19517799999999996,320,100.06,12304,0.07557508238824084
-5.424572894175582,35493,216,0.17478775000000013,330,100.83,12744,0.10777636530110613
-5.482105532031067,36590,225,0.14928250000000032,340,102.74,13288,0.07220511039486155
-5.7770600311558225,38124,238,0.11361699999999997,350,109.25,14056,0.0819495227187872
-5.995363180966197,39259,247,0.08722825000000012,360,113.84,14624,0.07200537901371717
-6.16849032338581,40604,258,0.07,370,118.23,15296,0.06199596624355763
-6.3629757547911785,42205,272,0.07,380,124.35,16096,0.10637953039258718
-7.095518596965646,44425,291,0.07,390,140.21,17208,0.10093630640767515
-6.958245670076062,45950,304,0.07,400,139.47,17968,0.0898105634842068
-6.798526533862289,47088,316,0.07,410,138.32,18536,0.07087054348085076
-6.94482143473757,48981,331,0.07,420,142.65,19488,0.08170639828313142
-7.082305053494601,50227,342,0.07,430,146.34,20112,0.055739163188263774
-7.03292903254335,51217,350,0.07,440,145.27,20608,0.07205715053714812
-6.9604742293315045,52594,363,0.07,450,143.7,21296,0.04270457604434341
-6.643554493804,53074,367,0.07,460,137.15,21536,0.0795917835785076
-6.232727558575274,53568,371,0.07,470,128.64,21776,0.07980491977650672
-5.691680160983827,54043,375,0.07,480,117.38,22016,0.07207211770582944
-4.8799948236284925,54546,379,0.07,490,100.21,22272,0.0811507108155638
-4.5130187218070095,55282,385,0.07,500,92.32,22640,0.09925741417100653
-4.2223858816054545,55796,389,0.07,510,86.08,22896,0.1106154743465595
-3.5337281727847,56215,393,0.07,520,71.34,23104,0.056711583863943815
-3.391871842389266,57144,401,0.07,530,68.17,23568,0.08773507329169661
-3.1778857669408724,57719,405,0.07,540,64.02,23856,0.08889114938210696
-2.769917449428215,58262,410,0.07,550,55.68,24128,0.10292209614999592
-2.8947415551470455,59047,416,0.07,560,58.73,24520,0.06833827751688659
