rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9687985,10,133.2,1,1342,-8.302197735720833,,
0.9238562499999998,20,162.75,4,3275,-10.419367321593347,,
0.8903529999999998,30,156.2,6,4716,-9.644771814585845,,
0.8600815000000003,40,149.45,8,6018,-9.469641449809117,,
0.84057475,50,136.14,9,6857,-8.630361378239167,,
0.8149997500000002,60,131.61666666666667,11,7957,-8.19561049981277,,
0.7828682499999998,70,132.4142857142857,14,9339,-8.387192072117024,,
0.7458077500000002,80,135.6625,21,10933,-8.882885074242207,464,0.06565046143259679
0.7102119999999998,90,137.48888888888888,31,12464,-8.885900768448533,1224,0.04720168462699803
0.68233525,100,135.63,40,13663,-8.67673472268641,1824,0.06614916004764382
0.6432287499999998,110,139.03,51,15345,-8.781250864815426,2672,0.07592073687555967
0.6210714999999998,120,129.23,58,16298,-7.9748317868126595,3144,0.038931720817345195
0.5981935,130,124.66,65,17282,-7.72195028039234,3640,0.05731874768389389
0.56524825,140,125.81,75,18699,-7.731943127558829,4344,0.04951007664203644
0.5394872500000001,150,128.5,83,19807,-7.813032984734165,4896,0.09671274555148557
0.5206082499999998,160,125.62,89,20619,-7.639422767166597,5304,0.04228242230601609
0.5084485000000002,170,117.03,92,21142,-6.9857171914905996,5568,0.02332829701481387
0.49447525000000003,180,107.1,97,21743,-6.087667749880642,5864,0.05133105567074381
0.46320400000000017,190,105.24,107,23088,-5.941801938276688,6536,0.10104316723300144
0.4390240000000002,200,103.65,114,24128,-5.7964776330235175,7056,0.03298409323906526
0.4196102500000001,210,95.18,120,24963,-5.328857122416952,7480,0.09888196119572967
0.3979877500000003,220,94.95,127,25893,-5.358326053495099,7944,0.1066229910356924
0.3809687500000003,230,92.43,133,26625,-5.229702778902103,8312,0.04228784528095275
0.35916025000000007,240,87.64,139,27563,-4.798112664650714,8776,0.11943974229507148
0.3378167500000001,250,85.74,146,28481,-4.62406046264214,9240,0.10229710815474391
