rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,train/loss,train/n_updates
7.270652317819028,1207,10,0.97193725,1,119.7,,
6.238829448661284,2118,20,0.9507565,2,104.9,,
5.479765355305779,2857,30,0.93357475,3,94.23333333333333,,
5.978004999520393,4107,40,0.9045122500000001,4,101.675,,
5.584066991880629,4886,50,0.8864005000000003,5,96.72,,
5.177819961225409,5489,60,0.8723807499999998,6,90.48333333333333,,
5.04025181034395,6294,70,0.8536645,7,88.91428571428571,,
4.975034012839494,7098,80,0.8349715,8,87.725,,
4.7738604454411995,7620,90,0.8228349999999999,9,83.66666666666667,,
4.754415002872117,8505,100,0.8022587499999999,10,84.05,,
4.438651308438096,9240,110,0.7851699999999999,11,79.33,,
4.184168225277286,9666,120,0.7752655,12,74.48,,
4.007135209698635,10110,130,0.7649425000000001,13,71.53,0.21820752788335085,48
3.784094068791489,10984,140,0.7446220000000001,17,67.77,0.09496457086424925,488
3.8572223753969808,11950,150,0.7221625000000002,21,69.64,0.06660840735275997,968
3.985985262396473,12870,160,0.7007725,26,72.81,0.10492251647519879,1432
4.23462789119505,14199,170,0.66987325,32,78.05,0.12395510508213192,2096
4.086006829161061,14801,180,0.65587675,35,76.03,0.1525900128763169,2400
4.163934131341276,15689,190,0.6352307500000001,40,79.69,0.1821070108562708,2840
4.41989543151345,17285,200,0.5981237500000002,48,86.8,0.12646804057294503,3640
4.942958575691162,19457,210,0.5476247500000002,59,101.17,0.13132140261586756,4728
5.561536166956867,21444,220,0.5014270000000002,69,116.78,0.085258235107176,5720
5.938004327291242,22748,230,0.47110900000000033,76,125.38,0.19856706447899342,6368
6.200881046460881,24584,240,0.42842199999999997,86,135.0,0.06983563688118011,7288
6.480575358523685,26330,250,0.3878274999999999,95,142.8,0.16713440587045625,8160
7.090157912866348,28802,260,0.3303535000000002,108,158.32,0.12174282851628959,9400
7.302739905502184,30912,270,0.2812959999999999,120,166.13,0.09827773319557309,10448
7.8109055948636055,32849,280,0.23626075000000024,130,179.48,0.09991569159319624,11424
8.53323972208453,35596,290,0.17239300000000002,145,198.07,0.15185144485440105,12792
8.822101092654808,38134,300,0.11338450000000011,159,207.49,0.06757268065121025,14064
8.874109127488294,40695,310,0.07,172,211.38,0.10754298802930862,15344
9.014959713378104,43345,320,0.07,186,218.01,0.043151047837454826,16672
9.561626579364862,46345,330,0.07,201,234.97,0.04472368094138801,18168
9.813340676121761,49086,340,0.07,215,244.02,0.0442599861708004,19536
10.124616447940262,51844,350,0.07,229,254.14,0.08356181142153218,20920
10.157305307915248,54699,360,0.07,244,257.97,0.05748941586352885,22344
10.16137467752636,57093,370,0.07,256,260.81,0.08411532611353323,23544
10.300441195778523,59797,380,0.07,270,268.48,0.044552002858836204,24896
10.136220549607168,62597,390,0.07,284,269.01,0.045563741063233465,26296
10.138097734387134,65352,400,0.07,298,271.18,0.08652350638294592,27672
10.302482600795017,68352,410,0.07,313,275.57,0.04566823871573433,29168
10.215429527753834,70856,420,0.07,327,274.11,0.03251097330939956,30424
10.112041369582624,73700,430,0.07,341,272.55,0.08620928376330994,31848
10.159450381063136,76700,440,0.07,357,275.14,0.05856801418121904,33344
10.199036488933169,79700,450,0.07,373,277.56,0.03125104826176539,34848
10.102453935367263,82401,460,0.07,386,276.02,0.04486520093632862,36200
10.049165328887112,84816,470,0.07,399,276.23,0.07190449070185423,37400
9.971512373919898,87292,480,0.07,411,273.95,0.09984793775947765,38640
9.921958847478143,89892,490,0.07,425,271.95,0.057544480834621936,39944
9.837885379465025,92479,500,0.07,438,270.27,0.07306256948504597,41232
9.566459226512121,94930,510,0.07,451,264.78,0.04418307784362696,42464
9.472843322957868,97374,520,0.07,463,264.18,0.059066730449558236,43680
9.319985550806143,99928,530,0.07,477,261.28,0.07175755195203237,44960
9.14805613560961,102567,540,0.07,490,257.67,0.016256720409728587,46280
8.901143859202685,105108,550,0.07,503,253.08,0.057014482299564406,47552
8.5330442139985,106957,560,0.07,513,244.56,0.015447885292815045,48472
8.24517564430724,108553,570,0.07,521,236.37,0.04272592827328481,49272
8.075222293834592,110650,580,0.07,532,232.58,0.06957955184770981,50320
7.723619246657382,112269,590,0.07,541,222.77,0.028968448998057283,51128
7.669008584604409,114899,600,0.07,554,223.2,0.042022853049275,52448
7.793807579729221,117899,610,0.07,570,228.69,0.05582475510163931,53944
7.85577392284461,120663,620,0.07,584,231.89,0.0007302302255993709,55328
7.850098449660113,123445,630,0.07,598,234.17,0.041810919872659724,56720
7.880515361850582,126380,640,0.07,613,237.13,0.04172070623462787,58184
7.95340628702106,129183,650,0.07,628,239.75,0.0005063785793026909,59584
8.305100579742028,132183,660,0.07,643,251.26,0.01413847866569995,61088
8.680328434190587,135183,670,0.07,659,265.3,0.02785585870151408,62584
8.76790027429636,137639,680,0.07,671,268.89,0.014067602129216539,63816
9.200262822039475,140639,690,0.07,686,282.7,0.01407619460587739,65312
9.336310991004856,143639,700,0.07,702,286.4,0.01397637567788479,66816
9.328740338617518,146490,710,0.07,716,284.91,0.00031359463355329353,68240
9.172132054071852,148672,720,0.07,728,279.09,0.013863229029084323,69328
9.193175640793745,151298,730,0.07,741,277.53,0.013920141163907829,70648
9.101616720505216,153801,740,0.07,754,273.21,0.000348682262483635,71896
8.954955364545869,156114,750,0.07,766,268.31,0.013758657885773573,73056
8.884114025500763,158820,760,0.07,780,265.37,0.027137022514580167,74408
8.864557349163027,161522,770,0.07,794,262.39,0.0003508518639137037,75760
