rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9954430000000001,10,18.6,0,196,-1.0274425639195726,,
0.9634510000000001,20,77.6,1,1572,-5.643425569022199,,
0.9525002500000002,30,67.1,2,2043,-4.584813020879656,,
0.9317379999999998,40,72.4,3,2936,-4.646807144024142,,
0.9115337500000003,50,75.1,4,3805,-4.667139397210567,,
0.8939102499999999,60,75.05,6,4563,-4.728941541800941,,
0.8685677500000001,70,79.75714285714285,7,5653,-5.041240136384767,,
0.8490377500000001,80,80.1625,9,6493,-5.051560942783794,,
0.8380870000000002,90,76.37777777777778,9,6964,-4.729589119608504,,
0.8236022499999998,100,74.87,11,7587,-4.610726184452028,,
0.811582,110,78.08,11,8104,-4.796152764004296,,
0.79030825,120,73.47,13,9019,-4.297288798666604,,
0.740251,130,90.29,23,11172,-5.448032387750625,584,0.046258472200861434
0.7145132500000002,140,92.43,30,12279,-5.60731986860365,1136,0.046694960899912985
0.6867760000000002,150,95.67,39,13472,-5.936752573410654,1728,0.04833608586341143
0.6661532499999998,160,96.96,45,14359,-5.974485925496924,2176,0.10240010387497023
0.6410665000000001,170,96.85,52,15438,-5.900372145562649,2712,0.07661125522281509
0.6206995,180,97.21,58,16314,-5.88377216136653,3152,0.11438830706174485
0.6002627500000002,190,101.29,65,17193,-6.16095492668543,3592,0.11284490182879381
0.57036325,200,107.92,74,18479,-6.483530586834393,4232,0.11587583110667765
0.5503915000000004,210,111.34,80,19338,-6.678923252405071,4664,0.05960554239572957
0.529141,220,111.33,86,20252,-6.614782523347069,5120,0.11635077389655635
0.50275225,230,101.15,94,21387,-5.829762064320644,5688,0.11342959402827546
0.4828967500000001,240,98.62,101,22241,-5.651140341277426,6120,0.0959487889194861
0.4695280000000003,250,92.44,105,22816,-5.132628796959178,6400,0.1805167843704112
0.4360479999999999,260,97.97,115,24256,-5.364035259480513,7120,0.06939326116116717
0.41905225,270,94.49,121,24987,-5.180884023094522,7488,0.06403090857202187
0.40556724999999993,280,91.53,125,25567,-5.025420191287745,7776,0.13382873585214838
0.37515624999999997,290,95.82,135,26875,-5.2175831791006635,8432,0.07941143657080829
