rollout/exploration_rate,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9651715000000001,148.8,10,1,1498,8.430554808481684,,
0.93473725,139.35,20,3,2807,7.51708841727976,,
0.9121847499999998,124.9,30,4,3777,6.950852959216605,,
0.8898647500000002,117.425,40,6,4737,6.4086730931303695,,
0.86531275,114.86,50,8,5793,6.457461145996162,,
0.8331579999999998,118.6,60,10,7176,6.725945262889905,,
0.79998025,121.9,70,12,8603,7.072777855682683,,
0.7499695000000002,133.425,80,20,10754,7.765921668222641,0.04730135890713427,376
0.7239760000000002,130.9111111111111,90,28,11872,7.554226619957392,0.06665427271582303,928
0.6927745000000003,131.14,100,37,13214,7.645451271478914,0.040965172462165356,1600
0.6425079999999999,137.78,110,53,15376,8.068498181483426,0.03932942725805333,2680
0.6029597499999999,141.7,120,66,17077,8.33095590201279,0.0695927145134192,3536
0.572479,145.11,130,75,18388,8.415622848617476,0.050401205975504126,4192
0.5542045,143.37,140,81,19174,8.314012884678105,0.050565675701363944,4584
0.533326,141.79,150,88,20072,8.083785560529916,0.04180621433624765,5032
0.4905692500000003,146.35,160,101,21911,8.278754643418068,0.05330748701817356,5952
0.46910950000000007,141.31,170,108,22834,7.759673964120261,0.0860027733433526,6416
0.44513875,130.11,180,116,23865,6.964385784383585,0.08518136247585062,6928
0.4323047500000001,124.45,190,121,24417,6.580680767881945,0.05530776067462284,7208
0.40549749999999996,122.56,200,130,25570,6.269558371992897,0.06611480281571858,7784
0.37827175000000024,112.65,210,139,26741,5.5256859539760566,0.045921382305095904,8368
0.3516505000000003,107.09,220,148,27886,5.115497327470013,0.06969001569086686,8936
0.3329807499999998,102.01,230,154,28689,4.793686393392972,0.05892248671443667,9344
0.31075374999999983,103.71,240,161,29645,4.876464919908929,0.048125369736226276,9816
0.28143549999999984,107.34,250,171,30906,5.047697329167104,0.03736895465408452,10448
0.2606267499999998,97.9,260,178,31801,4.440732167073185,0.12611058808397502,10896
0.2492110000000004,93.58,270,182,32292,4.237116812274746,0.0715736456331797,11144
0.23095975000000002,91.12,280,189,33077,4.087754680046765,0.085383057477884,11536
0.2109415,94.21,290,196,33938,4.209551750544561,0.08300619368674234,11968
0.19129524999999992,91.13,300,203,34783,4.000280586281902,0.07497531839180738,12384
0.17257900000000015,87.47,310,209,35588,3.8314459725665744,0.05008015767089091,12792
0.15469975000000025,83.71,320,215,36357,3.6634117812370675,0.05197162413969636,13176
0.12659050000000027,87.77,330,225,37566,3.851235703874799,0.12309392847237177,13776
0.11122224999999986,84.82,340,231,38227,3.684787995510624,0.10106845269910991,14112
0.0913202500000001,80.77,350,238,39083,3.4900882530636927,0.10253392159938812,14536
0.07,81.27,360,245,40028,3.6114246422201073,0.05359274384682067,15008
0.07,87.08,370,254,41100,3.9105813293140863,0.1296013027895242,15544
0.07,87.87,380,261,41964,3.962251225732128,0.10384551848983392,15976
0.07,88.13,390,269,42851,4.05375359624986,0.04357783024897799,16424
0.07,89.92,400,277,43875,4.18355287428453,0.16986460925545543,16936
0.07,92.12,410,285,44900,4.288828858128433,0.08102057944051921,17448
0.07,95.22,420,294,45979,4.401145716538897,0.12099850544473156,17984
0.07,93.15,430,303,46981,4.3195393852957205,0.08080076787155122,18488
0.07,101.62,440,315,48489,4.754758899708538,0.05737660510931164,19240
0.07,101.86,450,322,49369,4.703809696140634,0.13598135695792735,19680
0.07,98.17,460,327,49945,4.436326786278549,0.16465459886239842,19968
0.07,98.88,470,337,51088,4.462499742820722,0.18044303869828582,20536
0.07,101.05,480,346,52169,4.543697285283935,0.11626176454592496,21080
0.07,102.57,490,354,53208,4.543996514816792,0.15947705204598606,21600
0.07,100.75,500,361,54050,4.42399297493152,0.12948944547679275,22024
0.07,99.22,510,368,54922,4.3181575062844955,0.08542055275756866,22456
0.07,100.12,520,378,56091,4.3705255242940435,0.07553707039915025,23040
0.07,99.04,530,385,56985,4.290413636432838,0.12790506694000214,23488
0.07,96.1,540,395,58199,4.069356839370441,0.12291673669824377,24096
0.07,97.98,550,404,59267,4.163730953323581,0.05177099269349128,24632
0.07,103.01,560,414,60346,4.403277229920656,0.1056922398856841,25168
0.07,101.24,570,421,61312,4.311194438381249,0.09120357822393999,25648
0.07,99.02,580,428,62171,4.261522479231036,0.15230737632373348,26080
0.07,99.94,590,438,63302,4.321086391538086,0.12100412440486252,26648
0.07,102.11,600,446,64361,4.418866172485329,0.13378009194275364,27176
