rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
77.8,-7.7799999999999985,10,0,788,0.9816789999999997,,
111.8,-11.180000000000007,20,2,2256,0.9475480000000002,,
112.26666666666667,-11.226666666666686,30,4,3398,0.9209965000000002,,
104.425,-10.442500000000013,40,5,4217,0.9019547499999999,,
101.3,-10.130000000000015,50,7,5115,0.88107625,,
97.53333333333333,-9.753333333333353,60,8,5912,0.8625459999999998,,
88.32857142857142,-8.832857142857158,70,8,6253,0.8546177500000001,,
93.525,-9.35250000000002,80,11,7562,0.8241835,,
98.33333333333333,-9.833333333333359,90,13,8940,0.7921450000000002,,
102.09,-10.209000000000026,100,17,10309,0.7603157500000002,0.09344673201849218,152
110.73,-11.073000000000034,110,30,11961,0.72190675,0.03788949126646912,976
109.53,-10.953000000000033,120,40,13309,0.6905657500000002,0.1158358150132699,1648
115.19,-11.519000000000036,130,53,15017,0.6508547500000001,0.0709663798334077,2504
126.62,-12.662000000000045,140,68,16979,0.6052382500000004,0.050500808931246866,3488
134.79,-13.479000000000049,150,81,18694,0.5653645000000003,0.04191386424281518,4344
143.56,-14.356000000000046,160,94,20368,0.5264439999999999,0.0624726665300841,5176
147.05,-14.70500000000005,170,99,21058,0.5104015000000002,0.06301542696746765,5528
145.04,-14.50400000000005,180,108,22166,0.48464050000000014,0.07421207182778744,6080
141.08,-14.108000000000045,190,116,23148,0.46180900000000025,0.03234318010072457,6568
141.04,-14.10400000000004,200,127,24513,0.4300727499999999,0.09558017117524287,7256
130.09,-13.009000000000032,210,131,25070,0.4171225000000003,0.07514712066040374,7528
124.87,-12.487000000000029,220,138,25896,0.3979179999999999,0.1306672577484278,7944
123.75,-12.375000000000023,230,151,27492,0.3608109999999999,0.04440287087345496,8744
112.56,-11.256000000000018,240,158,28335,0.3412112500000002,0.09993663735804148,9160
107.52,-10.752000000000011,250,168,29546,0.31305550000000004,0.05647032322303858,9768
101.45,-10.145000000000007,260,177,30613,0.28824775000000014,0.07945331087103114,10304
103.98,-10.398000000000007,270,185,31556,0.266323,0.05851554960827343,10776
103.24,-10.324000000000003,280,194,32590,0.24228249999999996,0.1253639237547759,11288
99.55,-9.955000000000004,290,199,33203,0.22803025,0.11246871604816988,11600
94.56,-9.456,300,206,34069,0.20789575000000027,0.0361322322714841,12032
94.43,-9.443000000000001,310,211,34613,0.19524774999999994,0.0810324237390887,12304
