rollout/ep_len_mean,rollout/ep_rew_mean,rollout/exploration_rate,rollout/success_rate,time/fps,train/learning_rate,train/loss
31.0,8.56588077545166,0.996073305606842,1.0,987.0,9.999999747378752e-05,0.29839465022087097
53.75,7.55827522277832,0.986383318901062,1.0,978.0,9.999999747378752e-05,0.00029414621531032026
62.33333206176758,7.088172435760498,0.9763133525848389,1.0,1005.0,9.999999747378752e-05,0.00017787065007723868
70.0625,6.6738600730896,0.964501678943634,1.0,1028.0,9.999999747378752e-05,0.2966151833534241
71.75,6.607702732086182,0.9545583128929138,1.0,1033.0,9.999999747378752e-05,0.2977428436279297
66.29166412353516,6.8152360916137695,0.9496183395385742,1.0,1029.0,9.999999747378752e-05,0.297380656003952
69.28571319580078,6.569115161895752,0.9385666847229004,1.0,1042.0,9.999999747378752e-05,0.29697197675704956
66.53125,6.75152063369751,0.9325816631317139,1.0,1039.0,9.999999747378752e-05,0.29712897539138794
62.02777862548828,6.960298538208008,0.9292883276939392,1.0,1041.0,9.999999747378752e-05,0.0002097752585541457
61.349998474121094,6.963003158569336,0.922290027141571,1.0,1029.0,9.999999747378752e-05,0.297172486782074
62.8636360168457,6.901469707489014,0.9124100208282471,1.0,1025.0,9.999999747378752e-05,0.0006250155856832862
62.04166793823242,6.9059271812438965,0.90569669008255,1.0,1026.0,9.999999747378752e-05,0.00043821215513162315
65.42308044433594,6.752757549285889,0.892270028591156,1.0,1023.0,9.999999747378752e-05,0.0003807636094279587
69.41071319580078,6.590082168579102,0.8769116401672363,1.0,1036.0,9.999999747378752e-05,0.2954014837741852
69.38333129882812,6.599390983581543,0.8681716918945312,1.0,1044.0,9.999999747378752e-05,0.0005298141040839255
69.6875,6.5736188888549805,0.8587666749954224,1.0,1047.0,9.999999747378752e-05,0.29711276292800903
67.04412078857422,6.706626892089844,0.8556316494941711,1.0,1044.0,9.999999747378752e-05,0.29629120230674744
65.01388549804688,6.787640571594238,0.8517683148384094,1.0,1042.0,9.999999747378752e-05,0.2955402433872223
66.63157653808594,6.695268154144287,0.8396400213241577,1.0,1050.0,9.999999747378752e-05,0.2957979440689087
64.86250305175781,6.780940532684326,0.835681676864624,1.0,1052.0,9.999999747378752e-05,0.59095299243927
65.4047622680664,6.742373943328857,0.8260233402252197,1.0,1053.0,9.999999747378752e-05,0.0004067311529070139
65.6022720336914,6.738589286804199,0.8171883225440979,1.0,1049.0,9.999999747378752e-05,0.00043150270357728004
68.14130401611328,6.60304594039917,0.8014816641807556,1.0,1055.0,9.999999747378752e-05,0.00037604058161377907
68.5625,6.5819926261901855,0.7915700078010559,1.0,1051.0,9.999999747378752e-05,0.0003059003793168813
67.93000030517578,6.602581024169922,0.7848883271217346,1.0,1045.0,9.999999747378752e-05,0.5872527360916138
68.0999984741211,6.577054977416992,0.7804233431816101,1.0,1044.0,9.999999747378752e-05,0.0005762550863437355
67.23999786376953,6.593136787414551,0.7734566926956177,1.0,1040.0,9.999999747378752e-05,0.8859010338783264
66.69999694824219,6.597103118896484,0.7650966644287109,1.0,1027.0,9.999999747378752e-05,0.0008827729616314173
64.55999755859375,6.692287445068359,0.7600616812705994,1.0,1022.0,9.999999747378752e-05,0.2956499457359314
62.65999984741211,6.772174835205078,0.7561349868774414,1.0,1015.0,9.999999747378752e-05,0.2942408323287964
65.81999969482422,6.532014846801758,0.7411883473396301,0.9900000095367432,1003.0,9.999999747378752e-05,0.00048714454169385135
64.8499984741211,6.589175701141357,0.7332083582878113,0.9900000095367432,1002.0,9.999999747378752e-05,0.0004542343085631728
64.70999908447266,6.584624290466309,0.7276666760444641,0.9900000095367432,1003.0,9.999999747378752e-05,0.2960580885410309
66.19000244140625,6.523133754730225,0.7196866869926453,0.9900000095367432,1004.0,9.999999747378752e-05,0.29315078258514404
67.43000030517578,6.453064918518066,0.7087616920471191,0.9900000095367432,1006.0,9.999999747378752e-05,0.0009120840113610029
67.38999938964844,6.4485273361206055,0.6990083456039429,0.9900000095367432,1007.0,9.999999747378752e-05,0.0005155770340934396
68.9000015258789,6.307703971862793,0.6875133514404297,0.9800000190734863,1010.0,9.999999747378752e-05,0.0005552746006287634
67.94000244140625,6.315423965454102,0.6771266460418701,0.9800000190734863,983.0,9.999999747378752e-05,0.00046895432751625776
66.55999755859375,6.32083797454834,0.6661383509635925,0.9800000190734863,947.0,9.999999747378752e-05,0.580631673336029
67.26000213623047,6.144292831420898,0.6551816463470459,0.9700000286102295,915.0,9.999999747378752e-05,0.0004963505198247731
65.37000274658203,6.247801780700684,0.6517616510391235,0.9700000286102295,905.0,9.999999747378752e-05,0.00037681550020352006
66.23999786376953,6.216284275054932,0.645871639251709,0.9700000286102295,889.0,9.999999747378752e-05,0.28924861550331116
68.43000030517578,6.1089653968811035,0.6350733041763306,0.9700000286102295,863.0,9.999999747378752e-05,0.29065707325935364
65.86000061035156,6.239835739135742,0.6310833096504211,0.9700000286102295,855.0,9.999999747378752e-05,0.00022150453878566623
66.05999755859375,6.2349162101745605,0.6264916658401489,0.9700000286102295,847.0,9.999999747378752e-05,0.0004034270823467523
66.20999908447266,6.234122276306152,0.6163583397865295,0.9700000286102295,826.0,9.999999747378752e-05,0.5752973556518555
64.72000122070312,6.312182903289795,0.6122416853904724,0.9700000286102295,819.0,9.999999747378752e-05,0.0003097746230196208
62.61000061035156,6.425004005432129,0.6032166481018066,0.9700000286102295,800.0,9.999999747378752e-05,0.2908158302307129
62.0099983215332,6.427313804626465,0.5952050089836121,0.9700000286102295,788.0,9.999999747378752e-05,0.0006904448964633048
62.02000045776367,6.421738147735596,0.588491678237915,0.9700000286102295,778.0,9.999999747378752e-05,0.2904813587665558
64.69000244140625,6.281053066253662,0.5755716562271118,0.9700000286102295,759.0,9.999999747378752e-05,0.28847190737724304
68.69999694824219,5.977791786193848,0.5559066534042358,0.9599999785423279,734.0,9.999999747378752e-05,0.0007525570690631866
70.68000030517578,5.895622253417969,0.5412766933441162,0.9599999785423279,717.0,9.999999747378752e-05,0.00048399119987152517
72.88999938964844,5.788167953491211,0.5292433500289917,0.9599999785423279,705.0,9.999999747378752e-05,0.28920093178749084
76.0199966430664,5.632620811462402,0.515404999256134,0.9599999785423279,692.0,9.999999747378752e-05,0.0005517494864761829
73.33000183105469,5.8565263748168945,0.5089766383171082,0.9700000286102295,686.0,9.999999747378752e-05,0.00031175388721749187
74.76000213623047,5.675319194793701,0.49646833539009094,0.9599999785423279,675.0,9.999999747378752e-05,0.28905627131462097
74.72000122070312,5.664174556732178,0.49105334281921387,0.9599999785423279,671.0,9.999999747378752e-05,0.0003220131038688123
76.4000015258789,5.557672023773193,0.47775334119796753,0.9599999785423279,660.0,9.999999747378752e-05,0.0007845774525776505
76.8499984741211,5.5482378005981445,0.46540334820747375,0.9599999785423279,650.0,9.999999747378752e-05,0.5718728303909302
74.25,5.682881832122803,0.46388334035873413,0.9599999785423279,649.0,9.999999747378752e-05,0.290336012840271
72.48999786376953,5.849552631378174,0.45796167850494385,0.9700000286102295,644.0,9.999999747378752e-05,0.2908536195755005
72.69999694824219,5.849050998687744,0.44690999388694763,0.9700000286102295,638.0,9.999999747378752e-05,0.0005605618935078382
70.77999877929688,5.988157272338867,0.44200167059898376,0.9700000286102295,636.0,9.999999747378752e-05,0.0007477448089048266
69.76000213623047,6.176466941833496,0.4342750012874603,0.9800000190734863,633.0,9.999999747378752e-05,0.0006621755310334265
70.19999694824219,6.137590408325195,0.42946165800094604,0.9800000190734863,631.0,9.999999747378752e-05,0.0004876097955275327
71.11000061035156,6.082708835601807,0.42069000005722046,0.9800000190734863,628.0,9.999999747378752e-05,0.0005260476609691978
71.16000366210938,6.076860427856445,0.4097333252429962,0.9800000190734863,625.0,9.999999747378752e-05,0.2842879891395569
74.51000213623047,5.893229961395264,0.39513498544692993,0.9800000190734863,621.0,9.999999747378752e-05,0.0013430011458694935
76.16999816894531,5.792020797729492,0.3852866590023041,0.9800000190734863,618.0,9.999999747378752e-05,0.0006276434287428856
77.29000091552734,5.710717678070068,0.3716066777706146,0.9800000190734863,614.0,9.999999747378752e-05,0.00014401026419363916
78.20999908447266,5.641054153442383,0.36457666754722595,0.9800000190734863,612.0,9.999999747378752e-05,0.0006204717792570591
76.22000122070312,5.735573768615723,0.36185333132743835,0.9800000190734863,612.0,9.999999747378752e-05,0.0013309263158589602
76.68000030517578,5.738492012023926,0.352385014295578,0.9800000190734863,608.0,9.999999747378752e-05,0.0013280631974339485
