time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,137.5,1,1385,0.9677987500000002,-8.526516218504076,,
20,111.2,2,2244,0.947827,-6.553688235302803,,
30,92.6,3,2808,0.9347139999999998,-5.3610470673838115,,
40,83.625,4,3385,0.9212987500000002,-4.991534285060814,,
50,79.58,5,4029,0.9063257500000002,-4.707454139098937,,
60,80.21666666666667,6,4873,0.8867027500000002,-4.6558684730325295,,
70,83.18571428571428,8,5893,0.8629877500000002,-4.913938643137988,,
80,82.3875,9,6671,0.8448992499999999,-4.994435171211191,,
90,81.21111111111111,10,7399,0.82797325,-4.887329738626299,,
100,78.37,11,7937,0.8154647500000002,-4.723257588403034,,
110,72.13,12,8698,0.7977714999999999,-4.318918076222416,,
120,74.54,14,9798,0.7721965000000002,-4.5819027357011946,,
130,75.88,18,10496,0.7559680000000002,-4.688426916046691,0.17563704401254654,240
140,80.3,25,11515,0.7322762499999999,-4.873816201030281,0.13033520817771205,752
150,85.66,33,12695,0.7048412500000003,-5.311857330114769,0.14954847768967738,1344
160,85.6,40,13533,0.6853577500000001,-5.308132924590769,0.14992644028461655,1760
170,87.7,49,14763,0.6567602500000003,-5.48010516362827,0.08499393736565253,2376
180,92.88,58,16059,0.62662825,-5.671321368680655,0.09431109208526323,3024
190,102.16,70,17715,0.5881262500000002,-6.3148604670064765,0.047914196344208904,3856
200,104.57,76,18494,0.5700144999999998,-6.3831869992022146,0.06686198290844914,4240
210,104.37,81,19235,0.55278625,-6.318027951028101,0.09581668995087966,4616
220,105.58,90,20456,0.5243979999999999,-6.250919554622498,0.13366504665464163,5224
230,106.43,96,21239,0.5061932499999999,-6.276966162256572,0.0873314992786618,5616
240,109.07,106,22522,0.47636350000000016,-6.333905371702653,0.06890389623004012,6256
250,107.36,113,23531,0.45290425000000023,-6.159616351626863,0.11564157414250076,6760
260,108.91,121,24524,0.42981700000000034,-6.264677704938389,0.08792761131189764,7256
270,111.09,132,25972,0.39615100000000014,-6.277788120472294,0.0690296886023134,7984
280,102.14,135,26373,0.38682775,-5.735507234566951,0.06972453065100126,8184
290,93.4,141,27155,0.3686462500000003,-5.156776187382638,0.0907272236654535,8576
300,93.15,147,27909,0.35111574999999995,-5.134437841000378,0.08070728401071392,8952
310,93.23,152,28658,0.3337015,-5.15244413245015,0.08721944817807525,9328
320,89.11,159,29467,0.3148922500000001,-4.931318717913513,0.10677000030409545,9728
330,90.87,166,30426,0.29259550000000023,-5.007288369044155,0.09139511862304062,10208
340,84.52,171,31074,0.2775295000000001,-4.734768890078258,0.08049535169266164,10536
350,81.58,177,31789,0.26090575000000005,-4.521747708301749,0.061280353693291545,10888
360,76.64,181,32288,0.24930399999999986,-4.282448573666986,0.15491630043834448,11136
370,72.51,189,33323,0.22524025000000025,-4.055104715523152,0.1286350970622152,11656
380,76.13,195,34086,0.2075005000000002,-4.27966078809274,0.09981720452196896,12040
390,77.09,202,34964,0.18708700000000023,-4.274535626298259,0.1107714298996143,12480
400,75.03,206,35512,0.17434600000000033,-4.21764958970877,0.13695517444284633,12752
410,76.09,213,36367,0.15446725000000017,-4.310090906618222,0.09890134714078158,13176
420,76.73,220,37240,0.13417,-4.3610665738507235,0.1071797710028477,13616
430,79.79,230,38505,0.10475874999999979,-4.5614460562791805,0.09061393572483212,14248
440,78.67,234,39041,0.09229675000000037,-4.512890663587386,0.10637457412667572,14520
450,82.25,243,40114,0.07,-4.728140226808506,0.1331860498758033,15056
460,90.55,254,41443,0.07,-5.174468474464763,0.1284441844909452,15720
470,86.05,258,42028,0.07,-4.90494732622974,0.09328408539295197,16008
480,87.41,265,42927,0.07,-4.950711644812197,0.10848724149400368,16456
490,89.5,274,44014,0.07,-5.075944223329601,0.10255566670093685,17000
500,91.16,279,44728,0.07,-5.10203674839948,0.10896440787473693,17360
510,86.86,283,45153,0.07,-4.83405817926023,0.08820096671115607,17576
520,83.63,287,45703,0.07,-4.646653853674174,0.1074440716765821,17848
530,76.72,292,46277,0.07,-4.2210948664956325,0.110091045149602,18136
540,80.1,299,47151,0.07,-4.344477300798933,0.10954317054711282,18568
550,74.13,303,47627,0.07,-3.9799656542866644,0.10968432668596506,18808
560,65.61,307,48104,0.07,-3.461579253937075,0.1116183862905018,19048
570,64.39,311,48567,0.07,-3.355512833297664,0.13704640604555607,19280
580,58.91,313,48918,0.07,-3.0655919049597395,0.12792539852671325,19456
590,51.52,316,49266,0.07,-2.6375301070268207,0.1464955268893391,19632
