rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9808652500000001,81.3,823,10,-5.046806754503466,0,,
0.9637997499999998,76.85,1557,20,-4.543205738537212,1,,
0.9403405,84.53333333333333,2566,30,-5.382010007113441,2,,
0.9300407500000001,74.225,3009,40,-4.702348963192695,3,,
0.8988624999999998,86.0,4350,50,-5.420690508763284,5,,
0.8651965000000001,95.63333333333334,5798,60,-6.13043971238687,6,,
0.8308330000000002,102.94285714285714,7276,70,-6.7317687356580596,9,,
0.7856349999999999,114.25,9220,80,-7.765666650459865,11,,
0.75027175,118.34444444444445,10741,90,-8.100895319093972,16,368,0.09210351670662931
0.7341595000000003,113.34,11434,100,-7.663036549038849,20,712,0.05581507582246559
0.705748,117.33,12656,110,-7.885542738377147,26,1320,0.06505894155998249
0.6873107500000001,117.92,13449,120,-7.90298442643619,30,1720,0.08329762978246436
0.6721285000000002,114.36,14102,130,-7.527625008531795,33,2048,0.0745420188177377
0.6426475000000003,122.61,15370,140,-7.897196020177271,40,2680,0.0744708402780816
0.6276977499999998,115.63,16013,150,-7.416560171289857,43,3000,0.08380332504748367
0.606703,110.18,16916,160,-6.9094375983601495,48,3456,0.08505950745893642
0.5811280000000003,106.4,18016,170,-6.443794547431615,53,4000,0.07621494279010221
0.5570874999999997,97.3,19050,180,-5.49147408459267,59,4520,0.059420898265670985
0.5314427500000001,93.12,20153,190,-4.98733735479729,64,5072,0.10316726274322718
0.5071232499999998,96.65,21199,200,-5.171368477083501,70,5592,0.034115702903363854
0.4930337499999998,90.49,21805,210,-4.777199022360046,73,5896,0.0854824215057306
0.4782234999999999,88.93,22442,220,-4.690878719892957,77,6216,0.10957486840197816
0.45908875000000005,90.63,23265,230,-4.794045623070724,81,6632,0.06948313303291798
0.4286080000000001,91.06,24576,240,-4.843538561643989,88,7280,0.07675116683822125
0.40763650000000007,93.65,25478,250,-4.966673462556491,93,7736,0.1196266058832407
0.38138725000000007,95.91,26607,260,-5.069071679097177,99,8296,0.08498957683332264
0.35767225,95.11,27627,270,-4.997507487987116,105,8808,0.08689456968568265
0.3313067500000002,96.11,28761,280,-5.001970755346912,111,9376,0.06981062586419284
0.2959202500000002,100.3,30283,290,-5.1909532372677525,119,10136,0.06985894101671875
0.24714175000000027,110.82,32381,300,-5.701328865627395,131,11184,0.06722353596705943
0.19747975000000018,126.12,34517,310,-6.383854327024187,143,12256,0.0990160834044218
0.16246525,134.81,36023,320,-6.7675557294817485,152,13008,0.04173249483574182
0.1229402500000003,143.58,37723,330,-7.103907860271297,161,13856,0.058438399457372725
0.08539149999999995,146.62,39338,340,-7.142899861201996,169,14664,0.0732489253859967
0.07,155.82,41160,350,-7.505260394846618,179,15576,0.06555182510055602
0.07,165.94,43301,360,-7.916795943225427,190,16648,0.04199245024938136
0.07,175.97,45324,370,-8.345006135439606,201,17656,0.10602513630874455
0.07,179.65,46826,380,-8.434485705269259,209,18408,0.053696743736509234
0.07,171.52,47535,390,-7.933957162459223,213,18760,0.054060182243119925
0.07,158.46,48327,400,-7.180848918682848,217,19160,0.06175794580485672
0.07,146.84,49301,410,-6.527283544010123,222,19648,0.09513993747532368
0.07,136.77,49800,420,-6.010334539903357,225,19896,0.047018714889418334
0.07,125.73,50396,430,-5.474044022483435,228,20192,0.03805979230673984
0.07,113.31,50769,440,-4.883622760452319,230,20384,0.037701927532907575
0.07,98.83,51143,450,-4.2038841773692495,232,20568,0.05434941698331386
0.07,80.49,51450,460,-3.362693326565626,234,20720,0.08530599647201598
0.07,67.15,52139,470,-2.6414498939265876,238,21064,0.07012599593144841
0.07,59.04,52830,480,-2.2191923539768057,241,21408,0.07080001820577309
0.07,59.09,53544,490,-2.190384378704764,245,21768,0.07831836916739121
0.07,56.27,54054,500,-2.04313644190219,248,22024,0.06317309918813407
0.07,49.78,54379,510,-1.8253682131987121,250,22184,0.06872501131147146
0.07,47.42,54642,520,-1.7255628908465603,251,22320,0.10314278237638064
0.07,45.12,55008,530,-1.6380284702694843,253,22496,0.045170710887759924
0.07,46.82,55551,540,-1.7158654696543232,256,22768,0.09390060364967212
0.07,49.39,56182,550,-1.816574036008325,260,23088,0.09096009755739942
0.07,53.8,56930,560,-1.9877903787777322,263,23464,0.06803835328901187
0.07,56.37,57876,570,-2.186413730002181,268,23936,0.07545690389815718
0.07,58.56,58786,580,-2.3771068360283536,273,24392,0.1359350469429046
0.07,56.39,59283,590,-2.336214893675554,276,24640,0.048123405198566616
0.07,54.53,59607,600,-2.2937590149033933,278,24800,0.054246423474978656
0.07,54.41,59920,610,-2.2947172830494487,280,24952,0.10793426790041849
0.07,55.86,60328,620,-2.3612966990046114,282,25160,0.10864656884223223
0.07,57.4,60848,630,-2.451734044585192,285,25416,0.06854309025220573
0.07,56.27,61278,640,-2.4259596935556393,288,25632,0.09302565560210496
0.07,53.5,61632,650,-2.3125024143355883,290,25808,0.037675692001357675
0.07,49.34,61964,660,-2.14928396733348,292,25976,0.0617199907428585
0.07,45.1,62486,670,-1.9807262630210405,295,26240,0.1661953516304493
0.07,39.63,62849,680,-1.7201998964057343,297,26424,0.09602365689352155
0.07,39.24,63307,690,-1.742158255062558,299,26648,0.0610807811608538
0.07,39.72,63679,700,-1.777225918280777,301,26832,0.11810618289746344
0.07,40.46,64066,710,-1.791193102311848,304,27032,0.04569087375421077
0.07,39.35,64363,720,-1.7647248293572004,305,27176,0.10030338843353093
0.07,37.16,64664,730,-1.6605341901394524,307,27328,0.10865725134499371
0.07,36.67,65045,740,-1.6493262512612419,309,27520,0.09649839391931891
0.07,36.33,65365,750,-1.6419417341001523,311,27680,0.04732660262379795
0.07,37.79,65843,760,-1.704717291317653,314,27920,0.11541789025068283
0.07,36.32,66218,770,-1.6325375963278819,316,28104,0.12398371554445475
0.07,38.17,66766,780,-1.7212543142563348,319,28376,0.10986935487017035
0.07,39.86,67393,790,-1.7804044377380746,323,28696,0.07683217921294272
0.07,42.43,68022,800,-1.886879511718399,326,29008,0.07261984213255346
0.07,47.93,68959,810,-2.1269687638921924,331,29472,0.14640818070620298
0.07,52.25,69688,820,-2.3043176332940645,335,29840,0.11212286062072963
0.07,58.41,70605,830,-2.567269608942236,340,30296,0.07748327794251963
0.07,62.68,71413,840,-2.7362820477143845,345,30704,0.04332059738226235
0.07,72.07,72672,850,-3.125633170546546,351,31328,0.07396643492393196
0.07,75.5,73493,860,-3.262017492921819,356,31744,0.0970193060929887
0.07,77.77,74095,870,-3.3610856144724117,359,32040,0.08815392851829529
0.07,77.66,74632,880,-3.356073362615449,362,32312,0.09024879115168005
0.07,80.46,75539,890,-3.464503411869116,367,32768,0.11428126273676753
0.07,82.96,76418,900,-3.5678191288062413,372,33208,0.07988199731335044
0.07,77.85,76844,910,-3.341944852792208,374,33416,0.07364266854710877
0.07,75.76,77364,920,-3.23861886768708,377,33680,0.1069212332367897
0.07,74.22,78127,930,-3.1569069603822597,382,34056,0.14757142367307097
0.07,72.41,78754,940,-3.109369046510298,385,34376,0.10636184900067747
0.07,65.94,79366,950,-2.8377301664605676,388,34680,0.11798695754259825
0.07,64.87,80080,960,-2.794546804507192,392,35032,0.07730344275478274
0.07,77.94,81989,970,-3.344804667955231,402,35992,0.06316562509164214
0.07,89.58,83690,980,-3.8382578639330496,411,36840,0.11611274629831314
0.07,92.61,84900,990,-3.9530814234234835,417,37448,0.06630936649162322
0.07,100.88,86606,1000,-4.326145419915402,426,38296,0.10274269164074212
0.07,117.19,88663,1010,-5.0431076542036735,437,39328,0.10059746832121164
0.07,127.2,90184,1020,-5.42891359205104,445,40088,0.08919361204607412
0.07,133.76,91603,1030,-5.675574470538626,453,40800,0.08315841970033944
0.07,140.68,92922,1040,-5.935438138331637,460,41456,0.12393722916021943
0.07,144.41,93907,1050,-6.084655839993942,465,41952,0.068072265596129
0.07,151.65,95345,1060,-6.376953518789163,473,42672,0.10840883990749717
0.07,145.16,96605,1070,-6.09319808067106,480,43296,0.044691703049466014
0.07,139.64,97754,1080,-5.861590418852627,487,43872,0.08930652285926044
0.07,134.81,98481,1090,-5.6717406016993115,491,44240,0.07420915132388473
0.07,124.87,99193,1100,-5.235173780348086,496,44592,0.06551975710317492
0.07,110.91,99854,1110,-4.614927362263522,500,44920,0.12850448163226247
0.07,107.26,101010,1120,-4.511953536272887,507,45504,0.09861686849035323
0.07,100.78,101781,1130,-4.2720746410609935,511,45888,0.11721076373942196
0.07,94.39,102461,1140,-4.010414655119489,515,46224,0.07451432687230408
0.07,89.68,102975,1150,-3.833429163926172,518,46480,0.10004475433379412
0.07,87.17,104162,1160,-3.7604059230907803,524,47080,0.07465863809920847
