rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
-7.535255324021412,10,1,133.4,0.9687520000000003,1344,,
-7.467126368454082,20,3,126.05,0.9409217500000002,2541,,
-6.925361412805904,30,4,118.4,0.9167185000000001,3582,,
-6.211693976963001,40,5,108.775,0.8979092500000003,4391,,
-6.103806887489201,50,6,106.38,0.87517075,5369,,
-5.921286727385234,60,8,102.7,0.8553385000000002,6222,,
-5.65678463860004,70,9,99.02857142857142,0.8372035000000001,7002,,
-5.539934277951881,80,11,99.4875,0.8130932500000001,8039,,
-5.704911344034728,90,13,104.24444444444444,0.7797760000000002,9472,,
-5.564378716217924,100,15,101.67,0.7612922499999999,10267,128,0.11987401581427548
-5.125004476143405,110,19,94.67,0.74631925,10911,448,0.08290820438196533
-5.178172403290185,120,26,96.8,0.7135367499999999,12321,1160,0.09150621165463235
-4.918684748599887,130,31,93.88,0.6961225,13070,1528,0.17256231419742107
-4.952068930063325,140,36,95.24,0.67415125,14015,2000,0.12674123828765005
-4.8009839274337915,150,40,92.86,0.6569462499999998,14755,2376,0.07283091294812039
-4.590260843202542,160,44,90.5,0.6426009999999998,15372,2680,0.10874544427497312
-4.3714955266230735,170,46,87.34,0.631813,15836,2912,0.09075379892601632
-4.202931708443599,180,50,83.53,0.6165610000000001,16492,3240,0.06485432735644281
-3.688230784543557,190,52,73.36,0.6068889999999998,16908,3448,0.05672708747442812
-3.550989402217495,200,56,71.24,0.5933342499999998,17491,3744,0.06520028074737638
-3.49781995626474,210,59,70.16,0.5808722500000003,18027,4008,0.07408950588433072
-2.950266347033073,220,62,61.37,0.5685264999999999,18558,4272,0.15790971543174237
-2.9179384639945716,230,66,59.9,0.5545300000000001,19160,4576,0.08137031918158755
-2.617899527190486,240,67,53.73,0.5469040000000002,19488,4736,0.14712757687084377
-2.4725688529937124,250,71,51.82,0.5341397500000002,20037,5016,0.10564979142509401
-2.4463486715215437,260,74,50.82,0.5221194999999998,20554,5272,0.12150172248948365
-2.477159427319796,270,77,50.86,0.5112384999999999,21022,5504,0.12152279762085527
-2.3845257829085402,280,79,48.78,0.5008224999999997,21470,5728,0.13636433344800025
-2.462814854329787,290,83,50.31,0.48759324999999987,22039,6016,0.04255212633870542
-2.403172036275264,300,85,49.17,0.47668900000000014,22508,6248,0.0725767983822152
-2.3090722297756328,310,88,47.44,0.4682492500000002,22871,6432,0.1183331870706752
-2.3791700163232337,320,92,49.12,0.45199750000000005,23570,6784,0.0942591754719615
-2.3607952089758584,330,95,48.75,0.4388612500000002,24135,7064,0.11585146398283541
-2.4850572080929587,340,99,51.31,0.42528325,24719,7352,0.08642462990246713
-2.5098012502345064,350,103,51.97,0.41098449999999975,25334,7664,0.09385735203977674
-2.4892486638347378,360,106,52.31,0.39817375,25885,7936,0.159240071894601
-2.5631922082751286,370,110,53.63,0.38422375,26485,8240,0.12277562753297389
-2.567887632448314,380,112,53.73,0.37357525,26943,8464,0.13548853935208172
-2.4852294816599088,390,115,51.96,0.36446125000000007,27335,8664,0.09308441868051887
-2.4938969330172016,400,118,52.54,0.3522084999999998,27862,8928,0.12023721169680357
-2.7029714375202873,410,123,57.15,0.33305050000000025,28686,9336,0.10354141844436526
-2.601743437562275,420,126,54.74,0.3224020000000002,29144,9568,0.15056351944804192
-2.7116427942496544,430,131,56.86,0.30433675000000016,29921,9960,0.08445673482492566
-2.710063143377024,440,134,56.73,0.2910609999999999,30492,10240,0.07490526884794235
-2.847121087433951,450,141,60.34,0.26836899999999997,31468,10728,0.13975841761566699
-2.957672466775126,460,145,62.83,0.2497689999999999,32268,11128,0.14626236632466316
-3.1329754715526685,470,153,68.17,0.2234035000000001,33402,11696,0.10265545547008514
-3.3105943956580877,480,158,72.85,0.2018740000000001,34328,12160,0.15169710293412209
-3.717126955070354,490,167,82.99,0.16918450000000018,35734,12864,0.09780264948494732
-4.158847196608107,500,178,94.85,0.12935724999999998,37447,13720,0.10582789755426347
-4.343369317202152,510,188,101.19,0.09545874999999981,38905,14448,0.08826037589460611
-4.489076511825328,520,194,105.91,0.07383625000000016,39835,14912,0.06546047818847
-4.2713933898330945,530,196,102.4,0.07,40261,15128,0.0850223375018686
-4.32292660479878,540,202,105.43,0.07,41135,15560,0.10396237601526082
-4.10364929965247,550,206,101.45,0.07,41713,15856,0.08808139897882938
-3.899070718407275,560,209,97.58,0.07,42126,16056,0.07825932372361422
-3.6866388800077026,570,213,93.25,0.07,42827,16408,0.07738596759736538
-3.4801826020673383,580,216,88.81,0.07,43309,16648,0.11037371587008238
-3.192701304198577,590,222,82.75,0.07,44109,17048,0.12388048903085291
-2.710274063606944,600,225,70.86,0.07,44633,17312,0.0861654169857502
-2.6911687315761683,610,234,70.48,0.07,46053,18024,0.10850284900516272
-2.8270645097241296,620,243,74.49,0.07,47384,18688,0.06992684490978718
-3.3657725609580664,630,255,89.55,0.07,49316,19656,0.06449374044314027
-3.526178746468127,640,263,94.02,0.07,50637,20312,0.07042425614781678
-3.7852288844211865,650,270,101.94,0.07,52007,21000,0.06841364176943898
-4.13270870755947,660,278,113.1,0.07,53536,21760,0.0864141546189785
-4.223976812388125,670,283,116.78,0.07,54605,22296,0.09547892352566123
-4.359584200781856,680,289,122.03,0.07,55612,22800,0.07773921045009047
-4.40205138327265,690,295,126.05,0.07,56814,23400,0.06029154942370951
-4.575716100543763,700,302,133.79,0.07,58112,24048,0.07485035713762045
-4.35434776808437,710,308,130.36,0.07,59189,24592,0.07293754490092397
-3.9758194905806388,720,309,119.7,0.07,59454,24720,0.09663000516593456
-3.4481118002844933,730,312,106.37,0.07,60053,25024,0.049621267477050424
-3.249245942155115,740,318,103.55,0.07,61092,25544,0.0583146489225328
-2.9492667208257126,750,321,95.63,0.07,61670,25832,0.058921920019201934
-2.880939855560765,760,330,97.0,0.07,63336,26664,0.06770185753703117
-2.9585279422477355,770,338,100.57,0.07,64762,27376,0.05870861001312733
-2.9516137529204336,780,342,99.93,0.07,65705,27848,0.06624509789980948
-3.125264005694191,790,350,102.8,0.07,67194,28592,0.04312426649266854
