rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/exploration_rate,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/n_updates
23.71,960,244,0.08418250000000027,-0.8595599102260154,39390,0.1730538820847869,14688
23.22,970,247,0.07734699999999994,-0.839719792754987,39684,0.16353451181203127,14840
23.25,980,248,0.0731620000000004,-0.8396108848274392,39864,0.2282507000491023,14928
23.05,990,250,0.07,-0.8408702502256448,40081,0.1977521376684308,15040
22.4,1000,252,0.07,-0.8058865535996272,40262,0.2584411632269621,15128
21.98,1010,253,0.07,-0.7819830267375153,40496,0.20302108768373728,15240
21.36,1020,255,0.07,-0.7595215110758176,40632,0.20909207127988338,15312
21.62,1030,257,0.07,-0.7716987407858489,40918,0.20056565222330391,15456
20.23,1040,258,0.07,-0.718774236588846,41010,0.2735327642876655,15504
19.1,1050,259,0.07,-0.6864045721454575,41224,0.14497913233935833,15608
18.84,1060,261,0.07,-0.6760077634194497,41374,0.23899084515869617,15680
18.34,1070,263,0.07,-0.6504084533292368,41618,0.2694865092635155,15808
18.06,1080,264,0.07,-0.6371503361590322,41770,0.2351552729960531,15880
18.03,1090,266,0.07,-0.6206885198458488,41984,0.24025900661945343,15984
17.85,1100,267,0.07,-0.6204179893390708,42147,0.19414177618455142,16072
16.87,1110,268,0.07,-0.598365172353082,42283,0.1766715431585908,16136
17.92,1120,270,0.07,-0.6453856571053187,42524,0.1779115041717887,16256
17.07,1130,272,0.07,-0.6129716057701979,42725,0.23224259819835424,16360
17.6,1140,273,0.07,-0.6308022949262583,42870,0.16733206412754953,16432
17.16,1150,275,0.07,-0.6119251638631896,43040,0.18349154200404882,16512
17.3,1160,276,0.07,-0.6273948089263179,43204,0.28338928922312334,16600
17.48,1170,278,0.07,-0.6303125508767107,43466,0.18974259495735168,16728
18.18,1180,281,0.07,-0.6590165059160346,43688,0.2066875658929348,16840
17.93,1190,283,0.07,-0.6559336442403757,43877,0.1983064915984869,16936
17.75,1200,284,0.07,-0.654722741223511,44022,0.2695074612274766,17008
18.85,1210,286,0.07,-0.6859867597525796,44268,0.12673861847724766,17128
18.61,1220,288,0.07,-0.6602056240041385,44485,0.23301772587001324,17240
18.16,1230,289,0.07,-0.6358763023816855,44641,0.18646212574094534,17320
18.41,1240,291,0.07,-0.6438597814079489,44811,0.2773275750223547,17400
18.35,1250,292,0.07,-0.6415033396913388,44975,0.2090174639597535,17480
18.79,1260,294,0.07,-0.6455291347621513,45183,0.1546427644789219,17584
18.22,1270,296,0.07,-0.6228647999965016,45388,0.1714567681774497,17688
17.72,1280,298,0.07,-0.602962474667305,45560,0.28577673621475697,17776
17.98,1290,299,0.07,-0.6041885291463219,45775,0.2329355599358678,17880
18.6,1300,301,0.07,-0.6081072167708286,45982,0.15956317936070263,17984
17.79,1310,303,0.07,-0.5746301792356542,46147,0.19445460569113493,18072
16.84,1320,304,0.07,-0.5506267192550879,46269,0.1957223555073142,18128
18.7,1330,307,0.07,-0.6085144069569492,46611,0.24718639813363552,18304
19.23,1340,309,0.07,-0.631760534207939,46834,0.22323700599372387,18416
19.21,1350,311,0.07,-0.619454132609293,46996,0.24332964420318604,18496
18.97,1360,312,0.07,-0.6128448591173631,47180,0.1403145333752036,18584
18.57,1370,314,0.07,-0.6115289359840399,47345,0.19100047834217548,18672
18.44,1380,315,0.07,-0.598465370916724,47504,0.24977501668035984,18744
17.82,1390,317,0.07,-0.5800153200454988,47657,0.19880753010511398,18824
17.49,1400,318,0.07,-0.5823038047317474,47831,0.26066308841109276,18912
17.34,1410,320,0.07,-0.5759828969409159,47981,0.21699207834899426,18984
18.28,1420,321,0.07,-0.6000277913251505,48197,0.1988707948476076,19096
17.49,1430,324,0.07,-0.5816635965051534,48460,0.20440262428019196,19224
18.09,1440,326,0.07,-0.5929876080752631,48743,0.2845276426523924,19368
19.26,1450,328,0.07,-0.6482630211028535,49022,0.22775511257350445,19504
18.42,1460,329,0.07,-0.6160559931087201,49122,0.2656395798549056,19560
19.58,1470,332,0.07,-0.6431274765188931,49403,0.20404910936485976,19696
19.91,1480,333,0.07,-0.6507372899327568,49595,0.23652582988142967,19792
20.13,1490,335,0.07,-0.6563319617318881,49770,0.24391496274620295,19880
20.7,1500,337,0.07,-0.6758608730228906,50001,0.1808571657165885,20000
20.49,1510,338,0.07,-0.6656270231347914,50130,0.242564222891815,20064
19.75,1520,339,0.07,-0.6415996090892961,50272,0.27237676829099655,20128
18.67,1530,341,0.07,-0.6085403213357715,50427,0.25373299373313785,20208
18.18,1540,342,0.07,-0.590840025199575,50661,0.2545461058616638,20328
17.14,1550,344,0.07,-0.5447661327666008,50836,0.22877586167305708,20416
20.62,1560,348,0.07,-0.6322087332835375,51284,0.2931912187486887,20640
19.86,1570,349,0.07,-0.6109874108354326,51489,0.23444927111268044,20744
22.05,1580,353,0.07,-0.6541517115515784,51900,0.26416120305657387,20944
23.73,1590,355,0.07,-0.6785814658115243,52243,0.16235984303057194,21120
25.78,1600,359,0.07,-0.7044796408216503,52679,0.2118247696198523,21336
28.6,1610,362,0.07,-0.783979211006703,53090,0.2797698909416795,21544
30.74,1620,365,0.07,-0.8250095109439763,53446,0.2911829464137554,21720
31.39,1630,367,0.07,-0.8343340974806078,53666,0.2710341913625598,21832
35.14,1640,372,0.07,-0.9248361497190828,54275,0.17151806131005287,22136
37.39,1650,375,0.07,-0.9841346365086988,54675,0.21328943595290184,22336
37.43,1660,378,0.07,-0.9807718372055748,55127,0.24296873866114765,22560
40.02,1670,382,0.07,-1.0226169331522983,55591,0.2154143857769668,22792
39.81,1680,385,0.07,-1.037447229811747,55981,0.2315641175955534,22984
39.54,1690,388,0.07,-1.0404947087501142,56297,0.23784780222922564,23144
38.99,1700,391,0.07,-1.0372351954522743,56678,0.22253731498494744,23336
38.88,1710,394,0.07,-1.0193349708731978,57078,0.22311747912317514,23536
38.53,1720,397,0.07,-1.0211756218148218,57399,0.15487598860636353,23696
39.77,1730,399,0.07,-1.0525137333651176,57743,0.18588673928752542,23864
38.1,1740,403,0.07,-1.0015308631068962,58185,0.2079414981417358,24088
38.19,1750,407,0.07,-0.9922855295304304,58594,0.18210439011454582,24296
40.56,1760,412,0.07,-1.035042552867082,59283,0.2377783479169011,24640
41.15,1770,416,0.07,-1.0575681802641312,59806,0.18988403771072626,24896
42.39,1780,420,0.07,-1.0891600798621957,60320,0.1894904924556613,25152
41.88,1790,423,0.07,-1.0731100749682716,60585,0.21133371628820896,25288
41.79,1800,426,0.07,-1.0794421598518786,60957,0.15059130359441042,25472
38.92,1810,427,0.07,-1.0253602825715928,61070,0.1779789226129651,25528
37.84,1820,428,0.07,-1.0079213432502065,61283,0.26758986338973045,25640
36.54,1830,430,0.07,-0.9757887717439725,61497,0.2279864028096199,25744
35.44,1840,433,0.07,-0.9331567385138365,61829,0.22539412043988705,25912
36.6,1850,437,0.07,-0.9492410554237882,62354,0.25377476727589965,26176
31.5,1860,438,0.07,-0.8415725883069173,62533,0.25296800676733255,26264
29.08,1870,441,0.07,-0.7937857199046304,62814,0.211258077993989,26400
27.23,1880,443,0.07,-0.7382423881100508,63143,0.20600668340921402,26568
26.66,1890,445,0.07,-0.7423241076855358,63351,0.19918033899739385,26672
27.73,1900,449,0.07,-0.7447219302778199,63830,0.23211690550670028,26912
28.68,1910,451,0.07,-0.766829932608714,64038,0.23851047549396753,27016
28.16,1920,452,0.07,-0.7557776517942157,64199,0.20315527555067092,27096
29.09,1930,455,0.07,-0.7753993127817425,64506,0.23109343461692333,27248
27.92,1940,456,0.07,-0.7783198902659799,64721,0.21185360196977854,27360
25.22,1950,458,0.07,-0.7144024699691864,64976,0.2250889791175723,27480
24.38,1960,459,0.07,-0.6886814796068509,65071,0.18401572480797768,27528
23.79,1970,461,0.07,-0.6695154941155178,65293,0.25643718242645264,27640
22.44,1980,463,0.07,-0.6330236742010126,65487,0.18341975286602974,27736
22.38,1990,464,0.07,-0.6217387630833119,65689,0.1979345567524433,27840
19.51,2000,466,0.07,-0.5654642868905972,65881,0.1645402514259331,27936
19.43,2010,468,0.07,-0.5646137235321873,66081,0.18777231127023697,28040
21.11,2020,470,0.07,-0.6110494828625267,66410,0.17669747676700354,28200
20.33,2030,472,0.07,-0.6208914643781153,66639,0.19735853746533394,28312
20.24,2040,474,0.07,-0.6160107235954827,66845,0.17410673946142197,28416
19.15,2050,475,0.07,-0.6032930759768077,66991,0.22362372651696205,28488
22.9,2060,479,0.07,-0.7082329485152173,67461,0.23742783442139626,28728
23.03,2070,481,0.07,-0.7131495560973548,67696,0.24204654805362225,28840
26.3,2080,485,0.07,-0.8085675969725971,68217,0.18692439515143633,29104
26.8,2090,487,0.07,-0.822292173347123,68469,0.22617212048498914,29232
32.27,2100,493,0.07,-0.9775968423780772,69208,0.24580715224146843,29600
37.31,2110,498,0.07,-1.124340912805569,69912,0.21676156297326088,29952
35.66,2120,500,0.07,-1.0666270267267222,70076,0.26510677486658096,30032
41.3,2130,506,0.07,-1.173280302478099,70869,0.18894571397686377,30432
46.85,2140,512,0.07,-1.3027133300037148,71630,0.17680293088778853,30808
50.49,2150,516,0.07,-1.3950936507430882,72140,0.16294052079319954,31064
50.77,2160,520,0.07,-1.3924204348056233,72638,0.1376995835453272,31312
52.11,2170,523,0.07,-1.428080041841074,73007,0.1679696999490261,31496
52.31,2180,527,0.07,-1.4180753350301876,73548,0.18089792877435684,31768
54.06,2190,531,0.07,-1.457770627649945,73975,0.1713220179080963,31984
50.57,2200,534,0.07,-1.356558959333129,74365,0.24800505675375462,32176
47.38,2210,537,0.07,-1.2609493654550892,74750,0.2008187072351575,32368
49.27,2220,540,0.07,-1.3154323059644306,75103,0.18339356034994125,32544
48.52,2230,545,0.07,-1.3387698173725087,75821,0.151146057411097,32904
44.48,2240,548,0.07,-1.241218653588285,76178,0.16143551748245955,33088
44.37,2250,552,0.07,-1.2393553241724815,76677,0.18543839873746037,33336
45.8,2260,557,0.07,-1.2916511894375649,77318,0.1801911499351263,33656
52.72,2270,565,0.07,-1.4629995824675845,78379,0.19677407533163205,34184
52.69,2280,570,0.07,-1.4686292761769364,78917,0.18058091960847378,34456
55.05,2290,575,0.07,-1.5416463334487986,79580,0.1828321423381567,34784
62.6,2300,584,0.07,-1.709765070349202,80725,0.1608301866799593,35360
67.97,2310,591,0.07,-1.8471799263175854,81647,0.196642829105258,35816
69.92,2320,595,0.07,-1.8901420831261158,82195,0.14927561301738024,36096
66.19,2330,598,0.07,-1.774126665625029,82540,0.1672009557369165,36264
64.81,2340,600,0.07,-1.7401255500524633,82759,0.12466616870369762,36376
68.56,2350,607,0.07,-1.833561677774252,83633,0.1622033566236496,36816
70.34,2360,613,0.07,-1.8570650777709685,84452,0.18616829998791218,37224
66.25,2370,618,0.07,-1.754157223294843,85104,0.14408023451687768,37544
65.54,2380,622,0.07,-1.725958219190987,85571,0.14316990226507187,37784
64.2,2390,626,0.07,-1.6856280904848069,86100,0.16232665203278884,38048
57.21,2400,630,0.07,-1.5370755260305853,86546,0.12832252494990826,38272
52.39,2410,634,0.07,-1.40280647872886,86986,0.10881653119577095,38488
54.69,2420,640,0.07,-1.4709517541651294,87764,0.11321009154198691,38880
55.14,2430,643,0.07,-1.468435894586166,88154,0.15943839075043797,39072
56.54,2440,646,0.07,-1.510019336027752,88513,0.17685111053287983,39256
52.93,2450,650,0.07,-1.421340751995492,89026,0.13003951869904995,39512
47.41,2460,652,0.07,-1.2947564784688634,89293,0.14946586452424526,39640
46.8,2470,657,0.07,-1.2933407294750408,89884,0.1627860376611352,39936
46.66,2480,661,0.07,-1.3130281929887715,90337,0.1660094829276204,40168
44.74,2490,664,0.07,-1.2789397903997328,90674,0.1711402228102088,40336
44.57,2500,667,0.07,-1.2674455973741918,91103,0.1312175039201975,40544
43.17,2510,669,0.07,-1.2513144054786243,91403,0.13603914575651288,40696
38.27,2520,672,0.07,-1.1229114839286374,91691,0.17701443191617727,40840
37.35,2530,674,0.07,-1.1214467157143366,91989,0.17872408824041486,40992
36.8,2540,676,0.07,-1.1070185639592796,92293,0.15788955008611083,41144
34.25,2550,678,0.07,-1.0466759413220998,92551,0.1679794304072857,41272
36.36,2560,682,0.07,-1.1135875840526501,93029,0.2063276283442974,41512
34.11,2570,685,0.07,-1.0555060321608918,93395,0.21162866428494453,41696
32.62,2580,687,0.07,-1.0118239603418862,93699,0.20202224515378475,41848
32.12,2590,690,0.07,-1.0042468777412779,93986,0.13681362941861153,41992
29.95,2600,691,0.07,-0.944896018312486,94198,0.14320184895768762,42096
30.18,2610,694,0.07,-0.9449302416192558,94521,0.11578228091821074,42256
30.48,2620,696,0.07,-0.9679409477522515,94839,0.2108867708593607,42416
30.69,2630,699,0.07,-0.9777301210522864,95158,0.14794641500338912,42576
30.93,2640,701,0.07,-0.9850888819488551,95486,0.17394005274400115,42736
31.24,2650,704,0.07,-0.9966939409376172,95775,0.1750378981232643,42880
29.46,2660,706,0.07,-0.9430130942173105,96075,0.1314293287578039,43032
29.8,2670,709,0.07,-0.9639108596093722,96475,0.15286575647769496,43232
30.37,2680,712,0.07,-0.9841460071418737,96836,0.19418318197131157,43416
30.04,2690,714,0.07,-0.9789136729104544,97090,0.20201914012432098,43544
30.67,2700,716,0.07,-1.0104431529372524,97365,0.17566603515297174,43680
29.11,2710,717,0.07,-0.9606452553444481,97532,0.16053378768265247,43760
29.05,2720,720,0.07,-0.9462683683844498,97844,0.14426459011156112,43920
27.81,2730,722,0.07,-0.8962298237341509,98039,0.12876497860997915,44016
28.09,2740,724,0.07,-0.91027236630225,98395,0.1853232318535447,44192
27.36,2750,726,0.07,-0.8911821579559615,98611,0.18539387173950672,44304
28.61,2760,729,0.07,-0.9455840484858942,99036,0.12525702943094075,44512
27.34,2770,732,0.07,-0.9123409189766187,99309,0.19485731609165668,44648
26.13,2780,733,0.07,-0.8805187630453756,99549,0.15610670112073421,44768
26.28,2790,736,0.07,-0.8712952342961279,99818,0.1453575138002634,44904
25.78,2800,737,0.07,-0.8625688991140025,100043,0.15721107926219702,45016
26.64,2810,739,0.07,-0.9000889550823366,100296,0.20697394385933876,45144
26.52,2820,742,0.07,-0.9086745561832378,100596,0.14593052677810192,45296
27.38,2830,744,0.07,-0.9568883519410111,100877,0.09074538596905768,45432
26.06,2840,746,0.07,-0.9150016977987053,101101,0.14026360656134784,45544
26.47,2850,748,0.07,-0.9327022830090111,101358,0.15595804154872894,45672
26.09,2860,751,0.07,-0.9166548532249519,101745,0.16432848456315696,45872
26.45,2870,753,0.07,-0.9302200911793617,102054,0.1614681724458933,46024
27.57,2880,756,0.07,-0.9658022191600789,102406,0.14842148742172867,46200
29.64,2890,760,0.07,-1.039578319500877,102882,0.09610430581960827,46440
31.45,2900,763,0.07,-1.096951548437075,103288,0.1041527078486979,46640
31.89,2910,765,0.07,-1.1154702213202354,103585,0.16715319454669952,46792
31.9,2920,768,0.07,-1.1199535318660632,103886,0.13804828171851113,46936
32.77,2930,771,0.07,-1.1220341686606092,104254,0.15290159033611417,47120
33.16,2940,773,0.07,-1.1504820467698103,104517,0.19279152899980545,47256
33.52,2950,775,0.07,-1.160935680015014,104810,0.1351883221650496,47400
32.15,2960,777,0.07,-1.1196962836124595,105060,0.20723923295736313,47528
32.43,2970,780,0.07,-1.1049508471037397,105397,0.18504798226058483,47696
32.79,2980,783,0.07,-1.1158313787122198,105785,0.13910068152472377,47888
32.01,2990,786,0.07,-1.0797501200083197,106183,0.1839836034923792,48088
32.84,3000,790,0.07,-1.0760508555917492,106672,0.17496129404753447,48328
34.23,3010,793,0.07,-1.1146235413740666,107108,0.1724513927474618,48552
33.89,3020,795,0.07,-1.0971460661815313,107375,0.1769145606085658,48680
35.57,3030,799,0.07,-1.15396304660213,107911,0.12409854959696531,48952
39.29,3040,804,0.07,-1.2486342204952976,108546,0.13505320728290826,49272
39.96,3050,807,0.07,-1.2543430263559885,108906,0.12173386570066214,49448
39.93,3060,809,0.07,-1.2440425189787554,109153,0.16168324276804924,49576
38.95,3070,811,0.07,-1.2379429415246244,109392,0.15883628651499748,49688
40.96,3080,816,0.07,-1.2733254580033317,109981,0.09419907396659255,49984
42.7,3090,820,0.07,-1.2984825009982754,110553,0.12300071492791176,50272
41.67,3100,823,0.07,-1.286878591689332,110939,0.16331010311841965,50464
41.78,3110,827,0.07,-1.2802612959788147,111386,0.12137674144469202,50688
45.98,3120,832,0.07,-1.3782486534659109,112073,0.16635571187362075,51032
44.38,3130,835,0.07,-1.3192650283679273,112449,0.15063631022349,51224
41.83,3140,838,0.07,-1.2362631519268326,112829,0.13870893977582455,51408
42.5,3150,842,0.07,-1.244188891035406,113256,0.11851758696138859,51624
43.18,3160,844,0.07,-1.2520201783929001,113571,0.13028560066595674,51784
43.85,3170,847,0.07,-1.2740628090424813,113877,0.14150826446712017,51936
40.91,3180,849,0.07,-1.2140495602423393,114172,0.11437228182330728,52080
40.27,3190,853,0.07,-1.2110636323518085,114680,0.18660303484648466,52336
39.38,3200,855,0.07,-1.166541381899276,114977,0.15404062438756227,52488
37.01,3210,857,0.07,-1.095412213022886,115187,0.12337961047887802,52592
32.84,3220,859,0.07,-1.0081918287607756,115457,0.10610766289755702,52728
32.39,3230,862,0.07,-0.9977001556241905,115788,0.13339494285173714,52888
30.21,3240,863,0.07,-0.9352980164360606,115950,0.1497837663628161,52968
28.63,3250,865,0.07,-0.9157093499774368,116219,0.14980356208980083,53104
27.93,3260,867,0.07,-0.9138830255371527,116464,0.10002046101726592,53224
28.2,3270,870,0.07,-0.9006397405599826,116797,0.12691297009587288,53392
28.22,3280,872,0.07,-0.8935158204985466,117094,0.12387641612440348,53544
25.81,3290,874,0.07,-0.84268224750905,117361,0.13555476488545537,53680
25.36,3300,876,0.07,-0.8466104285824495,117613,0.13193226419389248,53800
26.78,3310,879,0.07,-0.8872603312347279,117965,0.1256381208077073,53976
25.37,3320,880,0.07,-0.8299520229049746,118094,0.10681364592164755,54040
24.84,3330,882,0.07,-0.8328710116269705,118372,0.18336105439811945,54184
26.11,3340,884,0.07,-0.8861588210872356,118661,0.1755834724754095,54328
25.47,3350,886,0.07,-0.8483222675205,118866,0.14845015632454306,54432
24.76,3360,887,0.07,-0.8273805113704833,119040,0.1276382333599031,54512
23.99,3370,889,0.07,-0.8006317280174468,119296,0.14499521255493164,54640
23.58,3380,891,0.07,-0.7902260218624586,119552,0.15779290348291397,54768
23.34,3390,893,0.07,-0.7775617141797296,119795,0.12499825656414032,54896
23.82,3400,895,0.07,-0.7972799632548757,120095,0.09298552572727203,55040
23.59,3410,898,0.07,-0.774194025564579,120424,0.1478917459025979,55208
27.37,3420,902,0.07,-0.896445001403768,120931,0.1863115057349205,55464
26.5,3430,904,0.07,-0.8591227962342093,121122,0.15711188223212957,55560
25.53,3440,905,0.07,-0.821966005237998,121314,0.19416085164994001,55656
25.17,3450,906,0.07,-0.8191336088459715,121483,0.16014484222978354,55736
25.41,3460,908,0.07,-0.8172403140574221,121681,0.16632713843137026,55840
24.84,3470,910,0.07,-0.8059021515012057,121880,0.16020395001396537,55936
24.36,3480,911,0.07,-0.7969637011977037,122088,0.17968639871105552,56040
25.03,3490,914,0.07,-0.8380633220027803,122398,0.13014010712504387,56192
24.88,3500,916,0.07,-0.8267007002075013,122683,0.1681666448712349,56336
23.82,3510,918,0.07,-0.8117118600633196,122906,0.17819274216890335,56448
21.12,3520,920,0.07,-0.7111009444908318,123143,0.17860310710966587,56568
23.71,3530,923,0.07,-0.797879872541419,123593,0.1553980940952897,56792
24.76,3540,926,0.07,-0.8299707701432767,123890,0.11749990610405803,56944
25.15,3550,927,0.07,-0.8427691210722709,124098,0.1517174132168293,57048
25.28,3560,929,0.07,-0.8656208015607832,124309,0.14926747744902968,57152
25.67,3570,931,0.07,-0.891417505554429,124547,0.15200850926339626,57272
26.42,3580,933,0.07,-0.932194027443342,124830,0.14176004938781261,57408
25.7,3590,935,0.07,-0.8987138800943681,125068,0.12808558717370033,57528
25.76,3600,937,0.07,-0.9027499838167897,125359,0.12880804110318422,57672
25.2,3610,938,0.07,-0.8887595390334759,125526,0.1620251121930778,57760
25.09,3620,940,0.07,-0.8979302048030279,125752,0.1266188733279705,57872
