rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9900489999999998,10,41.8,0,428,-2.322426324359811,,
0.9591729999999999,20,86.8,2,1756,-5.328329051819118,,
0.9330632499999998,30,94.96666666666667,4,2879,-5.616378265489228,,
0.9079067500000002,40,98.025,5,3961,-6.125531913107549,,
0.8933290000000002,50,90.76,6,4588,-5.747694443794062,,
0.87912325,60,85.65,8,5199,-5.386241832210144,,
0.8669634999999999,70,80.74285714285715,8,5722,-5.104075092851545,,
0.8237649999999999,80,93.75,12,7580,-5.845718800039947,,
0.78589075,90,101.32222222222222,15,9209,-6.519655540560724,,
0.7604087499999999,100,102.05,19,10305,-6.43239889848072,152,0.037442891483806306
0.7298349999999998,110,110.92,28,11620,-7.141917074020165,808,0.06533669169402856
0.70716625,120,107.39,35,12595,-6.895671519296534,1296,0.12056149169802666
0.66052675,130,116.22,50,14601,-7.591483012034668,2296,0.1315881071059266
0.6405317500000003,140,114.0,57,15461,-7.292475002549944,2728,0.08538777407375164
0.608749,150,121.4,67,16828,-7.510575511478096,3408,0.0776046434766613
0.5855222500000002,160,125.28,74,17827,-7.649164363736268,3912,0.11486040649469942
0.5521817500000001,170,134.39,85,19261,-8.035370139639154,4624,0.0967871014145203
0.5329772499999998,180,124.07,90,20087,-7.394772582601188,5040,0.13339308882132173
0.5087740000000003,190,118.19,98,21128,-6.7527961295751835,5560,0.10693253623321652
0.488872,200,115.79,104,21984,-6.688420999270214,5984,0.0998129949439317
0.4684352500000003,210,111.43,111,22863,-6.196380719067529,6424,0.0423478166339919
0.45123025000000017,220,109.08,117,23603,-5.986418215969374,6800,0.10257525159977376
0.42835225,230,98.86,124,24587,-5.298717795708622,7288,0.07922894123475999
0.4156810000000001,240,95.71,128,25132,-5.1525357041702735,7560,0.05268026882549748
0.39856900000000006,250,89.4,133,25868,-4.9333479166139025,7928,0.0807413836591877
0.37092475000000014,260,91.3,142,27057,-5.184714739076368,8528,0.06266850396059453
0.35623074999999993,270,83.28,147,27689,-4.790408343574641,8840,0.09054507198743522
0.33963025,280,82.16,152,28403,-4.731835811797817,9200,0.13565321505302563
0.3260057500000002,290,77.61,157,28989,-4.473036914080519,9488,0.09017223276896402
0.3070105000000001,300,77.22,163,29806,-4.4112182799887965,9896,0.07432073267409578
0.28013350000000004,310,79.99,172,30962,-4.620197948046804,10480,0.18849973008036613
0.25988275000000005,320,81.3,178,31833,-4.73806851982083,10912,0.11072883813176304
0.24411925000000012,330,78.24,183,32511,-4.455959082504167,11248,0.053699624608270824
0.22835575000000008,340,79.57,189,33189,-4.460535931705845,11592,0.10081460466608405
0.20903499999999986,350,80.52,195,34020,-4.490283228952712,12008,0.07983229437377304
0.19389924999999986,360,75.14,200,34671,-4.115120919819039,12328,0.06250930135138333
0.17539225000000003,370,76.78,206,35467,-4.206596953077302,12728,0.1273623346351087
0.14174950000000008,380,84.11,218,36914,-4.619670261483495,13456,0.12832758016884327
0.11842975,390,88.28,225,37917,-4.892217121714393,13952,0.07815830199979246
0.09015775000000015,400,92.27,235,39133,-5.120256081913931,14560,0.11040138232056051
0.07,410,97.14,248,40776,-5.3183901657480215,15384,0.07201190828345716
0.07,420,106.85,262,42618,-5.738947426985797,16304,0.10060199873987585
0.07,430,117.44,276,44355,-6.264405130098923,17176,0.091270309407264
0.07,440,129.07,291,46196,-6.759163833691682,18096,0.1279245518380776
0.07,450,133.19,301,47439,-6.861692246700336,18712,0.08973593823611736
0.07,460,135.13,307,48284,-6.843691126753263,19136,0.09202189650386572
0.07,470,138.48,315,49415,-6.891126233032082,19704,0.1279996708035469
0.07,480,132.12,321,50226,-6.417957445840395,20112,0.10414131137076765
0.07,490,131.3,329,51147,-6.28049876367286,20568,0.09388654748909175
0.07,500,129.0,336,52133,-6.038145768924241,21064,0.0670725959353149
0.07,510,121.03,343,52979,-5.538707941468025,21488,0.13190574431791902
0.07,520,111.83,350,53901,-5.037099873975641,21944,0.10881593939848244
0.07,530,106.46,360,55101,-4.651982989517408,22544,0.0668287806911394
0.07,540,93.57,364,55653,-4.059260518953387,22824,0.1100745692383498
0.07,550,87.42,369,56281,-3.7919494019656215,23136,0.16495217476040125
0.07,560,87.88,376,57172,-3.8328006176818503,23584,0.08950644778087735
0.07,570,85.35,383,58050,-3.735291310742289,24024,0.09476471098605543
0.07,580,93.55,396,59681,-4.145301485581452,24840,0.11772225913591683
0.07,590,109.44,415,62191,-4.906773772006176,26088,0.11100628541316837
0.07,600,122.49,432,64482,-5.491058026997669,27240,0.06137370940996334
0.07,610,133.09,446,66388,-5.974743426826083,28192,0.10955149936489761
0.07,620,142.41,461,68242,-6.42769665411622,29120,0.08022094221087173
0.07,630,141.2,469,69321,-6.491582831560902,29656,0.05176547321025282
0.07,640,152.06,481,70959,-6.952289049891979,30472,0.05966597970109433
0.07,650,157.31,490,72112,-7.1400933904721615,31048,0.09897062595700845
0.07,660,156.45,497,72917,-7.094427066069617,31456,0.08020016719819978
0.07,670,158.45,505,73995,-7.215457760662149,31992,0.11025708663510159
0.07,680,152.22,513,75003,-6.909600322935754,32496,0.12997639272361994
0.07,690,135.32,520,75823,-6.095498660669511,32904,0.07169573858845979
0.07,700,122.97,528,76879,-5.537412174440932,33432,0.08099267556099221
0.07,710,116.67,537,78155,-5.29007950490377,34072,0.09692015120526776
0.07,720,108.03,544,79145,-4.871058581204151,34568,0.08848014619434252
0.07,730,112.25,555,80646,-5.001183470560387,35320,0.08214464993216097
0.07,740,111.08,566,82167,-5.026988616676116,36080,0.0809761822456494
0.07,750,118.87,581,84099,-5.3923284694948554,37048,0.0865438625914976
0.07,760,131.52,597,86169,-5.866289332311972,38080,0.07349234237335622
0.07,770,141.92,613,88287,-6.0673071811052175,39136,0.07977876689983532
0.07,780,153.4,630,90443,-6.360035710482048,40216,0.08663647912908345
0.07,790,171.04,650,93027,-6.906149964780262,41512,0.05068249153555371
0.07,800,184.78,669,95457,-7.255674931192142,42728,0.05834660382242873
0.07,810,193.43,685,97598,-7.478326238137673,43792,0.11006391036789864
0.07,820,207.72,704,100017,-8.023332000103947,45008,0.08766106574330479
0.07,830,212.63,718,102009,-8.134677634179438,46000,0.12083667970728129
0.07,840,221.94,736,104461,-8.406519345612653,47224,0.08863679360365495
0.07,850,226.8,753,106879,-8.615942828023753,48432,0.08734323119278997
0.07,860,223.56,767,108625,-8.497857222391383,49312,0.08107416710117832
0.07,870,223.39,784,110726,-8.71148283130078,50360,0.07948607846628875
0.07,880,225.04,802,113047,-8.866514951854201,51520,0.06085594423348084
0.07,890,220.14,818,115141,-8.870510092830514,52568,0.07261406810721382
0.07,900,210.34,828,116591,-8.68600342010716,53288,0.10502397350501269
0.07,910,203.66,839,118064,-8.496264678804316,54024,0.09105957910651341
0.07,920,193.02,849,119419,-8.117243685270012,54704,0.09061681196908467
0.07,930,190.78,862,121187,-8.078034175051494,55592,0.06755735957995057
0.07,940,182.56,875,122817,-7.798359063018194,56408,0.07569104345748201
0.07,950,174.45,888,124424,-7.417451279702073,57208,0.06807955249678344
0.07,960,172.06,900,125931,-7.291487591072131,57960,0.10551967727951705
0.07,970,171.07,915,127933,-7.267087695860498,58960,0.04016133554978296
0.07,980,170.17,932,130164,-7.305038112235097,60080,0.023825406475225464
0.07,990,173.76,950,132617,-7.511534147438028,61304,0.07915426479303278
0.07,1000,182.14,966,134905,-7.977628813712961,62448,0.04031509338528849
0.07,1010,186.59,980,136823,-8.159173480101968,63408,0.011586903448915109
0.07,1020,185.68,989,138087,-8.059971259972885,64040,0.022603999997954816
0.07,1030,180.35,999,139322,-7.799769889690894,64656,0.03243231150554493
0.07,1040,180.84,1012,141001,-7.8584364432241385,65496,0.0414446602226235
0.07,1050,186.97,1029,143221,-8.156013186298834,66608,0.024032038723817095
0.07,1060,189.79,1042,145010,-8.405008990509394,67504,0.0027849405450979248
