rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
9.790967545815974,10,1,153.2,0.9641485000000001,1542,,
10.734543090557745,20,3,173.0,0.9190900000000002,3480,,
8.595703333195162,30,4,140.1,0.9015827500000001,4233,,
7.8849281565760325,40,6,131.3,0.8769609999999999,5292,,
7.6017033136723065,50,7,126.56,0.8517115000000002,6378,,
7.350668298637263,60,9,121.18333333333334,0.82955425,7331,,
7.3039074167524625,70,10,120.6,0.8020959999999998,8512,,
7.834936232911734,80,14,126.275,0.7632684999999999,10182,88,0.049656192102702335
7.959218903416845,90,21,128.45555555555555,0.7291142500000003,11651,824,0.13246337243253947
7.724090503771379,100,26,126.37,0.7038647500000002,12737,1368,0.05705517266324023
7.0053815677769045,110,29,117.07,0.6896357499999998,13349,1672,0.057085714310233016
6.174871036282037,120,33,104.29,0.6742907499999999,14009,2000,0.05742980367358541
6.045792582406259,130,36,103.74,0.65806225,14707,2352,0.0670878007877036
5.839963502131797,140,40,100.83,0.6402062500000001,15475,2736,0.0580288488563383
5.51019847179555,150,44,96.85,0.6242102500000002,16163,3080,0.09628964458534028
5.177351542235772,160,47,93.99,0.6087025000000004,16830,3408,0.07982654430088587
4.786780359685362,170,50,88.66,0.5936365000000002,17478,3736,0.10859282274032012
4.073159678343808,180,55,81.58,0.5712699999999997,18440,4216,0.11791762808570638
3.4940487372082796,190,59,74.23,0.5542045,19174,4584,0.05197207210585475
3.198093500947978,200,62,68.91,0.5413239999999998,19728,4856,0.07174184889299795
3.170710489318841,210,65,67.68,0.5299547500000001,20217,5104,0.07286777161061764
3.0879735769546266,220,67,66.25,0.5179344999999999,20734,5360,0.13133132853545249
3.304490359375145,230,73,70.23,0.4924525000000002,21830,5912,0.08708755089901388
3.2833488540302813,240,77,69.93,0.4752939999999999,22568,6280,0.0882217624457553
3.3044099332685737,250,81,70.7,0.45750775,23333,6664,0.08721816929755732
3.3718286793831713,260,85,71.74,0.43958200000000025,24104,7048,0.08692497666925192
3.326156834708225,270,88,70.8,0.42670150000000007,24658,7328,0.08237821876537055
3.243728509726349,280,92,68.61,0.40942674999999984,25401,7696,0.14275164320133626
3.313417459644282,290,97,69.53,0.3902222500000001,26227,8112,0.07269349950365722
3.4428616555277425,300,101,72.02,0.3715525000000002,27030,8512,0.13876693043857813
3.4581094266139574,310,104,72.34,0.3594392500000003,27551,8768,0.09676961821969599
3.4975153652449906,320,107,73.52,0.34467550000000013,28186,9088,0.18162879161536694
3.3016608232358067,330,111,69.46,0.3286330000000003,28876,9432,0.07356244861148298
3.4774568037967195,340,118,73.52,0.30203500000000005,30020,10008,0.10194066422991455
3.6236745741818455,350,123,76.33,0.2777155000000002,31066,10528,0.16337165515869856
3.7763310408170305,360,130,80.14,0.2509315000000003,32218,11104,0.0999607554404065
3.9003841066614005,370,135,83.39,0.23049475000000008,33097,11544,0.12972874054685235
3.829568074996534,380,139,82.85,0.21447549999999993,33786,11888,0.1592783418018371
3.9669096153653123,390,145,86.63,0.18648250000000033,34990,12488,0.22562193870544434
4.102283576770067,400,152,91.33,0.1568852500000001,36263,13128,0.11582841468043625
4.352195799659628,410,159,98.95,0.12705550000000032,37546,13768,0.12887451332062483
4.505580941951561,420,166,104.53,0.09931825000000027,38739,14368,0.18831980670802295
4.751573187598376,430,174,113.1,0.07,40286,15136,0.18152760446537286
4.5189837307500405,440,177,108.83,0.07,41003,15496,0.2088341685011983
4.31585814239213,450,182,106.0,0.07,41766,15880,0.08174562454223633
4.224311506104791,460,187,105.28,0.07,42846,16416,0.17029534094035625
4.141856176941112,470,192,104.68,0.07,43665,16832,0.1932324741501361
4.168652462454196,480,196,106.29,0.07,44515,17256,0.2178240679204464
4.2039813959233,490,204,109.33,0.07,46023,18008,0.16485510196071118
4.126203765995546,500,210,108.74,0.07,47237,18616,0.16095024498645216
3.945650973963968,510,214,104.14,0.07,48060,19024,0.16242685727775097
3.694399845082595,520,217,97.3,0.07,48569,19280,0.1490699436981231
3.3753796678509054,530,221,88.87,0.07,49273,19632,0.20874802116304636
3.313339772907339,540,224,87.95,0.07,49898,19944,0.250042119063437
3.196624108675908,550,227,84.85,0.07,50351,20168,0.176504856091924
3.0388273610376344,560,230,81.41,0.07,51087,20536,0.2613893458619714
2.9963895675288006,570,235,81.9,0.07,51955,20976,0.2201628868933767
3.090555325737137,580,243,88.82,0.07,53497,21744,0.1374556056689471
3.447041582987215,590,257,99.47,0.07,56070,23032,0.20782780239824206
3.9643003250422635,600,270,111.86,0.07,58523,24256,0.1974038149928674
4.561245744300975,610,283,128.1,0.07,60970,25480,0.1553463073214516
4.764787011592017,620,289,135.88,0.07,62257,26128,0.06870669103227556
4.667846944060342,630,292,133.06,0.07,62679,26336,0.11151504149893299
4.624686793868137,640,294,132.09,0.07,63207,26600,0.10952067759353667
4.681611325281887,650,297,133.46,0.07,63797,26896,0.19597236870322376
4.730326042301123,660,301,133.72,0.07,64559,27272,0.06655651214532554
4.812877166126414,670,306,134.34,0.07,65489,27744,0.13980932568665594
4.648197987161193,680,310,125.37,0.07,66134,28064,0.13976975902915
3.9834479450921716,690,313,106.37,0.07,66807,28400,0.08319221972487867
3.208638454891454,700,316,86.49,0.07,67272,28632,0.0990963380318135
2.549700919217942,710,319,68.57,0.07,67927,28960,0.15691257128491998
2.4264056580778446,720,323,62.87,0.07,68644,29320,0.09804268903099
2.467583409362893,730,326,63.69,0.07,69148,29568,0.18544742569793016
2.418670504613567,740,328,61.82,0.07,69489,29744,0.14010422525461763
2.328451337600791,750,329,59.31,0.07,69828,29912,0.2580601549707353
2.212701194522873,760,332,56.33,0.07,70292,30144,0.15479204687289894
2.023559761405383,770,334,50.86,0.07,70675,30336,0.1995981086511165
1.9225140222090973,780,336,48.14,0.07,71048,30520,0.12768000224605203
1.8750803836872008,790,339,46.21,0.07,71528,30760,0.17150126351043582
1.8552787513292552,800,341,46.32,0.07,72004,31000,0.09935203101485968
1.780551801444334,810,344,44.48,0.07,72475,31232,0.1260242803255096
1.687325021035769,820,346,42.23,0.07,72967,31480,0.0998320581857115
1.6903040580074624,830,349,42.4,0.07,73488,31736,0.18693854368757457
1.8366632569144172,840,353,46.7,0.07,74259,32128,0.21382306469604373
1.8968543290626567,850,356,48.82,0.07,74810,32400,0.17053351341746747
1.9568659306480338,860,359,50.56,0.07,75448,32720,0.2551968079060316
2.0938243045367586,870,364,54.81,0.07,76256,33120,0.23154779116157442
2.2852126175379373,880,369,60.31,0.07,77179,33584,0.17212680377997458
2.3486851010656533,890,372,62.51,0.07,77879,33936,0.23031552019529045
2.5601840247971137,900,378,68.72,0.07,78976,34480,0.08559606247581542
2.789743839086528,910,383,74.71,0.07,80046,35016,0.1767212434206158
