rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
68.8,6.879999999999991,10,0,698,0.9837715,,
81.25,8.125000000000005,20,1,1645,0.9617537499999999,,
69.0,6.900000000000002,30,2,2100,0.9511750000000002,,
68.15,6.815000000000007,40,3,2766,0.9356905,,
66.56,6.656000000000006,50,4,3378,0.9214615000000002,,
66.88333333333334,6.688333333333337,60,5,4073,0.9053027500000002,,
69.0,6.900000000000006,70,7,4900,0.8860750000000002,,
77.05,7.705000000000008,80,9,6244,0.8548269999999999,,
74.46666666666667,7.446666666666674,90,10,6792,0.8420860000000001,,
77.91,7.791000000000009,100,12,7891,0.8165342499999999,,
80.35,8.03500000000001,110,14,8833,0.79463275,,
82.01,8.20100000000001,120,16,9946,0.7687554999999998,,
88.36,8.836000000000011,130,24,11036,0.743413,0.086449508293299,512
95.61,9.561000000000014,140,34,12427,0.7110722499999997,0.11709975289704744,1208
103.99,10.399000000000019,150,45,13877,0.6773597499999999,0.11015095417678822,1936
106.78,10.678000000000015,160,51,14851,0.6547142500000003,0.10134183841364575,2424
112.12,11.212000000000021,170,61,16212,0.6230709999999999,0.11830870690755546,3104
118.13,11.813000000000022,180,75,18157,0.57784975,0.053847598130232655,4072
126.26,12.626000000000026,190,85,19518,0.5462065000000003,0.1423774699360365,4752
131.04,13.104000000000028,200,97,21095,0.5095412500000001,0.1126630391299841,5544
130.14,13.014000000000028,210,103,21947,0.48973225,0.1354801569978008,5968
134.5,13.45000000000003,220,115,23496,0.45371799999999995,0.10487496465793811,6744
136.89,13.68900000000003,230,125,24825,0.4228187499999999,0.08375836355844513,7408
136.61,13.661000000000028,240,136,26188,0.39112899999999984,0.09715570804837625,8088
134.4,13.440000000000028,250,145,27417,0.36255475000000004,0.07442353466467466,8704
142.71,14.271000000000031,260,159,29222,0.3205885000000003,0.07672333675145637,9608
139.53,13.953000000000031,270,167,30265,0.29633875000000043,0.08953825012576999,10128
131.35,13.135000000000025,280,176,31392,0.27013600000000015,0.1415502034506062,10688
124.34,12.434000000000024,290,181,32052,0.25479099999999977,0.078823068892234,11024
115.38,11.538000000000016,300,186,32733,0.2389577500000003,0.11738161227549426,11360
117.37,11.737000000000013,310,195,33784,0.21452200000000032,0.09191612523136428,11888
113.44,11.344000000000012,320,204,34940,0.18764500000000028,0.0811963183368789,12464
115.76,11.576000000000011,330,217,36501,0.15135175,0.10966170109168161,13248
117.07,11.707000000000011,340,229,37995,0.11661625000000009,0.09704831927228952,13992
113.8,11.380000000000006,350,236,38897,0.09564475000000006,0.0698644646035973,14448
103.72,10.372000000000005,360,243,39694,0.07711449999999997,0.0979407734121196,14840
