rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
0.9302499999999999,13,-21.032773414812404,3000,299.0,10,,
0.8611045000000003,27,-20.20037186387353,5974,297.7,20,,
0.79179625,41,-20.663937051868142,8955,297.5,30,,
0.72204625,59,-20.09961580067082,11955,297.875,40,976,0.009387755163515976
0.6522962499999999,80,-19.67236294859795,14955,298.1,50,2472,0.00046491729517583735
0.5825462500000004,100,-20.003968750222935,17955,298.25,60,3976,0.0006136388037703
0.5127962500000003,122,-20.27781739473002,20955,298.35714285714283,70,5472,0.0009948024526238441
0.44583624999999993,142,-19.920838119597377,23835,296.9375,80,6912,0.001769657879776787
0.3760862500000004,164,-19.71997868949533,26835,297.1666666666667,90,8416,0.0015188133911578916
0.30633624999999987,186,-19.83168114567275,29835,297.35,100,9912,0.0014442797473748215
0.23658625000000033,209,-19.669939795857154,32835,297.35,110,11416,0.0011742150818463415
0.16764999999999985,232,-19.669515629114855,35800,297.26,120,12896,0.0013645096842083149
0.09790000000000032,256,-19.80175861013772,38800,297.45,130,14392,0.0019713615183718503
0.07,279,-19.992487895987733,41800,297.45,140,15896,0.0016854376226547174
0.07,305,-20.19781246197738,44800,297.45,150,17392,0.0012293554573261645
0.07,330,-19.667684606126034,47800,297.45,160,18896,0.0010674084187485278
0.07,357,-19.313013609395053,50800,297.45,170,20392,0.0011956019516219385
0.07,382,-19.488869390799177,53800,298.65,180,21896,0.001542558464279864
0.07,406,-19.86211323528316,56800,298.65,190,23392,0.0009027491396409459
0.07,429,-19.349165831626483,59675,297.4,200,24832,0.002774970678729005
0.07,451,-19.30670506270657,62467,295.32,210,26232,0.014809106331085786
0.07,475,-19.375038192152264,65467,295.67,220,27728,0.0041661769355414435
0.07,498,-19.0332408453158,68467,295.67,230,29232,0.0019135892289341427
0.07,522,-18.684890172996713,71399,294.99,240,30696,0.0012324983472353779
0.07,545,-18.529496765793166,74399,294.99,250,32192,0.0019988379171991255
0.07,569,-18.980140018679684,77399,294.99,260,33696,0.0011846375964523759
0.07,593,-19.100008822415763,80399,294.99,270,35192,0.012026388496451546
0.07,617,-19.083367893141034,83399,294.99,280,36696,0.0018387076197541319
0.07,640,-19.066319312959855,86399,294.99,290,38192,0.0023697252909187227
0.07,663,-19.52548845502745,89216,294.41,300,39600,0.0027374234014132526
0.07,687,-20.021994514005527,92216,296.49,310,41104,0.0021601329135592096
0.07,711,-19.96239705116027,95216,296.49,320,42600,0.003620185347244842
0.07,736,-20.03372578610139,98216,296.49,330,44104,0.0026167350515606813
0.07,760,-20.419691030700655,101216,297.17,340,45600,0.0023414605238940567
0.07,784,-20.25024947376562,104200,297.01,350,47096,0.0008773466834099963
0.07,809,-20.17385842895058,107200,297.01,360,48592,0.007768129918986233
0.07,833,-20.450315955963337,110200,297.01,370,50096,0.0041000406054081395
0.07,856,-20.497249665357568,113200,297.01,380,51592,0.010899872322625015
0.07,880,-20.288933538604496,116200,297.01,390,53096,0.0023842515074647963
0.07,904,-20.35996499062165,119200,298.84,400,54592,0.0016368522447010037
0.07,928,-20.032209255613935,122200,298.84,410,56096,0.0007945035758893937
0.07,952,-20.173733987104747,125200,298.84,420,57592,0.0011064689970226027
0.07,975,-19.976756883020713,128200,298.84,430,59096,0.006719357552356087
0.07,999,-20.015339175463133,131200,298.84,440,60592,0.006042660173989134
0.07,1023,-20.38333390905467,134200,299.0,450,62096,0.00979903943152749
0.07,1047,-20.154275474983265,137200,299.0,460,63592,0.003154405392706394
0.07,1071,-20.062601451668183,140200,299.0,470,65096,0.0009931395106832497
0.07,1094,-19.960722952594466,143200,299.0,480,66592,0.0018722529202932492
0.07,1118,-19.69637220593925,146117,298.17,490,68056,0.007157713502238039
0.07,1141,-19.471945790716685,149117,298.17,500,69552,0.0011799010608228855
0.07,1166,-19.56854971899531,152117,298.17,510,71056,0.0008055230646277778
0.07,1190,-19.41855006216081,155117,298.17,520,72552,0.0027281666407361627
0.07,1213,-19.204811384247503,158023,297.23,530,74008,0.009712410923384596
0.07,1238,-19.283773788526716,161023,297.23,540,75504,0.003901739706634544
0.07,1262,-19.0663290941897,164023,297.23,550,77008,0.0034080326586263254
0.07,1286,-19.134998364915088,167023,297.23,560,78504,0.018317937072424684
0.07,1309,-18.648516301417732,169887,295.87,570,79936,0.0010969860741170123
0.07,1332,-18.520922155729195,172887,295.87,580,81440,0.008237238245783374
0.07,1356,-18.46811335227431,175887,296.7,590,82936,0.0018855216476367787
0.07,1380,-18.751625683775693,178887,296.7,600,84440,0.002367977751418948
0.07,1404,-18.862490056254973,181887,296.7,610,85936,0.0020787559005839285
0.07,1427,-18.980442930064992,184887,296.7,620,87440,0.0014853422617306933
0.07,1451,-19.31314352831605,187887,297.64,630,88936,0.003820701065706089
0.07,1475,-19.170782216286263,190887,297.64,640,90440,0.0016607714642304927
0.07,1498,-19.132051904966946,193801,296.78,650,91896,0.004732519322715234
0.07,1522,-19.167041567906995,196801,296.78,660,93400,0.013518241816200316
0.07,1545,-19.520544442904733,199770,297.83,670,94880,0.002883212859160267
