time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
1,128.6,10,1296,0.9698679999999998,-7.478274496316294,,
3,125.65,20,2533,0.9411077499999998,-7.465837308027024,,
4,109.53333333333333,30,3316,0.9229029999999998,-6.699852096225215,,
8,139.2,40,5608,0.8696140000000002,-9.498708641633414,,
9,127.48,50,6424,0.8506419999999999,-8.762405818675957,,
11,123.53333333333333,60,7472,0.8262760000000002,-8.697570508036167,,
13,123.12857142857143,70,8689,0.7979807500000002,-8.647878859411973,,
16,123.925,80,9994,0.7676395000000003,-8.8769708740755,,
27,128.61111111111111,90,11665,0.7287887500000002,-9.267123397876377,832,0.018929154100987944
38,128.73,100,12973,0.6983777500000002,-9.131969902288688,1480,0.028153056191513315
48,130.23,110,14419,0.66475825,-9.246400889149069,2208,0.048588052770355716
55,128.08,120,15441,0.6409967500000002,-9.109577687981519,2720,0.06725729470781516
65,133.17,130,16733,0.6109577500000001,-9.53928374777327,3360,0.04865638572664466
78,127.45,140,18453,0.5709677499999999,-8.816764165857805,4224,0.0391934176441282
82,125.92,150,19116,0.5555530000000001,-8.59958786011022,4552,0.05942544290155638
88,122.24,160,19796,0.5397430000000003,-8.094341771608013,4896,0.030337115575093776
97,122.3,170,21019,0.5113082500000004,-7.835401863718168,5504,0.0704089414793998
104,117.91,180,21885,0.4911737500000001,-7.201018777358282,5936,0.031213948997901753
111,110.52,190,22817,0.46950475000000014,-6.376955737844352,6408,0.10910642583621666
114,102.26,200,23299,0.45829825,-5.803359550503331,6648,0.07120838988339528
120,95.7,210,24089,0.4399307499999999,-5.301387192878994,7040,0.07917018159059808
126,92.15,220,24756,0.4244230000000001,-5.038777064739765,7376,0.12154306445154361
131,86.2,230,25453,0.40821775000000027,-4.414196844395391,7720,0.09876823626109399
136,75.24,240,26077,0.3937097500000002,-3.6274236152265082,8032,0.1373256096849218
142,76.09,250,26825,0.3763187499999998,-3.5770186925372296,8408,0.1269824552582577
145,73.34,260,27230,0.3669025,-3.4464739656856977,8608,0.11686053453013301
149,66.52,270,27771,0.35432425000000034,-3.1383009062744374,8880,0.1296876585111022
155,65.54,280,28539,0.33646825,-3.087630938456215,9264,0.1266691448399797
160,62.01,290,29118,0.3230065000000001,-2.920626701213511,9552,0.09889893233776093
164,62.71,300,29670,0.3101725000000002,-2.9491207135515713,9832,0.09913021425018087
168,59.93,310,30182,0.29826850000000016,-2.8106314824289687,10088,0.08190840849420056
172,57.89,320,30645,0.2875037500000004,-2.6786683904536828,10320,0.07234650838654488
176,56.53,330,31206,0.2744605000000001,-2.5684734565585057,10600,0.12024405418196693
181,56.05,340,31782,0.26106850000000015,-2.5120068795292405,10888,0.0724401647457853
186,55.09,350,32434,0.2459095,-2.4828242637500835,11216,0.08221212902572006
191,57.48,360,33078,0.23093649999999988,-2.5714932380905378,11536,0.08304891968145967
197,59.19,370,33790,0.21438250000000048,-2.6155871769205863,11888,0.09240135544678196
200,55.37,380,34176,0.20540799999999992,-2.4005905958624556,12080,0.13595987611915916
205,54.79,390,34697,0.19329475000000007,-2.402104916214548,12344,0.05370646103983745
210,56.62,400,35432,0.17620600000000008,-2.4624080513399687,12712,0.10822154534980655
214,56.08,410,35890,0.16555750000000002,-2.418310770896682,12944,0.07291016972158104
218,56.11,420,36356,0.15472299999999983,-2.4331581475052277,13176,0.08755962370196357
221,54.89,430,36795,0.14451625000000012,-2.4148536233540954,13392,0.12755696009844542
225,53.24,440,37206,0.13496049999999993,-2.337010036170506,13600,0.07314275577664375
228,50.22,450,37556,0.1268229999999998,-2.206918153218976,13776,0.09247109200805426
233,49.92,460,38170,0.11254750000000024,-2.1694642309632775,14080,0.06267606443725526
237,48.06,470,38696,0.10031800000000024,-2.0740129092572746,14344,0.12748991511762142
241,49.17,480,39193,0.08876275000000033,-2.1483002265285607,14592,0.10909504699520767
245,47.84,490,39581,0.07974175000000017,-2.0619523371084028,14784,0.10810356249567121
