rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,train/loss,train/n_updates
-4.495508762921199,878,10,0.9795865,0,86.8,,
-5.421046202937542,2074,20,0.9517795,2,102.7,,
-5.090474597940875,2832,30,0.9341560000000002,2,93.4,,
-5.096158943658656,3786,40,0.9119755,4,93.65,,
-5.562759426973505,4931,50,0.8853542500000001,5,97.62,,
-6.352321218077843,6549,60,0.8477357499999999,7,108.15,,
-6.018103363971586,7210,70,0.8323674999999999,8,102.0,,
-5.828564292206761,7968,80,0.8147440000000001,9,98.6,,
-5.8041973051396765,8842,90,0.7944235000000002,10,97.24444444444444,,
-5.77437945269379,9783,100,0.7725452499999999,12,96.83,,
-5.666428814655904,10419,110,0.75775825,14,94.41,0.1380542464539758,208
-5.728238100261435,11769,120,0.7263707499999998,21,95.95,0.08253529997455189,880
-5.711172717948321,12587,130,0.7073522500000002,25,96.55,0.06421811872860417,1288
-5.427642176000014,13098,140,0.6954714999999998,27,92.12,0.04629849373304751,1544
-4.89608833326133,13588,150,0.6840790000000001,30,85.57,0.05553062664694153,1792
-4.328028625128266,14598,160,0.6605965,35,79.49,0.08270302979508415,2296
-4.481323733890622,15844,170,0.6316270000000003,41,85.34,0.03880272852256894,2920
-4.6741333931512195,17269,180,0.5984957500000001,48,92.01,0.0750756313209422,3632
-4.967096066977628,19158,190,0.5545764999999998,58,102.16,0.10121579904807732,4576
-5.147621280676443,20818,200,0.5159815,67,109.35,0.12701866507995874,5408
-5.842348421353542,23139,210,0.4620182500000002,79,126.2,0.08241469180211425,6568
-5.778578739985593,24606,220,0.4279105000000002,87,127.37,0.057616536505520344,7296
-5.983410248706945,26078,230,0.39368650000000005,95,133.91,0.05751658702502027,8032
-6.477554322876948,27794,240,0.35378949999999987,104,145.96,0.040180637734010816,8896
-7.201008731814499,29923,250,0.3042902499999999,115,162.35,0.057178808841854334,9960
-7.8359013910777655,32491,260,0.24458425000000006,129,177.93,0.07361280196346343,11240
-8.276751460877822,34877,270,0.18910975000000008,142,189.33,0.08068146812729537,12432
-8.713934294159566,37522,280,0.12761349999999994,156,201.53,0.07152802287600935,13760
-9.059707839533846,40522,290,0.07,172,212.64,0.06342704116832465,15256
-9.459243285135654,43367,300,0.07,186,224.49,0.04616564395837486,16680
-9.470589721481913,46070,310,0.07,200,228.31,0.013028360204771161,18032
-9.92738392316996,48926,320,0.07,215,242.2,0.03896216372959316,19456
-10.312643641318282,51545,330,0.07,229,253.67,0.030300299724331126,20768
-10.638217302903172,54387,340,0.07,244,264.93,0.04684924861066975,22192
-10.619468415731491,56896,350,0.07,257,268.73,0.012139744940213859,23440
-10.64567934484937,59755,360,0.07,272,271.64,0.020672737795393914,24872
-10.613958034146396,62308,370,0.07,285,273.31,0.0552531280554831,26152
-10.445842576149127,64677,380,0.07,297,270.55,0.038331592120812275,27336
-10.198338691977245,67285,390,0.07,311,266.63,0.020904381963191554,28640
-9.787228779689718,69220,400,0.07,321,257.53,0.0405711664352566,29608
-9.359908250815078,70986,410,0.07,331,248.16,0.04778240222367458,30488
-8.797242893553758,72502,420,0.07,338,234.76,0.05779851914849132,31248
-8.20235992671923,73643,430,0.07,344,219.98,0.012545266275992617,31816
-7.953963639283902,75830,440,0.07,356,213.43,0.02203267451841384,32912
-7.5819691186582245,77391,450,0.07,364,203.95,0.031139054408413358,33688
-6.883399046177566,78616,460,0.07,371,187.61,0.07744326503598131,34304
-6.5667640809568715,80488,470,0.07,380,180.8,0.040442384022753686,35240
-6.379541002028345,82564,480,0.07,391,177.87,0.0399543857347453,36280
-6.485732996179267,85361,490,0.07,406,179.76,0.06950378889450803,37680
-6.729439992407408,87932,500,0.07,419,186.12,0.031010172475362197,38960
-7.128936519544458,90656,510,0.07,433,195.7,0.05151130474405363,40320
-7.439852721424035,92927,520,0.07,445,203.25,0.021763801676570438,41456
-7.961485527276525,95447,530,0.07,458,217.04,0.012002101153484546,42720
-7.734753983575241,97045,540,0.07,467,211.15,0.030931999819586053,43520
-7.983393252515267,99281,550,0.07,478,217.9,0.031477105570957065,44640
-8.539731947935884,102009,560,0.07,492,232.93,0.05170221206208225,46000
-8.66797612903294,104231,570,0.07,504,236.43,0.0327112444647355,47112
-8.700986552101062,106444,580,0.07,516,237.8,0.05247658339794725,48216
-8.384361006489963,108594,590,0.07,527,231.33,0.09388983042299515,49296
-7.961940282363158,110204,600,0.07,535,221.72,0.0531405440706294,50096
-7.662537697340772,112419,610,0.07,547,216.63,0.06338880702242022,51208
-7.697745562221452,115169,620,0.07,561,221.42,0.011042327278119046,52584
-7.21627613765004,116628,630,0.07,569,210.81,0.021620563486067113,53312
-7.0905668497951275,118104,640,0.07,576,209.59,0.06384308641281677,54048
-6.652698274157327,119252,650,0.07,582,198.71,0.021969234981952468,54624
-6.115746251608082,120668,660,0.07,590,185.59,0.011261949985055253,55328
-5.6731104200701,121725,670,0.07,595,173.94,0.05304645401338348,55856
-5.660113252806384,123900,680,0.07,607,173.56,0.03262034969520755,56944
-5.877591733719644,126593,690,0.07,620,178.99,0.011307904056593543,58296
-6.261337290175052,129186,700,0.07,634,188.82,0.04357180933220661,59592
-6.444616848154877,131854,710,0.07,648,193.35,0.04362550168661983,60920
