rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9850734999999998,10,63.2,0,642,2.9678103282286137,,
0.9546392500000002,20,96.55,2,1951,4.785192227698856,,
0.9335282500000003,30,94.3,3,2859,4.737607330495438,,
0.9248560000000002,40,79.8,4,3232,3.9091230319357786,,
0.9080927499999999,50,78.06,5,3953,3.6931162053392192,,
0.8850520000000002,60,81.4,6,4944,3.846165567424429,,
0.8654987500000001,70,81.64285714285714,8,5785,3.836661329584859,,
0.8459919999999999,80,81.8,9,6624,3.836730642212791,,
0.829624,90,80.42222222222222,10,7328,3.7557730612445805,,
0.8136047499999999,100,79.17,11,8017,3.677117455583832,,
0.78361225,110,85.65,14,9307,4.025331501086609,,
0.7615712500000003,120,82.04,17,10255,3.7745813293295076,120,0.06370834819972515
0.7276727500000002,130,87.54,27,11713,4.068668074348551,856,0.08659216641899548
0.6754067500000001,140,106.29,43,13961,5.0625502102434945,1976,0.0394575579703087
0.6404387500000002,150,114.12,53,15465,5.480501491741893,2728,0.09909505856921896
0.6104695,160,117.1,62,16754,5.589176197059869,3376,0.11052944514085539
0.5959150000000002,170,114.95,67,17380,5.45666640462392,3688,0.14146622314001434
0.5733625000000001,180,116.26,74,18350,5.482263982951307,4168,0.10231307677167933
0.5617607499999999,190,114.21,78,18849,5.368748661620588,4424,0.09381027972267475
0.5406962499999998,200,116.38,84,19755,5.492665529057508,4872,0.07279721117811278
0.52270075,210,111.22,90,20529,5.146954085905158,5264,0.12492342171026394
0.5003807499999999,220,111.34,97,21489,5.1224479133171625,5744,0.10664880939293653
0.46590100000000023,230,111.59,108,22972,4.9840159327517,6480,0.12063122561085038
0.4482774999999999,240,96.69,114,23730,4.16223075460322,6864,0.11199591858894564
0.4198660000000002,250,93.87,123,24952,4.0201056912132085,7472,0.10043982660863549
0.3806664999999999,260,97.84,136,26638,4.139379210130191,8312,0.1397905865451321
0.36334525000000006,270,99.03,141,27383,4.226033357316744,8688,0.15270664903800935
