rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9915137500000002,10,35.5,0,365,1.3952371862789472,,
0.9783077499999999,20,45.65,1,933,2.0607413476755347,,
0.94980325,30,70.96666666666667,2,2159,3.4088481876041756,,
0.93087775,40,73.325,3,2973,3.4979400110307424,,
0.9108130000000001,50,75.72,5,3836,3.7345041837138115,,
0.8842847499999998,60,81.95,6,4977,4.165349586021934,,
0.8486425000000002,70,92.0,9,6510,4.745454035750763,,
0.8193010000000001,80,96.15,11,7772,4.940588552567434,,
0.7838680000000002,90,102.28888888888889,14,9296,5.464443034461931,,
0.7682904999999999,100,98.66,15,9966,5.340309491165569,,
0.7432735000000001,110,105.77,22,11042,5.726368797827538,520,0.06667153187299846
0.7161407499999999,120,111.76,30,12209,6.058940236949112,1104,0.08630534126132261
0.6722215000000002,130,118.39,43,14098,6.515537576059483,2048,0.10677492791728582
0.6380905000000002,140,124.93,53,15566,6.7870926197152075,2776,0.05873713086475618
0.6148405000000002,150,126.3,60,16566,6.784298709359328,3280,0.14721525491768261
0.57343225,160,132.7,73,18347,6.9547195387228955,4168,0.08037454960867763
0.5516470000000002,170,126.74,80,19284,6.522623113093013,4640,0.0933222139137797
0.5134240000000003,180,130.56,92,20928,6.584007130626719,5456,0.10323038787464611
0.48268750000000027,190,128.54,101,22250,6.213447177250162,6120,0.05473508716386277
0.45787975000000036,200,132.51,109,23317,6.247193197105299,6656,0.06461148575181141
0.42665500000000023,210,135.18,119,24660,6.278426168015841,7328,0.12085160517017357
0.40724125,220,131.86,125,25495,6.0200328068591,7744,0.056870115775382146
0.3927099999999999,230,119.22,130,26120,5.20084350354803,8056,0.07886967217200436
0.36211300000000024,240,117.7,140,27436,5.085959214440156,8712,0.03542508711689152
0.3306325,250,121.24,150,28790,5.162453739744528,9392,0.07144178269663826
0.2948972500000002,260,118.8,162,30327,5.0262543808781235,10160,0.12743095646146685
0.27185650000000006,270,119.34,169,31318,5.075363855321155,10656,0.11844189840485342
0.23630725000000008,280,118.19,181,32847,5.0721070055064486,11416,0.10861739405663684
0.20633800000000035,290,117.86,191,34136,5.048539780029117,12064,0.10167071927571669
0.18913300000000022,300,114.59,197,34876,4.909442087894253,12432,0.1381030567572452
0.1573037500000002,310,114.85,207,36245,4.926501983373193,13120,0.1019017641665414
0.12433525000000001,320,120.68,219,37663,5.174717920788397,13824,0.10613162879599258
0.09048325000000024,330,128.99,230,39119,5.5600239846368265,14552,0.030862905201502144
0.07,340,131.0,242,40636,5.641527408412018,15312,0.11536893586162478
0.07,350,131.3,253,42020,5.676779882170399,16008,0.07064815342891961
0.07,360,128.57,264,43284,5.525876682956749,16640,0.03280701956828125
0.07,370,136.52,278,45070,5.794037264629809,17528,0.09866044577211142
0.07,380,139.57,293,46904,5.8352536361378995,18448,0.15139718301361427
0.07,390,147.14,310,48950,6.103215953184203,19472,0.08630914223613217
0.07,400,152.79,320,50255,6.321197761465487,20120,0.06047546956688166
0.07,410,151.9,330,51535,6.2735933461294735,20760,0.15639818727504462
0.07,420,162.98,351,54061,6.6635402117606315,22024,0.033456898119766265
0.07,430,156.22,357,54841,6.339658028627439,22416,0.08879457955481485
0.07,440,151.69,366,55905,6.141703428651915,22952,0.09120633301790804
0.07,450,146.64,373,56784,5.912555754544045,23384,0.1481295678531751
0.07,460,147.34,384,58118,5.94120487029684,24056,0.03397554613184184
0.07,470,136.74,390,58844,5.515511306722723,24416,0.0780171770020388
0.07,480,124.05,394,59409,4.999632593163721,24704,0.021355409233365208
0.07,490,110.8,400,60130,4.4689754475318635,25064,0.12355842179385945
0.07,500,107.69,408,61124,4.335466039125427,25560,0.10952216334408149
0.07,510,101.61,414,61796,4.073404759562949,25896,0.0921655839192681
0.07,520,84.73,420,62634,3.4038463560583465,26312,0.14836492223548703
0.07,530,84.78,427,63419,3.4247032269247755,26704,0.10521474882261828
0.07,540,81.67,433,64172,3.2804834382752004,27080,0.10963623988209292
0.07,550,80.04,439,64888,3.1733540653095655,27440,0.18059921672102064
0.07,560,75.14,446,65732,2.946380124641305,27864,0.081453324877657
0.07,570,75.44,452,66488,2.9704269692579843,28240,0.06380728993099183
0.07,580,78.72,459,67381,3.1446055945057174,28688,0.09190988610498607
0.07,590,83.17,468,68547,3.3320352303283154,29272,0.1537375541520305
0.07,600,91.12,483,70336,3.5310759660815934,30160,0.16998200432863086
0.07,610,98.0,494,71696,3.7607914800055484,30840,0.16765643417602405
0.07,620,109.03,510,73637,4.087470450658305,31816,0.06417143699945882
0.07,630,122.6,527,75779,4.468565660625833,32888,0.09517485438846052
0.07,640,126.76,537,76948,4.584423264933323,33472,0.19744269381044433
0.07,650,134.8,549,78468,4.848549822571541,34232,0.1402823772514239
0.07,660,140.23,560,79855,4.985872181935581,34920,0.12455444631632417
0.07,670,148.87,573,81475,5.269175590898512,35736,0.06719799229176715
0.07,680,153.3,584,82811,5.3699551096622535,36400,0.08110249706078321
0.07,690,157.48,597,84395,5.466820144228152,37192,0.2308842376805842
0.07,700,159.68,614,86404,5.5225028007655315,38200,0.11270912294276059
0.07,710,163.14,627,88110,5.607335232005886,39048,0.14298048347700387
0.07,720,154.46,636,89183,5.337045158294603,39584,0.09629604799556546
0.07,730,144.28,645,90307,5.078962488364243,40152,0.12328662077197805
0.07,740,151.08,660,92156,5.419195411215665,41072,0.1401478134212084
0.07,750,146.88,669,93256,5.300752516190275,41624,0.1394198071793653
0.07,760,148.97,682,94852,5.416904568456525,42424,0.21808911545667797
0.07,770,141.75,690,95750,5.207173057157398,42872,0.16055489267455414
0.07,780,142.49,701,97160,5.22996796293426,43576,0.07869065523846075
0.07,790,141.98,714,98693,5.3299641651294385,44344,0.05153586034430191
0.07,800,136.48,725,100152,5.3336846220305505,45072,0.12773259147070348
0.07,810,134.75,738,101685,5.294582418692488,45840,0.15520818161894567
0.07,820,135.11,747,102794,5.319479314296091,46392,0.0797977129695937
0.07,830,133.41,755,103748,5.191809967200398,46872,0.08076172310393304
0.07,840,125.87,763,104843,4.858788996371271,47416,0.1536566052818671
0.07,850,130.76,776,106432,5.046417807419016,48208,0.048591170576401055
0.07,860,124.4,784,107392,4.8362988672250795,48688,0.10839240156929009
0.07,870,124.99,792,108349,4.827037465666068,49168,0.1372159521561116
