rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
-14.315933967412425,19,2851,0.966857125,284.1,10,,
-14.335993824010671,38,5851,0.931982125,291.55,20,,
-14.736619715614856,59,8851,0.8971071249999999,294.03333333333336,30,,
-15.047645908001376,77,11591,0.865254625,288.775,40,,
-15.929829549467247,98,14591,0.8303796250000001,290.82,50,,
-16.005649045852305,118,17591,0.795504625,292.18333333333334,60,,
-15.672804427772443,140,20591,0.760629625,293.15714285714284,70,288,0.0001938571822392987
-15.060767987753078,164,23302,0.7291142500000001,290.275,80,1648,0.009342247484710242
-14.522512613775266,188,26097,0.6966223750000001,288.96666666666664,90,3048,0.00023297546886169584
-13.742049478220785,205,28055,0.6738606249999999,279.55,100,4024,0.000545816157682566
-12.982765356131404,224,30265,0.6481693750000002,273.14,110,5128,0.0008325336748384871
-12.421554159168549,249,33146,0.6146777500000002,271.95,120,6568,0.008816860070510302
-11.603297247186292,270,35588,0.5862895000000001,266.37,130,7792,0.01838836610841099
-10.519200429502378,288,37615,0.5627256250000001,259.24,140,8800,0.003540132602211088
-9.420748440867014,307,39817,0.5371273750000001,251.26,150,9904,0.003180155763402581
-8.458364140761569,326,42003,0.5117151249999999,243.12,160,11000,0.005889713211217895
-7.385162986496786,336,43153,0.4983463750000001,224.62,170,11576,0.010448768502101302
-6.7148716454990005,346,44242,0.48568675000000006,208.4,180,12120,0.012733036885038018
-6.186982765735178,360,45857,0.46691237500000016,196.6,190,12928,0.013209995784563944
-5.927816668715387,372,47124,0.4521835000000002,189.69,200,13560,0.021146389131899923
-5.756350623978501,385,48610,0.43490875000000007,182.45,210,14304,0.02215717826038599
-5.3949947989908,400,50242,0.4159367500000002,169.96,220,15120,0.026380579394754022
-4.918636048398117,408,51164,0.40521850000000026,154.76,230,15576,0.043083056109026074
-4.643180177175988,416,52046,0.39496525000000016,143.31,240,16016,0.040204253338743
-4.049969548480785,423,52793,0.38628137500000004,128.76,250,16392,0.03829971177037805
-3.6719497656004667,431,53697,0.37577237500000016,115.94,260,16848,0.03978132479824126
-3.626626628511163,439,54611,0.365147125,113.58,270,17304,0.04679315187968314
-3.500745449868275,448,55502,0.35478925000000017,111.6,280,17744,0.044556081062182784
-3.2992892163370477,455,56291,0.3456171250000001,103.34,290,18144,0.05578864808194339
-3.0830996425390897,461,56924,0.33825850000000013,97.0,300,18456,0.06825938099063933
-2.859635675127827,469,57768,0.32844700000000016,90.58,310,18880,0.056369864381849766
-2.5681136966809373,475,58494,0.3200072500000001,81.52,320,19240,0.05498883547261357
-2.6186661978027916,483,59285,0.3108118750000002,80.21,330,19640,0.05969010619446635
-2.5902954292262836,489,59957,0.30299987500000014,78.11,340,19976,0.06400288920849562
-2.5910362121044686,496,60731,0.2940021250000001,78.38,350,20360,0.061545230448246
-2.57981387430286,504,61582,0.28410925,77.85,360,20784,0.054188615642488
-2.544302660713383,510,62239,0.2764716250000001,75.28,370,21112,0.049447329714894295
-2.4485620749717,516,62803,0.26991512500000026,72.01,380,21400,0.05945585388690233
-2.428398201367935,522,63514,0.26164975,71.23,390,21752,0.060059718089178205
-2.4539205077906976,528,64128,0.25451200000000007,71.04,400,22056,0.07434079376980662
-2.5439039267390346,536,65000,0.24437500000000012,71.32,410,22496,0.055700937984511256
-3.1618145536334468,549,66308,0.22916950000000014,77.14,420,23152,0.046151670161634684
-3.0631390573046,555,66960,0.22159000000000006,75.75,430,23472,0.06969151273369789
-3.088233864818437,561,67640,0.213685,75.83,440,23816,0.06177194882184267
-3.089395238879334,567,68291,0.2061171249999999,74.6,450,24144,0.0459126743953675
-2.981430816365725,573,68855,0.19956062500000005,71.73,460,24424,0.06356962816789746
-2.9529070514385882,578,69436,0.1928065,70.97,470,24712,0.057251518592238426
-2.953885568107426,583,70008,0.18615700000000013,71.05,480,25000,0.04762839153409004
-2.85171032510611,588,70537,0.18000737499999997,69.23,490,25264,0.0497586908750236
-2.835485134871192,594,71122,0.1732067500000002,68.94,500,25560,0.05587023263797164
-2.6835753529195467,600,71721,0.16624337499999997,66.21,510,25856,0.059127307031303644
-2.0400987746952,605,72326,0.15921025,59.18,520,26160,0.04777473909780383
-2.06800246047578,612,73060,0.15067750000000013,60.0,530,26528,0.04897528840228915
-1.9937110013645662,617,73570,0.1447487500000001,58.3,540,26784,0.050071259029209614
-1.890010590911507,622,74063,0.13901762500000026,56.72,550,27024,0.049989692866802216
-1.87546969683744,627,74599,0.13278662500000027,56.44,560,27296,0.05065972567535937
-1.8610726328272067,633,75244,0.12528850000000002,57.08,570,27616,0.039700098568573594
-1.9163371872647355,641,76135,0.11493062500000006,60.27,580,28064,0.03686793940141797
-1.9628270974197684,648,76850,0.1066187500000001,62.13,590,28424,0.03530747722834349
-1.9627284409239778,655,77684,0.09692350000000016,64.62,600,28840,0.031025475123897195
-2.04410069850217,666,78852,0.08334549999999996,70.31,610,29424,0.030779445776715875
-2.2941565903590004,686,80989,0.07,85.63,620,30488,0.03202145593240857
-2.604181770821758,708,83356,0.07,101.96,630,31672,0.02120227529667318
-2.9919362420900875,729,85713,0.07,120.43,640,32856,0.02103929896838963
-3.3963679027611415,752,88210,0.07,140.47,650,34104,0.027629255200736225
-3.851147632559121,778,90992,0.07,162.93,660,35488,0.01629413152113557
-4.176892564386425,798,93085,0.07,177.41,670,36536,0.017651454196311533
-4.407073135438955,816,95069,0.07,188.34,680,37528,0.015925694373436272
-4.673590013941079,835,97084,0.07,201.34,690,38536,0.013598123798146844
-5.070825665866519,856,99240,0.07,214.56,700,39616,0.010961871244944632
-5.394212326221456,877,101465,0.07,225.13,710,40728,0.012830492749344558
-5.67878563621301,901,104013,0.07,229.24,720,42000,0.01318581704981625
-6.244392821486407,930,107013,0.07,235.57,730,43504,0.01192081707995385
-6.463138188946942,958,109939,0.07,241.26,740,44968,0.008333124918863177
-6.593460372796509,980,112300,0.07,239.9,750,46144,0.010045925504527986
-6.607995794201568,998,114220,0.07,231.28,760,47104,0.01052483991952613
-6.886278808832716,1024,116970,0.07,237.85,770,48480,0.010114569449797273
-7.142208645498953,1051,119824,0.07,246.55,780,49904,0.007511524599976838
-7.095516786362946,1067,121630,0.07,244.46,790,50808,0.0056166418944485486
-6.995053388618918,1090,124044,0.07,247.04,800,52016,0.005364043696317822
-6.905752500159511,1116,126856,0.07,252.91,810,53424,0.005593791196588427
-6.625040648795131,1132,128584,0.07,244.71,820,54288,0.004995263618184254
-5.9288113368679145,1152,130726,0.07,236.13,830,55360,0.005310226639267057
-5.509711020700636,1165,132123,0.07,220.84,840,56056,0.005645032797474414
-5.25140885794287,1186,134395,0.07,219.95,850,57192,0.005153841513674706
-5.133393475835897,1209,136763,0.07,224.43,860,58376,0.003584365564165637
-5.291224207884717,1233,139181,0.07,221.11,870,59584,0.0037723244458902627
-5.313390386738324,1251,141038,0.07,211.14,880,60512,0.0032344707869924605
-5.526868254019027,1266,142621,0.07,208.91,890,61304,0.003053204418392852
-5.7494347144718185,1287,144754,0.07,206.1,900,62376,0.0027713272720575333
-6.079671740981635,1307,146938,0.07,199.82,910,63464,0.002967997541418299
-6.483760563860003,1326,148994,0.07,203.1,920,64496,0.002932806353783235
-6.733807750845286,1346,151033,0.07,202.07,930,65512,0.0028196713683428243
-6.54173840268347,1351,151644,0.07,194.21,940,65816,0.0022775711258873343
-6.262668681705663,1357,152176,0.07,176.81,950,66080,0.0028522756474558264
-5.962604685241188,1365,153093,0.07,162.3,960,66544,0.002321017876965925
-5.361079413841497,1376,154231,0.07,149.5,970,67112,0.0022416323045035824
-4.7793412943111875,1382,154884,0.07,137.46,980,67440,0.0022541606304002926
-4.294586283029804,1388,155445,0.07,127.24,990,67720,0.002367908993619494
-3.7567515810588463,1394,156147,0.07,112.93,1000,68072,0.002137857547495514
-3.078431582345539,1400,156774,0.07,97.36,1010,68384,0.010631359938997775
-2.4455310190270785,1407,157468,0.07,83.74,1020,68728,0.0025199570518452674
-1.9202364190998336,1412,157990,0.07,68.57,1030,68992,0.0024041619326453656
-1.9827875779279394,1420,158883,0.07,71.39,1040,69440,0.0020349933620309457
-2.0082204463021354,1426,159498,0.07,72.22,1050,69744,0.0020994820952182636
-1.9611730228924111,1432,160087,0.07,68.94,1060,70040,0.0018749390728771687
-1.7917441607349494,1439,160852,0.07,65.21,1070,70424,0.0021486719051608816
-1.7505408126023547,1445,161439,0.07,64.55,1080,70712,0.0020292181434342638
-1.7481133890415677,1450,161977,0.07,64.32,1090,70984,0.0017800215864554048
-1.74252741303812,1455,162552,0.07,63.05,1100,71272,0.0022557488991878927
-1.8158222026908204,1464,163454,0.07,65.8,1110,71720,0.0019817944994429126
-1.7740809722787336,1469,164028,0.07,64.6,1120,72008,0.0022598838550038636
-1.809811857989887,1475,164661,0.07,65.71,1130,72328,0.002214973370428197
-1.7248985963847097,1480,165136,0.07,61.53,1140,72560,0.0020032836473546922
-1.7394648897209515,1487,165881,0.07,62.83,1150,72936,0.002065817447146401
-1.7575133853821645,1493,166565,0.07,63.78,1160,73280,0.0017033075710060075
-1.766408797074091,1501,167349,0.07,63.97,1170,73672,0.0021582137560471892
-1.7835421236671474,1505,167839,0.07,63.0,1180,73912,0.0020959257817594334
-1.7420069971031213,1510,168282,0.07,62.05,1190,74136,0.0018592030974105
-1.6943278381170332,1515,168873,0.07,62.21,1200,74432,0.0020552017813315615
