rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9817719999999999,784,10,0,77.4,-3.5999693228901775,,
0.9671710000000002,1412,20,1,69.6,-3.3171544112980214,,
0.9466645000000001,2294,30,2,75.46666666666667,-3.673574691260208,,
0.9273204999999999,3126,40,3,77.15,-3.7242159399008825,,
0.9151607500000002,3649,50,4,71.98,-3.421765976097104,,
0.8971187500000002,4425,60,5,72.75,-3.5064780584097557,,
0.8601512500000001,6015,70,8,84.92857142857143,-4.123775607907496,,
0.8385520000000002,6944,80,9,85.8,-4.228921560506128,,
0.8043047499999998,8417,90,12,92.52222222222223,-4.658923856744634,,
0.7865185,9182,100,13,90.82,-4.627932381744142,,
0.7437152499999999,11023,110,21,101.39,-5.434268972361714,504,0.05522740838205209
0.7015397499999998,12837,120,34,113.25,-6.068086795383491,1416,0.06462205311981961
0.6800800000000002,13760,130,40,113.66,-6.069082114274513,1872,0.07341171757434495
0.6439030000000001,15316,140,51,120.9,-6.418049850261436,2656,0.1011929761225474
0.6053312499999999,16975,150,63,132.26,-6.956460696826928,3480,0.11014625409734435
0.5777334999999998,18162,160,72,136.37,-7.095714954764228,4080,0.08413172372092959
0.5438582499999999,19619,170,83,135.04,-7.075537390420939,4808,0.04775704140774906
0.5102387500000001,21065,180,94,140.21,-7.180933685877224,5528,0.09364507292048074
0.49382424999999996,21771,190,99,132.54,-6.660155672075207,5880,0.06709152139956132
0.4733177500000003,22653,200,105,133.71,-6.59574913429133,6320,0.09440485597588122
0.4491842500000002,23691,210,113,125.68,-5.868076351775114,6840,0.0682614510296844
0.42993325000000004,24519,220,119,115.82,-5.245085328689085,7256,0.06833992514293641
0.4006847499999999,25777,230,129,119.17,-5.3262569351139435,7888,0.04266876127803698
0.38299150000000026,26538,240,135,111.22,-4.915145201836548,8264,0.0686816597590223
0.37039000000000033,27080,250,139,100.05,-4.3993888834066714,8536,0.0607593550812453
0.3529060000000003,27832,260,145,95.7,-4.2205250134012795,8912,0.06961342273280025
0.33505000000000007,28600,270,151,88.81,-3.8249746516970413,9296,0.08706532651558518
0.3040112500000002,29935,280,161,87.7,-3.86895798251116,9960,0.14325646322686225
