rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9466877500000003,10,2293,228.3,-11.733303920711329,2,,
0.9094877500000003,20,3893,193.65,-11.124147300451261,4,,
0.8489214999999999,30,6498,215.6,-12.842677256062988,7,,
0.79463275,40,8833,219.825,-13.358467471365557,10,,
0.7444127499999998,50,10993,218.86,-13.360951840399691,17,496,0.009367498978463118
0.70512025,60,12683,210.38333333333333,-12.616657446786276,25,1336,0.027736990887206048
0.660736,70,14592,207.45714285714286,-11.980360009104542,34,2288,0.027517840433574747
0.6200950000000001,80,16340,203.25,-11.347571406741768,43,3168,0.02730183217136073
0.5823835000000004,90,17962,198.57777777777778,-10.784875716333614,52,3976,0.01829371002895641
0.5486245000000001,100,19414,193.14,-10.268032658066602,59,4704,0.027386832429328933
0.49266175,110,21821,194.28,-9.998779330530738,72,5904,0.018394391066976823
0.4546945000000001,120,23454,194.61,-9.561171301564547,81,6720,0.02721496787853539
0.40747374999999997,130,25485,188.87,-8.685607418607225,92,7736,0.06141552769986447
0.37720224999999996,140,26787,178.54,-7.669134660108415,99,8392,0.044053892896045
0.33270175000000013,150,28701,176.08,-7.021249551163579,109,9344,0.03514231138979085
0.28931724999999986,160,30567,177.84,-6.798890685731075,120,10280,0.02634875754301902
0.25432599999999983,170,32072,173.8,-6.523872738329389,128,11032,0.0346116668661125
0.22312449999999984,180,33414,169.74,-6.303263896706949,136,11704,0.02671449504850898
0.18848200000000004,190,34904,168.42,-6.1768781681739355,144,12448,0.026462307170731947
0.14451625000000012,200,36795,172.81,-6.200895759169933,153,13392,0.026552750845439732
0.10492149999999989,210,38498,165.77,-5.853862701120646,162,14248,0.011617628246312961
0.07,220,40414,168.6,-5.868460614836779,173,15200,0.04889863805146888
0.07,230,42414,168.29,-5.699557283322706,183,16200,0.0036589885712601244
0.07,240,43975,170.88,-5.71366425740754,191,16984,0.04135692084673792
0.07,250,45479,166.78,-5.488873030115518,199,17736,0.04746101549244486
0.07,260,46987,163.2,-5.368361315206641,207,18488,0.018568391766166314
0.07,270,49464,172.92,-5.686452795557073,220,19728,0.018405383394565433
0.07,280,52153,186.39,-6.190149318010397,234,21072,0.0190933859848883
0.07,290,54465,194.61,-6.480823762843851,246,22232,0.011838274076581001
0.07,300,56727,198.32,-6.584800906007336,258,23360,0.024215433310018852
0.07,310,59450,208.52,-6.873056193564736,272,24720,0.025862154841888696
0.07,320,61462,209.48,-6.843319417096013,283,25728,0.025993364164605737
0.07,330,63347,208.33,-6.802061791778966,293,26672,0.039387882919982076
0.07,340,64993,209.18,-6.788536560216629,301,27496,0.024494208279065788
0.07,350,67306,217.27,-7.011446604221391,313,28648,0.03802387951873243
0.07,360,68900,218.13,-6.961755023558775,322,29448,0.012142237508669496
0.07,370,70801,212.37,-6.674474933248696,331,30400,0.018856607959605753
0.07,380,72420,201.67,-6.165207465678578,340,31208,0.018196539545897394
0.07,390,73626,190.61,-5.713334249660963,346,31808,0.04507009038934484
0.07,400,75166,183.39,-5.465724067866919,354,32576,0.026249922229908407
0.07,410,76599,170.49,-5.005774628433371,361,33296,0.024254245101474226
0.07,420,77873,163.11,-4.817148412600046,368,33936,0.027466441737487912
0.07,430,79153,157.06,-4.626485226788804,375,34576,0.01900768792256713
0.07,440,80748,156.55,-4.639309777452273,383,35368,0.037315299559850246
0.07,450,81892,144.86,-4.268286052582157,389,35944,0.03708738356363028
0.07,460,83155,141.55,-4.118347127818055,395,36576,0.030178542132489383
0.07,470,84886,139.85,-4.073511455895606,405,37440,0.03620259012677707
0.07,480,86529,140.09,-4.067104076583095,413,38264,0.019229491474106908
0.07,490,87858,141.32,-4.092095166088467,420,38928,0.033030954480636865
0.07,500,89209,139.43,-4.026896076361799,427,39600,0.024046278645982966
0.07,510,90566,138.67,-4.005951701096104,434,40280,0.02015147387282923
0.07,520,92018,140.45,-4.01885838411753,442,41008,0.00728696899022907
0.07,530,93893,146.4,-4.163288875391932,452,41944,0.008402357925660908
0.07,540,95688,148.4,-4.180528567274817,461,42840,0.04349787480896339
0.07,550,97041,150.49,-4.244497109893776,468,43520,0.02380043629091233
0.07,560,98815,155.6,-4.388447616810292,478,44400,0.028075740963686258
0.07,570,100447,154.61,-4.319912807118354,486,45216,0.02538571087643504
0.07,580,102305,156.76,-4.362635140727494,496,46152,0.03181377411237918
0.07,590,104097,161.39,-4.451532908478875,505,47048,0.03008034056983888
0.07,600,105195,158.86,-4.377101112739064,511,47592,0.03540582407731563
0.07,610,106376,157.1,-4.311150954252793,517,48184,0.026064407778903842
0.07,620,107889,157.71,-4.289054579048871,525,48944,0.05367391248000786
0.07,630,109207,152.14,-4.177592392351811,531,49600,0.025851149344816804
0.07,640,110406,146.18,-4.003384654462943,538,50200,0.04793883394449949
0.07,650,111696,145.55,-3.9617006545428084,544,50840,0.03162051545223221
0.07,660,112569,136.54,-3.7228138056664917,549,51280,0.05296374834142625
0.07,670,114056,135.09,-3.6558395816061715,556,52024,0.02840604935772717
0.07,680,115391,129.86,-3.5277448515290706,563,52688,0.03643907530931756
0.07,690,116809,126.12,-3.477940719520092,571,53400,0.042501864838413894
0.07,700,118517,132.22,-3.652986928811497,580,54256,0.031947197450790554
0.07,710,119808,133.32,-3.716378289228221,586,54896,0.037938885390758514
0.07,720,121392,134.03,-3.737579568994487,595,55688,0.04519889783114195
0.07,730,123193,138.86,-3.8459793351145,604,56592,0.014556538837496191
0.07,740,124659,141.53,-3.918254269996167,612,57328,0.03319287730846554
0.07,750,126238,144.42,-4.091856016434544,620,58112,0.028937953407876194
0.07,760,127548,148.79,-4.175614437972765,627,58768,0.04205289314268157
0.07,770,129020,148.64,-4.191114878985193,634,59504,0.03262236330192536
0.07,780,130192,147.01,-4.164513971546205,640,60088,0.029833904933184385
0.07,790,131040,141.31,-4.058585376064136,645,60512,0.014773394912481308
0.07,800,132069,134.52,-3.9493923511255535,651,61032,0.01995432307012379
0.07,810,133199,132.91,-3.888799535181668,656,61592,0.0463504062499851
0.07,820,133951,124.59,-3.69594285052768,660,61968,0.04244462598580867
0.07,830,135130,118.37,-3.5716274874868743,666,62560,0.03894259035587311
0.07,840,136541,117.82,-3.534427204943224,674,63264,0.060446466552093625
0.07,850,137796,114.58,-3.3938269797311045,680,63896,0.028150476049631834
0.07,860,139127,114.79,-3.437289227820664,687,64560,0.0326493849279359
0.07,870,141185,120.65,-3.6449015380777228,698,65592,0.032326053362339735
0.07,880,142430,121.38,-3.650188916418965,704,66208,0.04053797770757228
0.07,890,144330,131.9,-3.903523637237287,714,67160,0.045124329277314246
0.07,900,145574,134.05,-3.9255338864573814,721,67784,0.042349064256995916
0.07,910,147208,139.09,-4.1091933576489605,729,68600,0.05063083267305046
0.07,920,148583,145.32,-4.269640540081277,736,69288,0.030561446852516383
0.07,930,150190,149.6,-4.3696932546671245,745,70088,0.023843768751248717
0.07,940,151824,151.83,-4.506394472382957,753,70904,0.05144936544820666
0.07,950,153119,152.23,-4.500287998047066,760,71552,0.0574590238975361
0.07,960,154270,150.43,-4.43873265633706,766,72128,0.04242356540635228
0.07,970,155294,140.09,-4.103260310498629,771,72640,0.04604363569524139
0.07,980,156780,142.5,-4.16432643670635,779,73384,0.06282762123737484
0.07,990,157801,133.71,-3.9166934564112093,784,73896,0.07715180609375238
0.07,1000,159085,134.11,-3.8781934123991784,791,74536,0.03425847354810685
0.07,1010,160520,132.12,-3.7748255537787263,799,75256,0.03144472243729979
0.07,1020,161899,132.16,-3.7845079442187206,806,75944,0.05648254067637026
0.07,1030,163234,129.44,-3.67553212058137,813,76616,0.05223564279731363
0.07,1040,164890,129.66,-3.625713555623189,822,77440,0.04799008648842573
0.07,1050,166040,128.21,-3.5832081641640796,828,78016,0.035269750049337745
0.07,1060,167077,127.07,-3.555207739462948,833,78536,0.03298536315560341
0.07,1070,167817,124.23,-3.477456446159523,837,78904,0.05868914979510009
0.07,1080,169171,122.91,-3.438937498670536,844,79584,0.047044662525877357
0.07,1090,170529,126.28,-3.494737028555398,851,80264,0.052020293893292546
0.07,1100,171936,127.51,-3.5178434672862364,858,80960,0.03920516441576183
0.07,1110,173579,129.59,-3.589384635719256,867,81784,0.048355973325669765
0.07,1120,174594,125.95,-3.476641146551778,872,82296,0.06673385691829026
0.07,1130,176102,127.68,-3.5257355364135607,880,83048,0.046307390090078115
0.07,1140,177321,123.31,-3.4149471157123745,886,83656,0.03418022545520216
0.07,1150,178878,127.38,-3.5233266544573048,894,84432,0.023380823666229844
0.07,1160,180742,135.65,-3.717281190910424,904,85368,0.05900095496326685
0.07,1170,182963,150.46,-4.099139493816656,915,86480,0.043147724121809006
0.07,1180,184930,156.59,-4.229528500953843,926,87464,0.028039097785949707
0.07,1190,186523,158.94,-4.273905283254585,934,88256,0.05669722589664161
0.07,1200,188687,166.51,-4.590879135569519,945,89336,0.036050955997779965
0.07,1210,190298,166.19,-4.553118272247743,954,90144,0.04392148752231151
0.07,1220,191900,172.06,-4.67848033238458,962,90944,0.06127221696078777
0.07,1230,194095,178.93,-4.820179022668109,974,92040,0.039323388831689954
0.07,1240,195905,184.84,-4.950929453930473,983,92952,0.04682236351072788
0.07,1250,197268,182.9,-4.850662574280175,990,93632,0.030946881335694343
0.07,1260,198952,181.1,-4.7890399837537645,999,94472,0.04188583244103938
