rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
4.695181666500941,1,93.0,10,0.9781449999999998,940,,
3.612986585718936,1,75.3,20,0.9645204999999999,1526,,
3.639600650727691,2,79.03333333333333,30,0.9441767499999998,2401,,
4.659667491022832,4,91.125,40,0.9143237499999999,3685,,
4.879374096005425,6,95.34,50,0.8880047499999999,4817,,
5.953532000667431,9,107.78333333333333,60,0.8482472500000002,6527,,
6.307240600802917,11,113.22857142857143,70,0.814093,7996,,
6.775826322644276,14,119.1875,80,0.7764512500000001,9615,,
6.929367313822238,22,121.41111111111111,90,0.7438547499999998,11017,504,0.0955140637124714
7.4036454083900685,35,128.42,100,0.6990984999999998,12942,1464,0.0679484016927745
7.656821908800853,45,132.77,110,0.66712975,14317,2152,0.04908371111378074
8.138720063956901,56,141.37,120,0.6335102500000003,15763,2880,0.019964051694842055
8.258941160445133,63,142.84,130,0.60974875,16785,3392,0.06965599284376367
8.218078664439687,74,144.29,140,0.5765245000000001,18214,4104,0.02060818668542197
8.140819414009592,82,144.23,150,0.5503450000000001,19340,4664,0.08194250290398486
7.682705778713705,92,140.81,160,0.5185390000000002,20708,5352,0.0930956994270673
7.347970006258721,100,136.98,170,0.49328950000000005,21794,5896,0.08332685177447274
6.896429386685656,109,132.6,180,0.4658312499999998,22975,6480,0.09402021854475606
6.856462144459504,122,135.13,190,0.42735250000000014,24630,7312,0.054996392253087834
6.206487840229657,132,128.75,200,0.3974297499999998,25917,7952,0.06513555759738665
6.253771595834041,145,132.52,210,0.3566957500000003,27669,8832,0.05579278987715952
5.821399467496002,150,124.61,220,0.3414670000000003,28324,9160,0.055262616282561794
5.609292878884604,154,119.93,230,0.3285865,28878,9432,0.11012210790067911
5.385520957519466,163,116.8,240,0.3026395000000004,29994,9992,0.10154554378823377
5.201941710724498,169,112.61,250,0.28620175000000014,30701,10344,0.09149712408543564
5.0050525609125955,177,109.52,260,0.2615799999999998,31760,10872,0.03662430934491567
4.838191141179164,183,106.47,270,0.24342175000000021,32541,11264,0.06883571826620027
4.572741098442664,188,101.09,280,0.2284719999999998,33184,11584,0.12753782072104514
4.135439876919954,194,91.82,290,0.21154600000000034,33912,11952,0.08010830683633685
4.1054440952234295,202,89.89,300,0.18611050000000007,35006,12496,0.10648451320594177
3.9666505453919143,213,86.63,310,0.1529560000000002,36432,13208,0.11855395339080133
4.351607785565697,225,95.19,320,0.11782525000000033,37943,13968,0.06223905217484571
4.543865877627565,233,100.17,330,0.09336624999999998,38995,14496,0.13505338490358554
4.3793313739932636,239,96.33,340,0.07634725000000009,39727,14856,0.027482138480991125
4.41483385777481,245,96.76,350,0.07,40477,15232,0.08805061448947527
4.603702806669518,257,101.81,360,0.07,42041,16016,0.10080298379762098
4.72915939057505,266,104.53,370,0.07,43094,16544,0.08865696587599814
4.84357164013103,273,107.03,380,0.07,43987,16992,0.12689092999789864
4.844991336452767,279,108.0,390,0.07,44812,17400,0.12562592915492132
4.640668224292175,285,104.23,400,0.07,45529,17760,0.06361920794006437
4.295612017527331,290,96.29,410,0.07,46161,18080,0.1150606419541873
3.97696218476419,296,89.05,420,0.07,46948,18472,0.10862911440199241
3.703250675934248,300,83.06,430,0.07,47401,18696,0.12926422309828922
3.6208468985335442,304,81.13,440,0.07,47940,18968,0.0689710580627434
3.5244918410831274,309,79.66,450,0.07,48543,19264,0.12702506058849394
3.1752867092937964,315,71.14,460,0.07,49255,19624,0.06700402748538181
3.0137635528929336,320,66.65,470,0.07,49859,19928,0.04296152188908309
2.781812017404649,323,61.65,480,0.07,50252,20120,0.14335123100318015
2.8358627815140407,331,62.87,490,0.07,51199,20592,0.09459595941007137
2.73435412569497,335,60.16,500,0.07,51645,20816,0.08063939120620489
2.6918804744208433,339,59.05,510,0.07,52166,21080,0.09100135316839442
2.5302458204207148,343,55.84,520,0.07,52632,21312,0.08218766166828573
2.4584986900293657,346,54.45,530,0.07,52946,21472,0.15624883922282606
2.347814133559793,349,53.13,540,0.07,53353,21672,0.0944936930318363
2.278363140799479,353,51.49,550,0.07,53792,21888,0.10469011211534962
2.1934314501788474,357,49.5,560,0.07,54305,22152,0.07016406150069088
2.0984659131738166,361,48.9,570,0.07,54849,22424,0.12287893437314779
2.1751211090296856,366,50.9,580,0.07,55442,22720,0.07008611259516329
1.9900674040435888,370,46.7,590,0.07,55969,22984,0.1432892910670489
2.009317012966459,375,47.19,600,0.07,56464,23224,0.06748500932008028
1.9727949882143352,379,47.62,610,0.07,57028,23512,0.21169224195182323
2.1144289743131965,385,50.72,620,0.07,57804,23896,0.11044958798447624
2.155169816658328,388,51.48,630,0.07,58194,24096,0.15109757659956813
2.369060545099705,396,56.97,640,0.07,59150,24568,0.13633293233579025
2.3890461983118136,401,58.3,650,0.07,59722,24856,0.12330297904554754
2.6507638392416437,411,65.34,660,0.07,60939,25464,0.15946380677632987
2.9933061680349984,422,73.96,670,0.07,62345,26168,0.09747827984392643
2.9793387861784204,427,74.41,680,0.07,62983,26488,0.046050938370171934
2.989948161574006,433,75.59,690,0.07,63628,26808,0.15107055939733982
3.0245670359485826,440,79.18,700,0.07,64482,27240,0.15886310010682791
3.08321429362776,447,82.43,710,0.07,65371,27680,0.07207090192241594
3.3169618241517185,460,90.91,720,0.07,66995,28496,0.24472039204556495
3.4829891717324184,467,95.36,730,0.07,67830,28912,0.0805755773326382
3.5040570134547613,477,97.92,740,0.07,69042,29520,0.21783629502169788
3.692471567357133,488,105.62,750,0.07,70384,30184,0.229475139582064
3.880062638001336,503,114.21,760,0.07,72460,31224,0.16309375612763688
3.5432241495316963,508,106.21,770,0.07,73066,31528,0.16345541644841433
3.5482695949920977,513,106.27,780,0.07,73710,31848,0.14117206732043996
3.6190825716922133,520,107.62,790,0.07,74490,32240,0.15069538465468213
3.7442612505436976,528,109.13,800,0.07,75495,32744,0.19570112880319357
3.7486656918742858,535,109.24,810,0.07,76395,33192,0.12482364557217807
3.373457072714666,540,99.41,820,0.07,77036,33512,0.12735706043895334
3.499477847791525,551,104.0,830,0.07,78330,34160,0.11408910166937858
3.3524405031794937,556,98.57,840,0.07,78999,34496,0.07135500805452466
3.3271157228774872,563,94.27,850,0.07,79911,34952,0.09941864269785583
3.192974339946818,574,87.37,860,0.07,81297,35648,0.15922043792670593
3.3548293219222076,583,91.95,870,0.07,82361,36176,0.16705729096429422
3.4272974624385033,589,93.36,880,0.07,83146,36568,0.20935323962476104
3.4017728287654494,595,92.65,890,0.07,83855,36920,0.13770844467217103
3.358579565407005,602,91.95,900,0.07,84790,37392,0.20153503358596936
3.5070859328434487,610,92.26,910,0.07,85721,37856,0.1679109486285597
3.558674956577781,615,92.59,920,0.07,86395,38192,0.15465860429685563
3.448861835092749,623,89.13,930,0.07,87343,38664,0.14162003711680882
3.6924859747130734,632,92.92,940,0.07,88391,39192,0.12760132015682757
3.756626426523491,640,94.26,950,0.07,89437,39712,0.21011619362980127
3.9991851350023935,654,97.06,960,0.07,91103,40544,0.14451554254628718
4.040272086627109,663,97.37,970,0.07,92198,41096,0.13750208937563002
4.262891352834142,674,103.21,980,0.07,93567,41776,0.14679889095714316
4.6294735460265475,685,109.93,990,0.07,94948,42472,0.18975864339154214
4.617555490219759,691,107.69,1000,0.07,95659,42824,0.15066705975914374
4.446232689344502,696,105.11,1010,0.07,96332,43160,0.15948639367707074
4.558098865492207,703,107.29,1020,0.07,97224,43608,0.19446613412583247
4.594432109189053,711,107.97,1030,0.07,98240,44112,0.13874258939176798
4.5908586981721005,721,109.65,1040,0.07,99456,44720,0.13169203244615346
4.566475271166669,731,110.64,1050,0.07,100601,45296,0.13620164920575917
4.290387069653445,740,105.16,1060,0.07,101719,45856,0.163105137005914
4.087062206395816,745,99.88,1070,0.07,102286,46136,0.15918782481458038
3.783182330348825,749,91.9,1080,0.07,102857,46424,0.18799570109695196
3.480241291662382,756,86.6,1090,0.07,103708,46848,0.07630329730454832
3.4546036938994877,762,87.5,1100,0.07,104509,47248,0.135294450330548
3.642687300121529,770,91.26,1110,0.07,105558,47776,0.16144661227008328
3.6619910428259668,780,93.87,1120,0.07,106711,48352,0.07590797962620854
3.5185674785943757,784,89.69,1130,0.07,107309,48648,0.16316248470684513
3.376207834501305,791,85.95,1140,0.07,108151,49072,0.11586873381747864
3.172222097420641,796,79.88,1150,0.07,108689,49344,0.16405547922477126
2.94721390358404,801,75.73,1160,0.07,109392,49688,0.14396868739277124
2.9330561922165916,806,75.2,1170,0.07,109906,49952,0.17506093683186918
2.9723231959328715,811,76.55,1180,0.07,110612,50304,0.10595058047329076
2.9275219270524433,817,75.41,1190,0.07,111349,50672,0.1284623957471922
2.920134062177147,823,73.75,1200,0.07,111984,50984,0.12898432300426066
2.837125090560938,829,71.26,1210,0.07,112784,51384,0.17834399262210354
2.6717654868530456,834,65.04,1220,0.07,113315,51656,0.260272896848619
2.822473788886057,841,68.2,1230,0.07,114229,52112,0.2197160815994721
2.8734235063222786,848,70.14,1240,0.07,115265,52632,0.17572292574914172
2.9554115978361915,854,72.88,1250,0.07,116077,53032,0.10060595886898227
2.919120819430717,860,73.12,1260,0.07,116804,53400,0.267601259984076
2.9337727358828203,866,74.21,1270,0.07,117427,53712,0.1707497283059638
2.9018434616113895,871,73.35,1280,0.07,118047,54016,0.32296475023031235
2.8599525052187045,876,72.44,1290,0.07,118693,54344,0.0866492977947928
2.914032812336417,883,74.56,1300,0.07,119540,54768,0.10061048535862938
2.7537427510477737,887,71.55,1310,0.07,120039,55016,0.1309087174013257
2.7422984080003108,892,72.53,1320,0.07,120668,55328,0.1278476979059633
2.6949973018319833,900,73.33,1330,0.07,121662,55824,0.15160149958683178
2.5941350400964307,905,70.08,1340,0.07,122373,56184,0.2258350756019354
2.620253311270385,913,70.87,1350,0.07,123264,56624,0.1533416094898712
2.5522689222954735,917,69.29,1360,0.07,123833,56912,0.19504888606024906
2.601211619847466,923,70.41,1370,0.07,124568,57280,0.1806508789304644
2.6353308789059566,929,72.0,1380,0.07,125347,57672,0.0716032711789012
2.626451654944928,934,71.92,1390,0.07,125985,57992,0.16831685008946806
2.5499710406157137,939,70.21,1400,0.07,126661,58328,0.08478895886219107
2.5306366841876375,943,71.28,1410,0.07,127267,58632,0.24837661307537928
2.4924375996012986,947,69.96,1420,0.07,127764,58880,0.11124982737237588
2.365194593828056,952,65.92,1430,0.07,128354,59176,0.2175349662429653
2.3598517171674653,957,65.73,1440,0.07,129046,59520,0.13038723918725736
2.312528840113055,963,64.36,1450,0.07,129800,59896,0.19023339383420534
2.5235066645615225,972,69.17,1460,0.07,130850,60424,0.1514832510438282
2.4589073506620527,976,67.45,1470,0.07,131413,60704,0.15199820511043072
2.4503440880629808,982,67.35,1480,0.07,132182,61088,0.1647281208424829
2.504583563990779,989,70.82,1490,0.07,133167,61576,0.14841144322417676
2.479081093526891,994,70.65,1500,0.07,133826,61912,0.13665772654348984
2.5746965230174284,1001,72.51,1510,0.07,134618,62304,0.15197385728242807
2.6965299646790792,1009,77.41,1520,0.07,135605,62800,0.1238245383137837
2.811702408473283,1017,81.61,1530,0.07,136615,63304,0.11332397384103388
2.8313014516139434,1023,81.75,1540,0.07,137321,63656,0.1543182018212974
2.834794483360026,1029,81.09,1550,0.07,138009,64000,0.10796629911055788
2.6827260501194723,1034,77.26,1560,0.07,138676,64336,0.11105586032499559
2.78668832962129,1040,78.71,1570,0.07,139384,64688,0.1724090690840967
2.74299885991395,1045,77.46,1580,0.07,140028,65008,0.26365403190720826
2.7926392177028045,1053,76.45,1590,0.07,140912,65448,0.21700522874016315
2.8425031795397615,1058,76.24,1600,0.07,141550,65768,0.17845817605848424
2.8134258599522637,1063,73.89,1610,0.07,142107,66048,0.21392230136552826
2.8308864338046185,1069,72.09,1620,0.07,142914,66456,0.1360365777509287
2.779459403661613,1075,69.3,1630,0.07,143645,66816,0.24724022601731122
2.627624756448584,1079,66.17,1640,0.07,144038,67016,0.1084284822572954
2.6615694720470766,1084,66.73,1650,0.07,144782,67384,0.1768786493630614
2.6945625481061324,1091,67.75,1660,0.07,145551,67768,0.1766780698671937
2.772540454273021,1099,71.7,1670,0.07,146654,68320,0.1183184061665088
2.9517545460274626,1106,74.06,1680,0.07,147534,68760,0.09207487845560536
3.021531523386958,1113,74.63,1690,0.07,148475,69232,0.21603077944018878
3.205208388267407,1121,79.26,1700,0.07,149576,69784,0.16222942125750706
3.399022182014163,1129,83.89,1710,0.07,150596,70296,0.1725634979084134
3.4796453491356267,1137,86.35,1720,0.07,151649,70824,0.12012121762381867
3.5558858095992254,1144,88.65,1730,0.07,152610,71304,0.28057284327223897
3.6283659301037523,1149,91.35,1740,0.07,153273,71632,0.09613928600447252
3.6061353104759872,1155,91.21,1750,0.07,154003,72000,0.13387231528759003
3.5920953989941653,1160,90.15,1760,0.07,154666,72328,0.1347604074398987
3.5210328635583927,1166,87.55,1770,0.07,155509,72752,0.1880210594390519
3.428967743895433,1173,87.54,1780,0.07,156388,73192,0.19814731151564047
3.245661123342137,1178,83.85,1790,0.07,156960,73472,0.19992143745184876
3.0378462798622947,1183,79.16,1800,0.07,157592,73792,0.18343836074927822
2.896714566251185,1189,77.22,1810,0.07,158418,74208,0.17399810353526846
2.7815884156899364,1196,75.01,1820,0.07,159250,74624,0.17440188658656552
2.7027252208770385,1202,72.93,1830,0.07,160003,75000,0.1875036720884964
2.774985640118048,1208,74.11,1840,0.07,160784,75384,0.08497693671961315
2.7568018102997702,1214,74.03,1850,0.07,161506,75752,0.1961182220838964
2.7397039200444344,1218,73.24,1860,0.07,162090,76040,0.13276455746381544
2.653214948967539,1224,71.55,1870,0.07,162764,76376,0.13733620702987537
