rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9860964999999998,10,58.8,2,598,-2.9674689154854543,,
0.9721930000000001,20,58.8,3,1196,-3.129391863215238,,
0.9530350000000001,30,66.33333333333333,4,2020,-3.6230793503943506,,
0.91771825,40,87.475,6,3539,-4.904947459670303,,
0.8902367500000001,50,93.42,8,4721,-5.642577252687773,,
0.8746824999999998,60,88.83333333333333,10,5390,-5.227958322642413,,
0.8497352500000002,70,91.32857142857142,12,6463,-5.378861574669712,,
0.8294612499999999,80,90.6875,14,7335,-5.315003276734718,,
0.8138837500000001,90,87.94444444444444,15,8005,-5.188179488765963,,
0.8071412499999998,100,81.95,16,8295,-4.798250729382584,,
0.7777067500000001,110,88.63,19,9561,-5.434486435024173,,
0.7641984999999999,120,88.46,21,10142,-5.39065155914938,64,0.16637567430734634
0.7375075,130,91.7,29,11290,-5.654702889532456,640,0.07406593481573509
0.6946809999999999,140,94.93,42,13132,-5.955180476346897,1560,0.046847420308040455
0.646879,150,103.67,57,15188,-6.1699197954164875,2592,0.07643444582936354
0.6256517499999998,160,106.11,64,16101,-6.331720695351915,3048,0.09393799677491188
0.5978912500000002,170,107.32,72,17295,-6.288185057582228,3640,0.039455478225136176
0.5818255000000002,180,105.51,78,17986,-6.195095970545899,3992,0.06749099769513123
0.5645275000000001,190,106.25,83,18730,-6.14619803118071,4360,0.08644585250294767
0.5377435000000002,200,114.87,92,19882,-6.614469248727245,4936,0.09630362773896195
0.5165162499999999,210,111.34,99,20795,-6.194445570589632,5392,0.040707402455154806
0.49968325,220,112.77,104,21519,-6.2034633766785285,5752,0.06221029855078086
0.47287599999999996,230,112.82,113,22672,-6.06050833187721,6328,0.060824053711257875
0.45130000000000003,240,103.68,120,23600,-5.313675007396885,6792,0.09575310366926715
0.4316072500000001,250,91.59,126,24447,-4.667899985882712,7216,0.09676798072177917
0.40389324999999976,260,94.38,135,25639,-4.784863565636873,7816,0.09591151482891291
0.3918497499999999,270,87.62,140,26157,-4.436659776934231,8072,0.07985989860026166
0.3802247500000001,280,85.71,144,26657,-4.290465673217058,8328,0.09980009589344263
0.3640660000000001,290,85.22,149,27352,-4.2613942706274965,8672,0.08953552332241088
0.33988600000000024,300,84.1,157,28392,-4.227121769812631,9192,0.13081542146392167
0.32100699999999993,310,83.09,164,29204,-4.173808841273459,9600,0.10826964571606368
0.3020814999999999,320,83.99,170,30018,-4.31513008716044,10008,0.09101857256609946
0.2709729999999999,330,85.84,181,31356,-4.451152220413015,10672,0.13904706737957895
0.2466069999999998,340,87.04,189,32404,-4.595756019551939,11200,0.1034970844630152
0.22477525000000043,350,87.96,197,33343,-4.686671335786838,11664,0.09059139154851437
0.20689599999999986,360,83.73,203,34112,-4.511960298927717,12048,0.12844389455858618
0.17927500000000007,370,90.43,213,35300,-4.961340667195767,12648,0.13112560810986906
0.14393499999999992,380,100.63,225,36820,-5.574655973293222,13408,0.13765832292847335
0.1152445000000003,390,106.02,236,38054,-5.898153691985345,14024,0.08410510094836354
0.07855600000000007,400,111.4,248,39632,-6.192052851675702,14808,0.09204516746103764
0.07,410,117.5,260,41054,-6.439890370363314,15520,0.06576095405034721
0.07,420,126.61,276,42779,-6.862530836812052,16384,0.13169924868270755
0.07,430,135.08,294,44964,-7.2232187453386105,17480,0.09748855326324701
0.07,440,140.64,307,46568,-7.393628308109933,18280,0.060166248702444136
0.07,450,148.32,321,48275,-7.676126154415011,19136,0.05868759611621499
0.07,460,159.3,336,50142,-8.193547946351035,20064,0.05712701159063727
0.07,470,166.71,350,52071,-8.415195608395653,21032,0.06855270790401846
0.07,480,171.38,365,54058,-8.536635205136305,22024,0.1397396861575544
0.07,490,172.56,376,55410,-8.517906404382767,22704,0.07684153644368052
0.07,500,169.17,386,56649,-8.260490686510684,23320,0.08544766739942133
0.07,510,162.1,392,57364,-7.910494533860143,23680,0.05449540726840496
0.07,520,160.06,403,58885,-7.796967141711685,24440,0.08920682966709137
0.07,530,146.65,410,59729,-7.137082512880917,24864,0.05672728980425745
0.07,540,140.78,418,60746,-6.873773217019,25368,0.013572591706179082
