time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/n_updates
22,3000,0.9302499999999999,10,299.0,-20.214756700667415,,
44,5973,0.8611277499999999,20,297.65,-20.781720626846973,,
68,8973,0.7913777499999999,30,298.1,-21.50221680744702,,
95,11628,0.7296490000000002,40,289.7,-20.766996875513808,0.009681373265266302,808
130,14628,0.6598990000000001,50,291.56,-21.064906427848356,0.0004073238269484136,2312
165,17628,0.590149,60,292.8,-20.545792538893693,0.0009013102826429531,3808
200,20628,0.5203990000000001,70,293.6857142857143,-20.58577129833784,0.001003472410957329,5312
233,23467,0.4543922500000003,80,292.3375,-20.4216208945725,0.001055284017638769,6728
267,26310,0.3882924999999998,90,291.3333333333333,-20.022210818217257,0.0010408872985863127,8152
301,29089,0.32368074999999985,100,289.89,-19.992668467542963,0.00111614463821752,9544
337,32089,0.2539307500000003,110,289.89,-20.026432673965697,0.0008196164671971928,11040
374,35089,0.18418075000000034,120,290.16,-19.889544598714533,0.0008818726782919839,12544
411,38089,0.11443075000000025,130,290.16,-19.6705219675558,0.0012823479373764712,14040
448,41089,0.07,140,293.61,-19.671686387792555,0.0006659637147095054,15544
485,44089,0.07,150,293.61,-19.322762726136958,0.012088649833458476,17040
523,47089,0.07,160,293.61,-19.329004423342187,0.0006300016575551126,18544
560,50089,0.07,170,293.61,-19.257631462230705,0.0007767736387904733,20040
597,53089,0.07,180,295.22,-19.27680739406735,0.012573174113640562,21544
634,56089,0.07,190,296.79,-19.496208099390902,0.0010869315810850821,23040
672,59089,0.07,200,299.0,-19.226590356959154,0.000678027601679787,24544
709,62089,0.07,210,299.0,-19.286205920622713,0.0012446107575669885,26040
746,65089,0.07,220,299.0,-19.191431949583922,0.0005547660766751505,27544
781,67853,0.07,230,296.64,-18.75862124725831,0.0007236102101160213,28920
818,70853,0.07,240,296.64,-18.93866286234671,0.0014375887622009031,30424
855,73853,0.07,250,296.64,-18.981301479881132,0.0008670613206049893,31920
893,76853,0.07,260,296.64,-19.21354162829372,0.0009395606684847735,33424
930,79853,0.07,270,296.64,-19.317701476030464,0.0007252806390170008,34920
968,82853,0.07,280,296.64,-19.4198540768707,0.0009593864633643534,36424
1006,85853,0.07,290,296.64,-19.72562760736755,0.0009469442375120707,37920
1043,88853,0.07,300,296.64,-20.14828035836243,0.0008844390249578282,39424
1079,91853,0.07,310,296.64,-19.986487583771282,0.0006135087496659253,40920
1113,94643,0.07,320,294.54,-19.8757464975128,0.0017449682200094685,42320
1149,97643,0.07,330,296.9,-20.07575203024104,0.0008303175127366558,43816
1188,100643,0.07,340,296.9,-20.293006097716347,0.0006946576504560653,45320
1225,103643,0.07,350,296.9,-20.51691304435639,0.001378719178319443,46816
1262,106643,0.07,360,296.9,-20.507019858227768,0.001051877399731893,48320
1299,109643,0.07,370,296.9,-20.796173899617447,0.001571854983922094,49816
1337,112643,0.07,380,296.9,-20.827008020938855,0.001090619683964178,51320
1371,115385,0.07,390,294.32,-20.588573546695926,0.0009525374189252034,52688
1409,118385,0.07,400,294.32,-20.606924859875175,0.0006103522173361853,54192
1446,121385,0.07,410,294.32,-21.019761537486815,0.0008119129524857271,55688
1477,123893,0.07,420,291.5,-20.882205973931026,0.0008874115083017386,56944
1515,126893,0.07,430,291.5,-20.768275599126177,0.0007464761001756415,58440
1548,129624,0.07,440,288.81,-20.16594838176367,0.0007661593081138562,59808
1583,132373,0.07,450,286.3,-19.638014410927273,0.002226985845481977,61184
1620,135373,0.07,460,286.3,-19.63328882139246,0.000998698018520372,62680
1657,138373,0.07,470,286.3,-19.33914484970042,0.0014694983583467547,64184
1691,141125,0.07,480,283.82,-19.092713385152713,0.0007754374055366497,65560
1725,143863,0.07,490,283.78,-18.840998311048562,0.0013470040648826398,66928
1762,146863,0.07,500,283.78,-18.53836342400539,0.0005514698823390063,68424
1793,149333,0.07,510,278.48,-17.704087243573955,0.0008952697244239971,69664
1830,152333,0.07,520,283.4,-17.91880719416621,0.0008078349856077693,71160
1866,155202,0.07,530,282.09,-18.21883218802772,0.013671540858922526,72600
1903,158202,0.07,540,284.78,-18.39118127682043,0.0009791673401196022,74096
1933,160565,0.07,550,280.92,-18.37457198065329,0.0007397812732961029,75280
1970,163565,0.07,560,280.92,-18.454699819989308,0.014519735428621061,76776
2008,166565,0.07,570,280.92,-18.258140879975006,0.0011912731279153377,78280
2041,169296,0.07,580,280.71,-18.139119615990115,0.0008101582970994059,79640
2079,172296,0.07,590,283.33,-18.547836787039767,0.0011699274800776038,81144
2113,175038,0.07,600,280.75,-18.33813096847523,0.0011749628029065207,82512
2150,178038,0.07,610,286.05,-18.553050705050218,0.0017885029737954028,84016
2185,180775,0.07,620,283.42,-18.236436236738047,0.0010970398943754844,85384
2218,183436,0.07,630,281.34,-18.31081817233728,0.0009098238297156058,86712
2253,186199,0.07,640,278.97,-18.388421989101232,0.0011184604809386656,88096
2291,189199,0.07,650,285.34,-18.51936463943889,0.001459449042158667,89592
2329,192199,0.07,660,285.34,-18.519169364004615,0.0022015187132637948,91096
2367,195199,0.07,670,285.34,-18.719923048244464,0.001030658204399515,92592
2400,197826,0.07,680,284.3,-18.516543595311855,0.0014885586424497887,93912
