time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
10,0,55.5,565,0.9868637500000002,3.2400824521876914,,
20,1,67.4,1368,0.9681940000000002,4.12429177458955,,
30,2,75.23333333333333,2287,0.9468272500000001,4.28583703496446,,
40,3,75.75,3070,0.9286225000000001,4.290045246324374,,
50,4,74.76,3788,0.9119290000000002,4.23016784555681,,
60,5,76.16666666666667,4630,0.8923525,4.31006877523237,,
70,6,75.64285714285714,5365,0.8752637500000001,4.323477556974045,,
80,7,75.9125,6153,0.8569427499999998,4.407086607397193,,
90,8,76.56666666666666,6981,0.8376917500000002,4.501840624505067,,
100,9,76.51,7751,0.8197892500000001,4.538992853988254,,
110,10,78.66,8531,0.80165425,4.610871243060171,,
120,11,79.36,9404,0.7813570000000003,4.634169812941684,,
130,14,79.34,10321,0.76003675,4.658325111315028,160,0.050592427753144875
140,17,79.23,11093,0.74208775,4.640918373864244,544,0.09481159020469931
150,21,78.91,11779,0.7261382499999999,4.510297380981609,888,0.038120464158055256
160,23,76.49,12379,0.7121882499999999,4.244306572695299,1184,0.0760041964949778
170,26,74.91,12956,0.6987729999999998,4.001576616016877,1472,0.06667882951114734
180,29,71.67,13420,0.6879849999999998,3.643319844449764,1704,0.05742754221864743
190,30,67.12,13793,0.6793127500000002,3.250128083400577,1896,0.06662471792878932
200,33,64.3,14281,0.6679667500000004,2.9521764214001127,2136,0.019514758547302336
210,35,60.75,14706,0.6580855000000001,2.731567274678552,2352,0.0953948381866212
220,37,55.6,15064,0.6497619999999997,2.310985238002103,2528,0.057827930417261086
230,38,50.04,15425,0.64136875,1.9448708883825,2712,0.05755299807788106
240,40,46.13,15806,0.6325104999999999,1.6798206532784121,2896,0.05782389477826655
250,42,43.48,16227,0.6227222500000003,1.595247849703978,3112,0.1055897219630424
260,44,41.64,16643,0.6130502499999999,1.5828610204670446,3320,0.08665827545337379
270,47,41.42,17198,0.6001464999999999,1.6403818978670417,3592,0.09575903511722572
