rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9395965000000003,2598,4,10,-13.08155940688955,258.8,,
0.8864702500000001,4883,7,20,-12.556150923698151,243.15,,
0.8348087499999999,7105,10,30,-12.336413690773494,235.83333333333334,,
0.7975157500000003,8709,13,40,-11.338881671033214,216.725,,
0.7401347500000002,11177,21,50,-12.019147999102117,222.54,584,0.018538086210355686
0.6744999999999998,14000,36,60,-12.61730172526391,232.33333333333334,1992,0.009273048270188156
0.61221325,16679,52,70,-12.806992033687965,237.27142857142857,3336,0.01831780418251583
0.5494150000000002,19380,69,80,-12.763659393070741,241.25,4688,0.018401782006549183
0.4796650000000001,22380,86,90,-12.778157276314111,247.66666666666666,6184,0.03611187911883462
0.41642500000000027,25100,101,100,-12.712049320857504,250.0,7544,0.009454819548409432
0.35478925000000017,27751,114,110,-12.617045235693347,250.53,8872,0.000947944849031046
0.2877827500000001,30633,130,120,-12.622422499222388,256.5,10312,0.009638815667130984
0.2223805000000001,33446,147,130,-12.665564722945508,262.41,11720,0.01876155912032118
0.1591870000000002,36164,163,140,-12.979958425149748,273.55,13080,0.027752870053518564
0.0894370000000001,39164,180,150,-12.732396732606665,278.87,14576,0.0015444069867953658
0.07,41866,195,160,-12.272134582553932,277.66,15928,0.0016481892671436071
0.07,44866,213,170,-12.090957087373187,280.87,17432,0.009825867527979426
0.07,47866,231,180,-12.040939693651477,283.86,18928,0.010798761039040983
0.07,50866,247,190,-11.930217818696333,283.86,20432,0.0023382328654406592
0.07,53866,264,200,-11.938960438881109,286.66,21928,0.010287095487001352
0.07,56866,280,210,-11.87960874085177,290.15,23432,0.010276281653204933
0.07,59866,296,220,-11.799716138057285,291.33,24928,0.002318899001693353
0.07,62568,312,230,-11.559097906601663,290.22,26280,0.002292325472808443
0.07,65568,329,240,-11.488988362340834,293.04,27776,0.0036529308126773685
0.07,68568,346,250,-11.345795211158928,293.04,29280,0.01946785894688219
0.07,71340,360,260,-11.242276895235053,293.74,30664,0.0029086363938404247
0.07,74340,376,270,-11.1543778728516,293.74,32168,0.010742028447566554
0.07,77208,391,280,-11.005518575115687,292.42,33600,0.0028549989219754934
0.07,79915,406,290,-10.849309417132563,289.49,34952,0.02114755369257182
0.07,82597,420,300,-10.672545164486746,286.31,36296,0.0048790432047098875
0.07,85597,436,310,-10.76948354412452,286.31,37792,0.003980735753430054
0.07,88127,449,320,-10.65789261482724,281.61,39056,0.0035803534847218543
0.07,90959,464,330,-10.85689598297127,282.91,40472,0.021648141701007262
0.07,93665,478,340,-10.949498417221061,279.97,41832,0.012589046877110377
0.07,96426,493,350,-11.070767600953829,277.58,43208,0.0038375678996089846
0.07,99127,507,360,-11.15865406495931,276.87,44560,0.0035833761503454298
0.07,102127,525,370,-11.24942388133083,276.87,46056,0.0047041490324772894
0.07,105127,542,380,-11.508924385129564,278.19,47560,0.01131553712184541
0.07,108127,558,390,-11.664389228811771,281.12,49056,0.0034061958140227944
0.07,111127,573,400,-11.804764452197334,284.3,50560,0.017892688541905954
0.07,113920,588,410,-11.627955704027729,282.23,51952,0.0026666386402212083
0.07,116889,604,420,-11.722974440210349,286.62,53440,0.012026990414597094
0.07,119889,623,430,-11.628006022740614,288.3,54944,0.0034393882961012423
0.07,122889,640,440,-11.543402453916103,291.24,56440,0.003345743811223656
0.07,125889,656,450,-11.404821274219794,293.63,57944,0.0037044930941192433
0.07,128889,672,460,-11.372353025665813,296.62,59440,0.003166419395711273
0.07,131889,690,470,-11.387468364435584,296.62,60944,0.0022301790886558592
0.07,134889,707,480,-11.181900685785866,296.62,62440,0.003063520387513563
0.07,137596,722,490,-10.936777612357227,293.69,63792,0.0018311589446966536
0.07,140300,736,500,-10.71570856670383,290.73,65144,0.0025152244634227827
0.07,143300,755,510,-10.778173462270665,292.8,66648,0.0018526765779824927
0.07,146300,773,520,-10.752774608012228,293.11,68144,0.001871933156508021
0.07,148771,787,530,-10.573495893136474,287.82,69384,0.002234014726127498
0.07,151771,806,540,-10.6840797437189,287.82,70880,0.0019959531564381905
0.07,154771,823,550,-10.70923892429699,287.82,72384,0.0014569183549610898
0.07,157771,840,560,-10.658548199169877,287.82,73880,0.001785342174116522
0.07,160771,856,570,-10.4806532928989,287.82,75384,0.0021855457962374203
0.07,163771,874,580,-10.404020882431674,287.82,76880,0.012283830183150712
0.07,166771,890,590,-10.505487406474813,290.75,78384,0.0024408266763202846
0.07,169474,904,600,-10.562650215158596,290.74,79736,0.002111854322720319
0.07,172474,920,610,-10.494814128234252,290.74,81232,0.0017549010080983862
0.07,175474,936,620,-10.494617456395154,290.74,82736,0.007229964001453482
0.07,178474,952,630,-10.73355967340066,296.03,84232,0.0032716786954551935
0.07,181474,968,640,-10.685519013963399,296.03,85736,0.0024080247967503965
0.07,184474,984,650,-10.788506833244096,296.03,87232,0.0028026065847370774
0.07,187474,1000,660,-10.971246385268214,296.03,88736,0.011566865527129266
0.07,190311,1015,670,-11.036407686314435,294.4,90152,0.001968824813957326
0.07,193014,1029,680,-11.102111736208535,291.43,91504,0.002281261477037333
0.07,196014,1045,690,-11.298234242955896,291.43,93000,0.002341109298868105
0.07,199014,1061,700,-11.469346869452165,294.4,94504,0.0018868673068936914
