rollout/exploration_rate,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9507332499999999,10,2,2119,210.9,-12.57975043265435,,
0.9171370000000002,20,3,3564,177.2,-10.34743803904061,,
0.8756590000000001,30,5,5348,177.26666666666668,-10.591793205267217,,
0.8252995000000001,40,8,7514,186.85,-10.721633725897032,,
0.7915404999999999,50,11,8966,178.32,-10.19109796166799,,
0.7573862500000001,60,14,10435,172.91666666666666,-9.956445274185977,216,0.009462234253987845
0.7151874999999999,70,23,12250,174.0,-10.00938355958929,1120,0.03741415975764539
0.6924722499999998,80,28,13227,164.3375,-9.213892011790264,1608,0.03751948937679117
0.66373525,90,34,14463,159.7,-8.839106038310689,2224,0.05561869929624663
0.6341147500000001,100,40,15737,156.37,-8.388686746602962,2864,0.02801249600452138
0.6091675000000003,110,45,16810,145.91,-7.554728478023162,3400,0.04595584052003687
0.5826159999999998,120,51,17952,142.88,-7.25704713985839,3968,0.0546601369351265
0.5627837499999999,130,55,18805,133.57,-6.48670360566981,4400,0.05465099332650425
0.5335352499999999,140,62,20063,124.49,-5.888048967972571,5024,0.04523227245226735
0.4916387500000001,150,71,21865,127.99,-5.773192173790652,5928,0.08033750821778085
0.4598792500000001,160,78,23231,126.96,-5.414517562052608,6608,0.0526942504075123
0.42530650000000014,170,86,24718,123.68,-4.940279379308747,7352,0.04415414604591206
0.4057299999999999,180,90,25560,122.33,-4.886861208782861,7776,0.06058407013188116
0.38880400000000004,190,94,26288,117.25,-4.564003715919945,8136,0.03544659494946245
0.37248249999999994,200,98,26990,111.53,-4.383069323809792,8488,0.04416343109915033
0.35623074999999993,210,102,27689,107.79,-4.199698607410797,8840,0.044143702602013946
0.32688925000000024,220,109,28951,108.99,-4.084884146396076,9472,0.05045696196611971
0.30921925000000017,230,113,29711,108.06,-4.006571804057958,9848,0.06116044780355878
0.2875734999999997,240,118,30642,104.79,-3.8323352592338527,10320,0.02813968202099204
0.2658115000000002,250,123,31578,96.13,-3.4594173330291302,10784,0.05002295540180057
0.23998074999999974,260,129,32689,93.58,-3.313905561396969,11344,0.0648061516112648
0.22310125000000025,270,133,33415,85.97,-2.99700856409463,11704,0.05066373394220136
0.20933725000000036,280,136,34007,83.47,-2.880690673292442,12000,0.03355951266712509
0.18257650000000014,290,142,35158,87.7,-2.9915619316922415,12576,0.07196241558995098
0.15837325000000002,300,148,36199,91.09,-3.0518623494480455,13096,0.07048678590217605
0.11968525000000008,310,156,37863,100.74,-3.3031329564933736,13928,0.033949920907616615
0.10489825000000019,320,160,38499,94.48,-3.1294933752738467,14248,0.040506234945496544
0.0766030000000002,330,166,39716,99.05,-3.233003696216029,14856,0.05505898129194975
0.07,340,175,41489,107.47,-3.4247736230206556,15744,0.09751595111447386
0.07,350,180,42454,107.76,-3.398064726069726,16224,0.055962087702937424
0.07,360,186,43610,108.21,-3.336565566608209,16800,0.0467868460691534
0.07,370,189,44328,108.13,-3.3100555425509866,17160,0.06092944159172475
0.07,380,194,45128,110.21,-3.3537667103483755,17560,0.045607840875163674
0.07,390,198,46053,107.95,-3.2578124308123075,18024,0.058393843413796276
0.07,400,201,46589,102.9,-3.122871665735647,18288,0.03842172323493287
0.07,410,208,47898,99.35,-3.0047359499050983,18944,0.018461751227732748
0.07,420,215,49234,106.35,-3.1687364487153054,19616,0.06499291412183084
0.07,430,222,50590,107.74,-3.2159183729931082,20288,0.044607448333408684
