time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,79.2,0,802,0.9813535000000002,4.111872152686647,,
20,76.4,1,1548,0.9640090000000001,3.5373053273328887,,
30,77.93333333333334,2,2368,0.9449440000000002,3.8091262787670668,,
40,70.175,3,2847,0.93380725,3.318954783736676,,
50,81.42,5,4121,0.90418675,4.259226131948769,,
60,73.91666666666667,5,4495,0.8954912499999998,3.779676447764226,,
70,88.85714285714286,8,6290,0.8537575000000002,4.657632912390646,,
80,91.2875,10,7383,0.8283452499999999,4.859058299637138,,
90,91.56666666666666,12,8331,0.8063042500000001,4.88707430644389,,
100,98.13,14,9913,0.7695227500000001,5.305423759769163,,
110,95.64,18,10466,0.7566655000000001,5.110037855306496,0.10454115220636595,232
120,104.12,29,12060,0.7196049999999999,5.765078918464875,0.13461234098213026,1024
130,102.93,34,12761,0.7033067500000001,5.6131818647850835,0.08692090455588186,1376
140,111.23,43,14070,0.6728725,6.1438975828493065,0.058306956707383506,2032
150,115.71,55,15792,0.632836,6.224422260094687,0.0691629626962822,2888
160,131.33,69,17728,0.5878239999999998,7.018039418023737,0.088912862673169,3856
170,125.62,78,18952,0.5593660000000003,6.586049111851358,0.07994632801273838,4472
180,133.32,92,20815,0.5160512499999999,6.826659392462276,0.05159579144674353,5400
190,138.05,103,22236,0.4830129999999998,6.9511424487127655,0.11459376133279875,6112
200,135.51,113,23564,0.4521369999999999,6.724038860903664,0.10514398742816411,6776
210,139.82,120,24548,0.4292590000000003,6.989550950515213,0.04298421241401229,7272
220,138.56,131,26016,0.39512800000000015,6.738217798513959,0.09556296648224816,8000
230,140.21,138,26882,0.3749935,6.829706994019866,0.04625918991223443,8440
240,140.99,149,28269,0.34274574999999985,6.801188296955108,0.08923424486420117,9128
250,136.6,159,29552,0.31291599999999997,6.520445461659836,0.17560219910228625,9768
260,130.42,169,30870,0.28227250000000026,6.203540539317776,0.10086220072116703,10432
270,129.05,177,31957,0.25699974999999986,6.168121866564798,0.08210570085793734,10976
280,117.76,183,32691,0.23993425000000002,5.652118653159464,0.13631828513462096,11344
290,112.99,190,33635,0.21798625000000027,5.469222909812507,0.13016045428230427,11816
300,108.67,197,34531,0.1971542500000001,5.1951591669804325,0.08608629900845699,12264
310,111.73,208,35821,0.16716175000000022,5.316061110333477,0.11966034144279547,12904
320,110.21,218,37137,0.13656475000000012,5.230985820713606,0.09745767660206184,13568
330,113.75,228,38357,0.10819975000000026,5.430834611952514,0.12314567243447527,14176
340,114.6,240,39829,0.07397575,5.44134158463373,0.10242026014020666,14912
350,117.54,251,41406,0.07,5.554865513193201,0.04124314012005925,15696
360,120.29,264,42999,0.07,5.649824158152728,0.08165719575481489,16496
370,125.1,276,44567,0.07,5.822035861786862,0.0668097753659822,17280
380,131.05,286,45896,0.07,6.075201003041617,0.06779838094371371,17944
390,135.19,297,47254,0.07,6.22190404648131,0.09510002675233409,18624
400,141.26,308,48757,0.07,6.445332610098778,0.016864195495145395,19376
410,138.39,316,49760,0.07,6.273211100765941,0.06786426270264201,19872
420,134.6,323,50697,0.07,6.018686208824805,0.09517223259899765,20344
430,128.86,328,51343,0.07,5.64905986394079,0.1366519161965698,20664
