rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
-2.6920186534195047,2,61.2,10,0.9855385000000002,622,,
-2.9459731161363076,3,65.05,20,0.9692867500000001,1321,,
-2.4296243123348185,4,55.266666666666666,30,0.960754,1688,,
-2.798011522534988,5,64.7,40,0.9388989999999998,2628,,
-2.9931233090558216,6,65.02,50,0.92325175,3301,,
-3.860850675663765,8,79.08333333333333,60,0.8882837500000001,4805,,
-4.078485810299712,10,81.92857142857143,70,0.8650337500000002,5805,,
-4.041648408825579,11,80.575,80,0.8482704999999998,6526,,
-4.371430356038903,13,84.14444444444445,90,0.8218352500000001,7663,,
-4.249995769032342,15,82.95,100,0.8048162500000001,8395,,
-4.814425665909765,17,88.96,110,0.7763815000000002,9618,,
-5.303773214082476,26,97.42,120,0.7404602500000003,11163,576,0.10080291327903979
-5.760236944394303,35,105.89,130,0.7122347500000001,12377,1184,0.12821465845627245
-6.145320186264364,45,110.29,140,0.6801497500000001,13757,1872,0.06452612433713512
-6.157261666846114,52,112.79,150,0.65869,14680,2336,0.10128246301610488
-5.82552300648667,59,108.02,160,0.63481225,15707,2848,0.1017860210413346
-6.136352350649343,73,116.4,170,0.5920787499999998,17545,3768,0.13004088698653504
-6.623027800274562,85,125.31,180,0.55459975,19157,4576,0.11228258279152215
-6.334521522613022,93,124.01,190,0.531187,20164,5080,0.06622638292901684
-6.627564699219601,103,130.53,200,0.49900900000000026,21548,5768,0.11210270934680011
-6.551306800653561,113,131.83,210,0.46755175000000027,22901,6448,0.029850791179342195
-6.270794260118432,122,127.31,220,0.4421395,23994,6992,0.07547647040337324
-6.242368796175945,131,127.04,230,0.4145417500000004,25181,7584,0.08678793825674802
-6.026643459452362,141,125.61,240,0.3857814999999999,26418,8208,0.08639411695185117
-6.427830456723923,153,132.38,250,0.3485814999999999,28018,9008,0.11288587705348618
-6.545345182478821,164,135.42,260,0.31763575,29349,9672,0.11381493549561128
-6.1104719360893816,171,126.06,270,0.29666424999999996,30251,10120,0.048977135971654207
-5.983605925488622,183,125.29,280,0.2609754999999999,31786,10888,0.13156229723244905
-6.067005668752752,192,125.58,290,0.23688850000000028,32822,11408,0.05820988613413647
-6.130624003468411,204,126.06,300,0.2035945,34254,12120,0.06854613331961446
-5.8188563940953415,211,121.46,310,0.18283225000000025,35147,12568,0.11619585685548373
-6.151174095684596,226,128.17,320,0.14181924999999995,36911,13448,0.09536789380945265
-6.110364367227955,235,127.63,330,0.11547699999999983,38044,14016,0.06931146496208385
-6.2369634400331915,247,129.55,340,0.08225274999999999,39473,14736,0.1060309199965559
-6.1415232710533125,259,127.97,350,0.07,40915,15456,0.06014715076889843
-6.083976379552972,269,126.34,360,0.07,42083,16040,0.05111438446328975
-6.091139084200132,276,126.03,370,0.07,42954,16472,0.0959968501701951
-6.013660925246517,289,126.94,380,0.07,44580,17288,0.03154925731359981
-5.88351837880483,296,124.54,390,0.07,45376,17680,0.0686239117057994
-5.515085268909783,301,116.73,400,0.07,46027,18008,0.0883535171742551
-5.539011353986593,309,117.55,410,0.07,47002,18496,0.05129685430438258
-4.995265937348387,314,106.4,420,0.07,47651,18824,0.013304807129316032
-4.964387330544749,324,107.95,430,0.07,48939,19464,0.05114307190524414
-4.6054011749495665,331,101.44,440,0.07,49717,19856,0.10933348350226879
-4.090844602700943,334,91.08,450,0.07,50123,20056,0.1071007163845934
-3.749898756323518,338,84.4,460,0.07,50623,20304,0.04225410844082944
-3.5179137591245846,342,79.97,470,0.07,51051,20520,0.0709679379069712
-3.227526130233297,349,72.72,480,0.07,51952,20968,0.13431863154983148
-3.1301385432366104,355,71.39,490,0.07,52615,21304,0.06161448283819482
-3.1566726009863033,361,73.12,500,0.07,53439,21712,0.12526911788154393
-2.9467594705315836,366,69.07,510,0.07,54009,22000,0.061014683393295854
-2.953554383473488,372,69.94,520,0.07,54745,22368,0.059660589147824794
-2.8556721265785656,381,67.34,530,0.07,55773,22880,0.0799409145838581
-2.9804113811710273,389,69.57,540,0.07,56774,23384,0.08816636959090829
-3.188435069804348,398,76.06,550,0.07,57829,23912,0.0972473993897438
-3.1747013007064737,402,76.06,560,0.07,58329,24160,0.08828567957971245
-3.40565816026775,411,82.38,570,0.07,59389,24688,0.08690290717640892
-3.3463614828177173,418,81.36,580,0.07,60188,25088,0.12574088043766096
-3.492643795603442,428,86.4,590,0.07,61355,25672,0.08781522623030469
-3.570418422507581,437,88.56,600,0.07,62395,26192,0.05984321120195091
-3.7648209191249737,446,94.87,610,0.07,63596,26792,0.1190656621765811
-3.771904808405279,454,96.57,620,0.07,64502,27248,0.113244430947816
-3.968061663158839,467,101.24,630,0.07,65997,27992,0.06816849490860477
-3.94500845072157,478,104.29,640,0.07,67303,28648,0.08942563214804977
-4.233470370623894,492,111.0,650,0.07,69029,29512,0.07002507534343749
-4.299375874912086,499,113.95,660,0.07,69824,29904,0.11492766757146455
-4.211786833160975,507,112.36,670,0.07,70725,30360,0.1336158937192522
-4.1985866539318115,516,113.93,680,0.07,71681,30840,0.07520534499781206
-4.2630637139138505,527,115.0,690,0.07,72955,31472,0.08055928198155016
-4.264086113452601,537,115.5,700,0.07,74045,32016,0.030695066641783342
-4.024350063262603,543,110.63,710,0.07,74759,32376,0.057970140158431605
-3.9475624237422915,550,110.83,720,0.07,75685,32840,0.1356207785429433
-3.7879229245852697,561,109.24,730,0.07,77021,33504,0.058554924646159634
-3.905355447741327,573,109.1,740,0.07,78313,34152,0.06088823504978791
-3.830588326956774,587,110.63,750,0.07,80192,35088,0.09570065146544948
-4.0279381976484965,597,115.94,760,0.07,81518,35752,0.11529467353830114
-4.230468926824037,607,119.86,770,0.07,82811,36400,0.06478738496662118
-4.1859642741048875,612,116.86,780,0.07,83467,36728,0.07526600910932757
-3.9912784928091853,618,111.5,790,0.07,84205,37096,0.10297371668275446
-4.102808641263104,627,112.86,800,0.07,85431,37712,0.08583377348259091
-4.490067304519787,639,120.62,810,0.07,86921,38456,0.10225086280843243
-4.693730155505442,650,124.05,820,0.07,88190,39088,0.1279162964783609
-4.977508813627966,663,125.57,830,0.07,89678,39832,0.06662566278828308
-5.158883799340742,675,127.81,840,0.07,91194,40592,0.08386553224408999
-5.0157579247092166,686,121.09,850,0.07,92401,41200,0.09951261489186436
-4.767918830380006,690,113.54,860,0.07,92972,41480,0.11468718410469592
-4.656748457754063,698,110.9,870,0.07,94001,42000,0.08146587150986306
-5.147980271998547,712,122.17,880,0.07,95784,42888,0.14661732080276124
-5.173829057639439,718,123.44,890,0.07,96649,43320,0.07672457653097808
-5.064550604332425,725,120.96,900,0.07,97627,43808,0.06420422083465382
-4.942814512499673,735,118.17,910,0.07,98838,44416,0.07572222861927003
-4.8759333221536965,742,114.76,920,0.07,99766,44880,0.04717961326241493
