time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/n_updates
23,2901,0.93255175,10,289.1,19.089067280973516,,
45,5661,0.86838175,20,282.05,17.775854887943062,,
70,8661,0.7986317499999999,30,287.7,20.90883864783934,,
99,11554,0.7313695000000001,40,287.85,20.122260765238263,0.00033020592309185304,776
130,14161,0.67075675,50,282.22,19.161215541225133,0.0003718010812008288,2080
164,17027,0.6041222500000003,60,282.78333333333336,19.09449194059579,0.000502318001963431,3512
198,19832,0.5389059999999999,70,282.3142857142857,18.690594202108986,0.0009189542906824499,4912
234,22784,0.4702719999999999,80,283.8,18.904109185602053,0.011529675619385671,6384
270,25692,0.40266099999999994,90,284.46666666666664,18.90515137656356,0.001255234208656475,7840
307,28692,0.33291099999999985,100,285.92,19.014096135663227,0.011726337543223053,9344
344,31692,0.263161,110,286.91,19.003127438767375,0.0011562687504920177,10840
382,34692,0.19341100000000044,120,289.31,19.319638116129887,0.012096574908355251,12344
420,37692,0.12366100000000035,130,289.31,18.522617703448923,0.0007441675443260465,13840
455,40436,0.07,140,287.82,18.494953367565625,0.0010209541069343686,15216
494,43436,0.07,150,291.75,19.092721937466653,0.03494413616863312,16712
527,46025,0.07,160,288.98,18.905168543546083,0.012293963998672552,18008
563,48765,0.07,170,288.33,19.0902016566977,0.012291452105273493,19376
601,51765,0.07,180,288.81,19.502094851967392,0.0006757248484063894,20880
641,54765,0.07,190,289.73,19.73761473751903,0.0006688791218039114,22376
675,57302,0.07,200,285.1,19.311618573869943,0.012022493385302369,23648
710,60052,0.07,210,282.6,19.463966555927712,0.0014384210808202624,25024
748,63052,0.07,220,282.6,19.348261287370704,0.0006908413306518923,26520
784,65839,0.07,230,280.47,19.226297888377697,0.014409615148906596,27912
819,68590,0.07,240,280.54,19.07138607570347,0.0010699225531425327,29288
858,71590,0.07,250,280.54,18.949125458065108,0.0030629299508291297,30792
896,74590,0.07,260,284.65,19.34351960215493,0.0008473733723803889,32288
934,77590,0.07,270,287.25,19.61341250546829,0.0011240957683185115,33792
969,80394,0.07,280,285.29,19.403973330608224,0.0008206146521843038,35192
1007,83394,0.07,290,285.29,19.588000845123503,0.0014949280484870542,36696
1044,86356,0.07,300,289.54,19.973313213068227,0.015554707693809178,38176
1082,89356,0.07,310,292.04,19.873334849674453,0.0013257450627861544,39672
1120,92356,0.07,320,292.04,19.951525533596,0.0031746164240757935,41176
1155,95093,0.07,330,291.54,20.261905504416756,0.016249217591393972,42544
1191,97927,0.07,340,292.37,20.82476458056507,0.001430434946087189,43960
1228,100927,0.07,350,292.37,20.737820570336336,0.014562102260242682,45456
1265,103927,0.07,360,292.37,20.896028719271154,0.003461721702478826,46960
1302,106927,0.07,370,292.37,21.068949576297296,0.012407820315274876,48456
1339,109927,0.07,380,294.33,21.04945280893135,0.001967434582184069,49960
1374,112767,0.07,390,292.73,20.800555289838734,0.0036819742672378197,51376
1411,115767,0.07,400,293.11,20.980514420745376,0.004526027791143861,52880
1448,118767,0.07,410,293.11,21.20035478064603,0.00227755101150251,54376
1483,121584,0.07,420,291.28,21.01733417671803,0.0009659528877818957,55784
1520,124584,0.07,430,293.91,21.054388263599666,0.002722196288232226,57288
1557,127584,0.07,440,295.57,20.89862859296576,0.0008097439313132782,58784
1593,130395,0.07,450,293.68,20.674978806212412,0.0008615786027803551,60192
1630,133395,0.07,460,293.68,20.322725771552197,0.0022566855477634817,61696
1668,136395,0.07,470,293.68,19.892159107155987,0.0019093087466899306,63192
1706,139395,0.07,480,293.68,19.515716309003537,0.0025964914457290433,64696
1738,141927,0.07,490,290.6,19.092079279273396,0.001428730356565211,65960
1776,144927,0.07,500,290.6,18.994387924731953,0.0018306582387594972,67456
1809,147590,0.07,510,287.23,18.306725103370912,0.0019021106854779646,68792
1847,150590,0.07,520,289.06,18.619626552371255,0.0013456837041303515,70288
1885,153577,0.07,530,288.93,18.20742837755287,0.017702714205370285,71784
1923,156577,0.07,540,288.93,18.175856329118545,0.0009976906767406035,73288
1961,159577,0.07,550,290.82,18.70048542363206,0.0013879433536203578,74784
1999,162577,0.07,560,290.82,19.02976652827245,0.0013685823359992355,76288
2037,165577,0.07,570,290.82,19.328912001430616,0.010842112707905471,77784
2076,168577,0.07,580,290.82,19.707160567964014,0.0011974255903623998,79288
2114,171577,0.07,590,295.5,20.129400405727214,0.0009983000309148338,80784
2151,174444,0.07,600,294.17,19.974978925822423,0.008973463322035968,82216
2190,177444,0.07,610,297.54,20.636817263302884,0.0020153815057710744,83720
2229,180444,0.07,620,297.54,20.930342213136587,0.001475597295211628,85216
2267,183444,0.07,630,297.67,21.007890393195,0.0012052742749801837,86720
2303,186194,0.07,640,295.17,21.0895354582971,0.0012329432356636971,88096
2342,189194,0.07,650,295.17,21.219358367799128,0.01666861707053613,89592
2380,192194,0.07,660,295.17,21.15971250086609,0.0009108804151765071,91096
2416,194977,0.07,670,293.0,20.906814497825454,0.03216779461217811,92488
2455,197977,0.07,680,293.0,20.807575055123813,0.0015683741657994688,93984
