time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
2257,0.94752475,224.7,2,12.657335988894278,10,,
4225,0.9017687500000002,210.25,4,11.524775272858333,20,,
5937,0.8619647500000002,196.9,6,11.017973848001697,30,,
7980,0.8144649999999998,198.5,9,11.132680841417539,40,,
9821,0.7716617500000003,195.42,12,11.378790434205198,50,,
11436,0.734113,189.6,19,10.968639431782474,60,712,0.019334579661517637
12789,0.7026557499999999,181.7,26,10.166371666831257,70,1392,0.06602361601653683
13413,0.6881477499999998,166.6625,29,9.22157514245279,80,1704,0.009608032152755186
14155,0.67089625,156.27777777777777,33,8.577510386515678,90,2072,0.047155692940577865
15286,0.6446005000000001,151.86,38,8.163273400627196,100,2640,0.04762793341797078
16002,0.6279534999999998,136.45,42,7.211812395513853,110,3000,0.038351612820406444
16454,0.6174445000000002,121.29,44,6.365188564576726,120,3224,0.04765382665209472
16912,0.6067960000000001,108.75,47,5.543311472355373,130,3448,0.03844952482904773
17460,0.5940549999999998,93.8,49,4.600025638942428,140,3728,0.0480669506941922
18015,0.58115125,80.94,52,3.5539214846750142,150,4000,0.030565347464289516
18487,0.5701772499999997,69.51,54,2.8709085308983107,160,4240,0.057671596499858424
19023,0.5577152499999998,61.34,57,2.557551427438082,170,4504,0.09541249508038163
19504,0.5465319999999998,59.91,59,2.4720255069935893,180,4744,0.07623637822689489
19824,0.5390920000000001,55.69,61,2.248860733807439,190,4904,0.09605961639317684
20206,0.5302105000000003,48.2,63,1.9450662057556314,200,5096,0.07640149453072809
20477,0.5239097500000003,43.75,65,1.7376299367744161,210,5232,0.07743690005736426
20944,0.5130519999999998,43.9,67,1.6874646230713417,220,5464,0.07714225846575573
21345,0.5037287500000003,43.33,69,1.6585990417742633,230,5672,0.05849322845460847
21641,0.4968467500000001,40.81,71,1.5721460833795677,240,5816,0.08694599400041625
22057,0.4871747500000002,39.42,73,1.5301637167950264,250,6024,0.0959253812325187
22430,0.4785025000000003,38.43,75,1.464846589915994,260,6208,0.0964741237112321
22731,0.47150424999999985,36.08,77,1.34703748994258,270,6360,0.1692180186510086
23002,0.46520349999999977,33.98,78,1.2728462232771867,280,6496,0.10547157301334664
23610,0.4510675000000002,36.86,81,1.381811677550699,290,6800,0.13349453266710043
24049,0.4408607499999999,37.43,84,1.3991877243070407,300,7024,0.0699171211454086
24398,0.4327464999999999,38.21,85,1.4078625353421308,310,7192,0.11512037174543366
24723,0.4251902499999999,36.79,87,1.378832839426707,320,7360,0.15142716653645039
25118,0.41600650000000017,36.73,89,1.3810778019158476,330,7552,0.05306344828568399
25515,0.40677625000000006,37.74,91,1.4168945678377778,340,7752,0.12424715026281774
25849,0.39901074999999986,36.92,93,1.3938271898864953,350,7920,0.1611812652554363
26185,0.39119875000000026,36.55,95,1.372644425461707,360,8088,0.12540544755756855
26436,0.38536300000000023,36.05,96,1.3506451532929653,370,8216,0.11797288281377405
26864,0.3754120000000001,37.62,99,1.3964841620785824,380,8424,0.12750018329825252
27173,0.36822774999999996,34.63,100,1.263113924342395,390,8584,0.0652002819115296
27409,0.36274075000000017,32.6,102,1.178418940192127,400,8704,0.16090052109211683
27658,0.3569515,31.6,103,1.1513219390101381,410,8824,0.1450859047472477
27843,0.35265025000000016,30.2,104,1.0920671481877875,420,8920,0.13672521943226457
28196,0.34444300000000005,29.78,106,1.0578554736618868,430,9096,0.15305342874489725
28521,0.3368867500000001,29.06,108,1.0115195379768855,440,9256,0.16128934640437365
28848,0.3292839999999999,28.99,110,1.0177672938091908,450,9416,0.17307753022760153
29043,0.32475025000000013,27.58,111,0.9585802579680132,460,9520,0.1719734868966043
29291,0.3189842500000001,27.55,112,0.9538083476467158,470,9640,0.15565848536789417
29549,0.31298575000000006,25.85,113,0.887771815107168,480,9768,0.1826843456365168
29775,0.30773125000000023,25.02,115,0.8660137002142422,490,9880,0.1563091711141169
30050,0.30133750000000015,25.41,116,0.8852014264216147,500,10024,0.2527006361633539
30350,0.29436249999999986,25.92,118,0.8972093878521753,510,10168,0.18908122554421425
30629,0.2878757500000002,26.86,119,0.9522049864743204,520,10312,0.20909630320966244
30904,0.2814820000000001,26.08,121,0.92528338128312,530,10448,0.16432950925081968
31173,0.27522775,25.52,123,0.9053500438515845,540,10584,0.19043283257633448
31412,0.2696710000000002,24.64,124,0.864624335503875,550,10704,0.2014598110690713
31729,0.26230074999999986,25.86,126,0.9138836094702087,560,10864,0.12422102526761591
31925,0.25774375000000005,25.34,127,0.9047652180484614,570,10960,0.21821348369121552
32122,0.2531635,24.73,128,0.8770070108398698,580,11056,0.1670623836107552
32362,0.24758350000000007,24.87,129,0.8908321527051322,590,11176,0.15103955892845988
32582,0.2424685000000001,24.32,130,0.8694912705118573,600,11288,0.18174601905047894
32787,0.23770225000000034,23.37,131,0.842201320190332,610,11392,0.15241746488027275
33056,0.2314480000000002,23.27,133,0.8351182477417364,620,11520,0.17502234876155853
33312,0.22549599999999992,23.08,134,0.8368743466244477,630,11648,0.19197604106739163
33650,0.21763750000000015,23.77,136,0.8692544611630485,640,11824,0.22079753130674362
33844,0.21312699999999984,23.32,137,0.8474852799559419,650,11920,0.23488525673747063
34071,0.20784924999999999,22.42,139,0.8050782707196033,660,12032,0.1269650694448501
34269,0.20324575000000022,22.44,140,0.8030429474440779,670,12128,0.2290363349020481
34475,0.19845625000000033,22.53,141,0.8282988389043229,680,12232,0.16852265875786543
34706,0.19308550000000035,22.44,142,0.8164541349626979,690,12352,0.21262017916887999
34924,0.1880170000000002,22.42,143,0.8207354054672699,700,12456,0.23273251578211784
35123,0.1833902500000002,22.36,144,0.8161018210137579,710,12560,0.17702090367674828
35341,0.17832175000000006,21.85,146,0.7991184990349223,720,12664,0.22889621276408434
35521,0.17413675000000006,21.09,147,0.761487940771209,730,12760,0.25658118817955256
35712,0.16969599999999985,19.62,148,0.7165500325704613,740,12848,0.22077914141118526
35936,0.16448799999999986,19.92,149,0.7222840930413335,750,12960,0.15120708290487528
36162,0.15923350000000003,19.91,150,0.7414590940143202,760,13080,0.2591794328764081
36386,0.15402550000000004,20.17,151,0.752259855268577,770,13192,0.18901114724576473
36569,0.14977074999999995,19.94,152,0.7249217832968112,780,13280,0.23591586388647556
36769,0.14512075000000002,19.63,154,0.7250582857051638,790,13384,0.15529201552271843
37010,0.1395175000000004,19.86,155,0.7326069380015433,800,13504,0.2249654084444046
37244,0.13407699999999978,20.21,156,0.7404515410878075,810,13616,0.19463045056909323
37453,0.12921775000000013,20.12,157,0.7191978556238615,820,13720,0.2603185921907425
37629,0.12512575000000015,20.08,158,0.7152919836240944,830,13808,0.20810888893902302
37819,0.12070825000000007,20.07,160,0.7111041453206935,840,13904,0.1655477019958198
38050,0.11533749999999998,20.14,161,0.7095600240334765,850,14024,0.2457210086286068
38202,0.11180350000000006,19.4,162,0.6675029352938375,860,14096,0.24248464778065681
