rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9398755,10,2586,257.6,-12.987002068330568,2,,
0.8795649999999998,20,5180,258.0,-14.796602883437975,5,,
0.81992875,30,7745,257.1666666666667,-15.185243310846158,9,,
0.7639659999999999,40,10152,252.8,-15.106439118121761,13,72,0.009672557534941006
0.7148619999999999,50,12264,244.28,-14.6008172683172,23,1128,5.575194154516794e-05
0.6697802499999999,60,14203,235.71666666666667,-13.63257996504752,33,2096,0.0001006980673992075
0.6254657500000002,70,16109,229.12857142857143,-12.994700008597205,42,3048,0.009303324792199419
0.5729439999999999,80,18368,228.6,-12.594096638682357,54,4176,0.036786705160920974
0.5409985000000002,90,19742,218.35555555555555,-11.828325651281226,61,4864,0.036691208872071
0.5088437500000003,100,21125,210.25,-11.224960610974668,68,5560,0.03666709438402904
0.45753100000000013,110,23332,206.46,-10.84903741582408,80,6664,0.01869749560864875
0.41482075000000007,120,25169,198.89,-9.890967625112847,89,7584,0.00968535019637784
0.36164799999999986,130,27456,196.11,-9.18489624687562,102,8720,0.0012196950992802158
0.30312775000000003,140,29973,197.21,-8.626145919691933,115,9984,0.010286810051184148
0.256,150,32000,196.36,-8.113040870185024,126,10992,0.01889541833952535
0.1976889999999999,160,34508,202.05,-8.117159694923895,140,12248,0.0021771752944914624
0.1343327499999999,170,37233,210.24,-8.199948292087067,154,13616,0.03521181421820074
0.07106950000000012,180,39954,214.86,-8.14749250774349,168,14976,0.010140191589016467
0.07,190,42220,223.78,-8.31867400658221,180,16104,0.018532334215706214
0.07,200,43848,226.23,-8.279749065319056,189,16920,0.002173169341403991
0.07,210,46050,226.18,-8.037836426320162,200,18024,0.0027088461501989514
0.07,220,48274,230.05,-8.062467689471934,212,19136,0.026455120532773435
0.07,230,50083,225.27,-7.7486325218781,221,20040,0.026869413093663752
0.07,240,51993,219.2,-7.4425119395412604,231,20992,0.01908055241801776
0.07,250,54231,221.31,-7.423929922564869,242,22112,0.010763136058812961
0.07,260,56158,215.5,-7.1603391876055325,252,23072,0.0027185182843822986
0.07,270,58623,212.9,-6.998698778302737,265,24304,0.01866370375500992
0.07,280,61069,210.15,-6.83577570203351,278,25528,0.010537957947235554
0.07,290,63980,216.6,-7.010367710719896,293,26984,0.003406122181331739
0.07,300,66626,226.78,-7.335853444191829,306,28312,0.034497566433856264
0.07,310,68680,225.3,-7.320255728654842,317,29336,0.011371158150723204
0.07,320,69474,211.0,-6.870951420584995,321,29736,0.04731938854092732
0.07,330,70618,204.35,-6.630879636809686,327,30304,0.03325796916033141
0.07,340,71610,195.17,-6.30855022247735,332,30800,0.012035810999805108
0.07,350,72443,181.12,-5.832021179451573,337,31216,0.01815183338476345
0.07,360,73233,169.75,-5.447730973467418,341,31616,0.024448789132293314
0.07,370,74093,153.7,-4.85483286717272,345,32040,0.02856829744996503
0.07,380,75186,140.17,-4.451537147535081,351,32592,0.04662776776240207
0.07,390,75717,116.37,-3.7044152035871707,354,32856,0.02599647841998376
0.07,400,77140,104.14,-3.27131862468399,361,33568,0.020841377176111564
0.07,410,78122,93.42,-2.910336084260773,366,34056,0.025606497481931
0.07,420,79804,102.3,-3.1161802354429415,375,34896,0.02007051429245621
0.07,430,81528,108.1,-3.2679448486517737,384,35760,0.01306090725120157
0.07,440,83730,120.2,-3.5909128057297885,395,36864,0.03217043756740168
0.07,450,86123,135.8,-4.055667536531446,408,38056,0.017392246169038117
0.07,460,88134,148.01,-4.386167105977082,418,39064,0.027295376523397863
0.07,470,90429,162.36,-4.804962454821861,430,40208,0.016758172132540494
0.07,480,92669,173.83,-5.07196650325396,441,41328,0.02923801029101014
0.07,490,95095,192.78,-5.5800475588875456,454,42544,0.01567445683758706
0.07,500,97584,203.44,-5.859122760408912,467,43784,0.04391823598416522
0.07,510,100188,219.66,-6.297890876689794,480,45088,0.029238067800179124
0.07,520,102656,227.52,-6.531724073313456,493,46320,0.022929259983357042
0.07,530,104837,232.09,-6.664667893311987,504,47416,0.04046422604005784
0.07,540,107352,235.22,-6.7586557265205,517,48672,0.03235716198105365
0.07,550,109613,233.9,-6.671477573729102,528,49800,0.02606087550520897
0.07,560,111835,236.01,-6.706713392100488,540,50912,0.04802540282253176
0.07,570,114004,234.75,-6.596380125804358,551,52000,0.030402870965190232
0.07,580,115945,231.76,-6.46000138418356,561,52968,0.014663147740066051
0.07,590,117510,223.15,-6.16343989664711,569,53752,0.015675093920435756
0.07,600,119267,215.83,-5.9072127327485875,578,54632,0.04076105175772682
0.07,610,120971,206.83,-5.6635357788577405,587,55480,0.023924177745357156
0.07,620,122599,198.43,-5.385794451429497,595,56296,0.013631573878228664
0.07,630,123949,190.12,-5.105875317253147,602,56968,0.0212603525724262
