Wall time,Step,Value
1693398975.7619576,36810,30.969999313354492
1693398976.016873,36899,30.40999984741211
1693398976.3866289,37016,30.229999542236328
1693398976.8267357,37160,30.979999542236328
1693398977.187829,37266,30.780000686645508
1693398977.6533625,37421,30.719999313354492
1693398978.881529,37814,33.529998779296875
1693398979.237126,37914,33.08000183105469
1693398979.6550307,38042,32.599998474121094
1693398979.9317346,38136,31.700000762939453
1693398980.2931356,38258,32.2400016784668
1693398980.6394517,38381,32.61000061035156
1693398980.9695337,38495,32.52000045776367
1693398981.3552232,38635,33.060001373291016
1693398981.685362,38747,32.45000076293945
1693398982.245232,38944,33.439998626708984
1693398982.607101,39076,33.58000183105469
1693398982.773343,39133,33.02000045776367
1693398983.363461,39344,33.54999923706055
1693398983.7091637,39470,33.59000015258789
1693398984.1811266,39640,33.47999954223633
1693398984.7470796,39834,34.25
1693398984.9522476,39909,33.97999954223633
1693398985.589069,40140,35.5
1693398985.9035769,40257,35.52000045776367
1693398986.45426,40452,36.41999816894531
1693398986.7687178,40568,36.689998626708984
1693398987.3191059,40766,37.5
1693398987.720736,40912,37.52000045776367
1693398988.0983472,41047,37.810001373291016
1693398988.3391602,41135,37.13999938964844
1693398989.0261607,41389,35.75
1693398989.4981534,41556,36.41999816894531
1693398990.1743715,41801,37.59000015258789
1693398990.3312795,41856,37.20000076293945
1693398990.8032925,42026,37.68000030517578
1693398991.0551467,42118,37.369998931884766
1693398991.5985253,42314,38.189998626708984
1693398991.9060156,42423,37.880001068115234
1693398992.3148842,42574,38.27000045776367
1693398992.650319,42681,37.369998931884766
1693398992.9786456,42789,37.130001068115234
1693398993.2361944,42867,37.34000015258789
1693398994.0277267,43119,37.75
1693398994.4899037,43258,37.880001068115234
1693398995.1048546,43448,38.08000183105469
1693398995.5553045,43597,37.630001068115234
1693398995.938027,43736,38.27000045776367
1693398996.220767,43840,37.0
1693398996.4405801,43914,36.56999969482422
1693398996.8810418,44063,36.11000061035156
1693398997.274206,44209,36.40999984741211
1693398997.487467,44286,35.20000076293945
1693398997.707528,44352,34.400001525878906
1693398998.2103524,44510,34.630001068115234
1693398998.7880583,44708,35.72999954223633
1693398999.2748485,44894,35.04999923706055
1693398999.6295488,45029,34.72999954223633
1693399000.3060212,45274,34.72999954223633
1693399000.4634213,45335,34.790000915527344
1693399000.9505086,45513,34.869998931884766
1693399001.464584,45697,35.790000915527344
1693399001.918859,45865,35.5099983215332
1693399002.7364,46167,37.439998626708984
1693399003.1926954,46321,37.470001220703125
1693399003.8608665,46556,38.75
1693399004.4423482,46758,39.689998626708984
1693399004.9930792,46951,40.84000015258789
1693399005.33172,47076,39.56999969482422
1693399005.8500054,47275,40.16999816894531
1693399006.117498,47370,39.220001220703125
1693399006.3218899,47443,38.459999084472656
1693399006.5731816,47527,37.90999984741211
1693399006.9195454,47647,38.06999969482422
1693399007.1546612,47728,38.13999938964844
1693399007.5557926,47866,38.029998779296875
1693399007.6820002,47912,37.029998779296875
1693399008.2013364,48099,38.130001068115234
1693399008.7506976,48294,39.41999816894531
1693399009.253691,48466,39.560001373291016
1693399009.3567505,48502,37.939998626708984
1693399010.0950823,48778,38.84000015258789
1693399010.7083406,48995,39.65999984741211
1693399011.0700388,49129,38.54999923706055
1693399011.8802958,49409,40.7400016784668
1693399012.1613476,49500,39.869998931884766
1693399012.373219,49572,38.75
1693399013.1869671,49857,39.91999816894531
1693399013.4185529,49929,37.619998931884766
1693399013.90112,50091,37.70000076293945
1693399014.2625334,50216,36.599998474121094
1693399014.8450007,50424,36.65999984741211
1693399014.9814453,50468,35.16999816894531
1693399015.2112174,50555,34.790000915527344
1693399016.046421,50823,35.47999954223633
1693399016.3793128,50945,35.75
1693399016.8601522,51118,36.75
1693399017.4192557,51309,37.81999969482422
1693399017.890033,51478,38.310001373291016
1693399018.063202,51534,38.060001373291016
1693399018.1419775,51564,36.97999954223633
1693399018.5307498,51697,37.849998474121094
1693399018.901206,51834,37.349998474121094
1693399019.1975045,51935,36.40999984741211
1693399019.6530335,52103,36.369998931884766
1693399020.0074494,52222,37.20000076293945
1693399020.2141888,52302,35.2400016784668
1693399020.5370777,52416,34.209999084472656
1693399020.7836838,52508,33.790000915527344
1693399021.115808,52628,32.189998626708984
1693399021.3846767,52726,32.2599983215332
1693399021.7803535,52871,32.9900016784668
1693399022.2757702,53049,31.920000076293945
1693399022.3701682,53087,31.579999923706055
1693399022.836549,53249,31.579999923706055
1693399022.9606686,53291,30.75
1693399023.2838364,53409,29.850000381469727
1693399023.763603,53582,31.139999389648438
1693399024.0312426,53678,31.229999542236328
1693399024.3581178,53768,29.450000762939453
1693399025.2215786,54032,30.8700008392334
1693399025.6724427,54163,30.450000762939453
1693399026.0457463,54272,29.6299991607666
1693399026.7758408,54489,30.110000610351562
1693399027.2475264,54649,31.149999618530273
1693399027.5385482,54750,31.860000610351562
1693399027.9186842,54874,31.770000457763672
1693399028.2764115,54994,31.600000381469727
1693399028.7324772,55149,32.13999938964844
1693399028.9051073,55213,31.100000381469727
1693399029.2668035,55328,31.059999465942383
1693399029.7628117,55492,31.899999618530273
1693399030.0772648,55597,31.809999465942383
1693399030.3288262,55687,31.790000915527344
1693399030.5171351,55744,31.15999984741211
1693399030.9968889,55913,31.8700008392334
1693399031.4579637,56052,31.809999465942383
1693399031.9015622,56180,31.309999465942383
1693399032.4445841,56352,32.650001525878906
1693399033.0017416,56515,32.65999984741211
1693399033.152481,56552,32.61000061035156
1693399033.2546878,56584,31.75
1693399033.5159392,56659,30.770000457763672
1693399033.987111,56800,31.219999313354492
1693399034.2653909,56888,31.200000762939453
1693399034.7109573,57031,29.989999771118164
1693399035.182283,57190,30.270000457763672
1693399035.510956,57278,30.059999465942383
1693399035.8566399,57391,29.020000457763672
1693399036.2169259,57500,28.510000228881836
1693399036.7195957,57665,29.149999618530273
1693399037.2223873,57833,29.59000015258789
1693399037.5610433,57948,29.540000915527344
1693399037.7636979,58006,28.56999969482422
1693399037.9954927,58075,28.6200008392334
1693399038.1395402,58112,27.84000015258789
1693399038.4290822,58193,27.010000228881836
1693399038.596729,58238,26.40999984741211
1693399039.2619603,58436,27.489999771118164
1693399039.4458654,58490,27.459999084472656
1693399040.0707607,58670,27.56999969482422
1693399040.3245807,58754,27.020000457763672
1693399040.7457402,58893,27.1299991607666
1693399041.0341904,58997,26.450000762939453
1693399041.355912,59110,25.950000762939453
1693399041.4907856,59162,26.100000381469727
1693399041.7108114,59243,26.59000015258789
1693399042.0253184,59364,27.049999237060547
1693399042.1515443,59408,26.079999923706055
1693399042.2769454,59455,25.670000076293945
1693399042.6380858,59584,25.530000686645508
1693399042.8900282,59670,24.799999237060547
1693399043.2365956,59789,25.110000610351562
1693399043.450142,59864,24.729999542236328
1693399043.6949594,59949,24.489999771118164
1693399044.0177965,60058,23.93000030517578
1693399044.379803,60194,23.610000610351562
1693399044.7887244,60331,23.829999923706055
1693399045.1692631,60466,24.600000381469727
1693399045.5016122,60579,25.040000915527344
1693399045.951741,60741,26.290000915527344
1693399046.084621,60787,25.940000534057617
1693399046.3359475,60880,26.420000076293945
1693399046.774841,61035,25.989999771118164
1693399047.1245701,61157,26.670000076293945
1693399047.3841524,61246,25.760000228881836
1693399047.589507,61314,25.600000381469727
1693399047.919629,61431,25.3799991607666
1693399048.2353096,61531,25.34000015258789
1693399048.4359982,61592,24.81999969482422
1693399048.644638,61655,24.93000030517578
1693399049.0493908,61791,25.479999542236328
1693399049.3072228,61881,25.170000076293945
1693399049.6940296,62011,26.030000686645508
1693399049.8211086,62050,25.950000762939453
1693399049.9655972,62103,25.190000534057617
1693399050.4295845,62279,26.09000015258789
1693399050.7632809,62398,26.09000015258789
1693399050.9883363,62476,26.1200008392334
1693399051.4495823,62639,26.899999618530273
1693399051.7743647,62748,26.899999618530273
1693399052.0215137,62836,26.420000076293945
1693399052.2601807,62909,25.780000686645508
1693399052.5515606,63008,25.420000076293945
1693399052.8331716,63102,25.229999542236328
1693399053.198462,63236,24.950000762939453
1693399053.6115694,63377,25.899999618530273
1693399053.928403,63490,26.100000381469727
1693399054.1583626,63568,25.329999923706055
1693399054.6693642,63750,25.93000030517578
1693399054.8784652,63819,25.729999542236328
1693399055.1297874,63898,25.84000015258789
1693399055.4367173,63993,25.6200008392334
1693399055.58413,64043,25.1200008392334
1693399055.9131436,64157,25.649999618530273
1693399056.274977,64290,26.350000381469727
1693399056.5982172,64410,26.190000534057617
1693399056.8182197,64495,26.139999389648438
1693399057.038103,64571,25.600000381469727
1693399057.4280376,64713,26.6299991607666
1693399058.4823408,65098,29.950000762939453
1693399058.8665583,65237,29.579999923706055
1693399059.2285204,65365,29.670000076293945
1693399059.438137,65437,29.610000610351562
1693399059.7384253,65548,29.09000015258789
1693399060.0280938,65652,29.040000915527344
1693399060.3296824,65758,29.219999313354492
1693399061.053493,66026,31.170000076293945
1693399061.1534722,66057,30.489999771118164
1693399061.8196452,66297,31.950000762939453
1693399062.1285107,66410,31.739999771118164
1693399062.4515917,66525,31.479999542236328
1693399062.733547,66627,31.3700008392334
1693399063.018614,66734,31.65999984741211
1693399063.2083225,66796,30.459999084472656
1693399063.6617417,66949,31.299999237060547
1693399064.0883145,67107,32.09000015258789
1693399064.2831962,67175,31.81999969482422
1693399065.1183667,67475,34.31999969482422
1693399066.0687063,67822,36.650001525878906
1693399066.5396242,67985,36.95000076293945
1693399066.8084414,68081,36.709999084472656
1693399067.0200484,68157,36.619998931884766
1693399067.686883,68396,38.25
1693399068.1865182,68578,38.650001525878906
1693399068.386843,68649,35.5099983215332
1693399068.6616619,68749,35.119998931884766
1693399068.9884777,68865,35.0
1693399069.382047,69008,35.709999084472656
1693399069.828373,69169,36.209999084472656
1693399070.1952507,69307,36.54999923706055
1693399070.5331998,69431,36.72999954223633
1693399070.98663,69591,35.650001525878906
1693399071.3484585,69719,36.619998931884766
1693399071.8083794,69882,35.849998474121094
1693399072.2485259,70034,36.2400016784668
1693399072.373415,70074,35.4900016784668
1693399072.5981624,70156,35.290000915527344
1693399072.7600963,70213,34.790000915527344
1693399072.8933718,70260,34.63999938964844
1693399073.110113,70336,33.869998931884766
1693399073.34166,70418,33.11000061035156
1693399073.6084912,70520,33.45000076293945
1693399073.9319463,70643,31.68000030517578
1693399074.363374,70798,29.760000228881836
1693399074.6785042,70911,29.260000228881836
1693399075.0134518,71030,29.489999771118164
1693399075.158654,71082,29.25
1693399075.348406,71145,27.489999771118164
1693399075.5984085,71232,26.540000915527344
1693399075.7984307,71307,26.579999923706055
1693399076.1884084,71447,26.979999542236328
1693399076.4734385,71547,26.81999969482422
1693399076.7498124,71645,26.3700008392334
1693399077.0917919,71763,25.940000534057617
1693399077.2085712,71801,24.940000534057617
1693399077.3582003,71853,24.219999313354492
1693399077.758455,71994,24.030000686645508
1693399078.0082529,72081,23.6200008392334
1693399078.2800567,72183,23.010000228881836
1693399078.5385907,72272,22.3799991607666
1693399078.6392536,72308,22.34000015258789
1693399078.853014,72383,22.270000457763672
1693399079.0081713,72437,22.239999771118164
1693399079.221201,72512,22.520000457763672
1693399079.3386142,72553,22.170000076293945
1693399079.5182607,72620,22.020000457763672
1693399079.798447,72717,21.969999313354492
1693399079.8884094,72746,21.030000686645508
1693399080.1766691,72853,20.549999237060547
1693399080.3520799,72917,20.059999465942383
1693399080.6685064,73031,20.010000228881836
1693399081.010414,73156,20.739999771118164
1693399081.37864,73281,21.360000610351562
1693399081.498375,73321,20.889999389648438
1693399081.7983882,73419,21.1200008392334
1693399081.9536357,73474,20.270000457763672
1693399082.11855,73529,19.81999969482422
1693399082.3231933,73601,19.559999465942383
1693399082.6184585,73715,19.520000457763672
1693399082.8085299,73785,19.84000015258789
1693399083.0736604,73885,20.31999969482422
1693399083.198992,73931,19.3700008392334
1693399083.4897983,74034,19.530000686645508
1693399083.5884252,74065,18.81999969482422
1693399084.0534086,74230,19.579999923706055
1693399084.2734966,74307,19.989999771118164
1693399084.433309,74358,19.75
1693399084.873139,74509,20.719999313354492
1693399085.002184,74555,20.43000030517578
1693399085.4049208,74696,21.43000030517578
1693399085.5382812,74744,21.239999771118164
1693399085.84842,74841,21.239999771118164
1693399086.0380604,74903,21.56999969482422
1693399086.6346629,75099,22.459999084472656
1693399087.0482404,75233,23.15999984741211
1693399087.4245207,75371,23.399999618530273
1693399087.7194753,75471,23.149999618530273
1693399087.840934,75510,22.290000915527344
1693399088.4582305,75718,23.969999313354492
1693399088.7200372,75807,23.8799991607666
1693399089.4016366,76067,25.93000030517578
1693399089.6684833,76159,26.299999237060547
1693399090.0265198,76281,26.799999237060547
1693399090.151763,76325,26.100000381469727
1693399090.3980649,76409,26.239999771118164
1693399090.858459,76566,26.809999465942383
1693399091.0481937,76625,26.940000534057617
1693399091.2584274,76696,26.6200008392334
1693399091.4288163,76746,26.809999465942383
1693399091.57177,76792,25.6200008392334
1693399091.9581673,76917,26.100000381469727
1693399092.040965,76941,25.829999923706055
1693399092.1983054,76992,24.829999923706055
1693399092.351387,77045,24.899999618530273
1693399092.4783413,77087,23.90999984741211
1693399092.699966,77159,24.149999618530273
1693399092.938397,77239,23.979999542236328
1693399093.4187136,77400,24.969999313354492
1693399093.6484325,77473,23.739999771118164
1693399093.829945,77532,22.989999771118164
1693399094.209741,77657,22.860000610351562
1693399094.56005,77776,23.049999237060547
1693399094.9480412,77908,23.979999542236328
1693399095.1481907,77975,22.56999969482422
1693399095.460078,78084,22.770000457763672
1693399095.6030896,78130,20.6299991607666
1693399095.810261,78202,20.43000030517578
1693399096.0681565,78293,20.1200008392334
1693399096.380004,78396,20.709999084472656
1693399096.9184978,78579,21.700000762939453
1693399097.2784126,78701,21.350000381469727
1693399097.4084868,78741,21.15999984741211
1693399097.5986025,78803,21.06999969482422
1693399097.860776,78887,21.40999984741211
1693399098.5667021,79138,23.459999084472656
1693399098.7862418,79208,22.90999984741211
1693399098.8804164,79238,22.969999313354492
1693399099.3591285,79392,24.0
1693399099.688438,79509,24.639999389648438
1693399099.9169884,79583,24.959999084472656
1693399100.0337725,79619,24.600000381469727
1693399100.3178234,79712,24.729999542236328
1693399100.7714262,79867,24.670000076293945
1693399101.0851123,79979,25.059999465942383
1693399101.5325475,80133,26.010000228881836
1693399101.8211005,80227,25.700000762939453
1693399102.1126826,80328,25.520000457763672
1693399102.6306798,80495,25.8700008392334
1693399102.7873323,80553,25.780000686645508
1693399103.0541506,80647,25.6299991607666
1693399103.258066,80713,25.829999923706055
1693399103.6270695,80849,26.469999313354492
1693399103.8309946,80925,26.31999969482422
1693399103.9720206,80981,25.850000381469727
1693399104.364238,81117,25.3799991607666
1693399104.7247958,81238,25.3700008392334
1693399105.0273588,81345,26.040000915527344
1693399105.329415,81449,26.459999084472656
1693399105.6180234,81549,26.6200008392334
1693399105.8868577,81640,25.020000457763672
1693399106.1198487,81720,25.1200008392334
1693399106.3787844,81801,25.6299991607666
1693399106.5999408,81880,24.8799991607666
1693399106.9097247,81979,24.700000762939453
1693399107.0863867,82037,24.540000915527344
1693399107.3097224,82110,24.90999984741211
1693399107.5072525,82179,24.670000076293945
1693399107.6430395,82224,23.56999969482422
1693399107.8239026,82286,23.06999969482422
1693399108.219914,82424,22.90999984741211
1693399108.6495075,82564,23.3700008392334
1693399108.7905357,82610,22.81999969482422
1693399109.2281845,82754,22.59000015258789
1693399109.4427235,82818,22.649999618530273
1693399109.7562964,82917,22.700000762939453
1693399110.1001463,83031,23.18000030517578
1693399110.431466,83136,22.8700008392334
1693399110.7772985,83248,23.229999542236328
1693399111.1618333,83373,23.920000076293945
1693399111.5444913,83496,23.790000915527344
1693399111.8559666,83594,23.559999465942383
1693399112.0179584,83643,22.979999542236328
1693399112.202316,83704,22.549999237060547
1693399112.5161026,83815,22.65999984741211
1693399112.6887763,83865,22.25
1693399113.0429058,83973,22.530000686645508
1693399113.367734,84072,22.709999084472656
1693399113.6970527,84161,22.809999465942383
1693399114.0279818,84262,22.829999923706055
1693399114.4662068,84384,23.469999313354492
1693399114.9383776,84514,24.040000915527344
1693399115.267022,84607,24.280000686645508
1693399115.3950062,84650,24.260000228881836
1693399115.6471202,84735,24.489999771118164
1693399115.9392195,84819,23.950000762939453
1693399115.9872332,84832,22.68000030517578
1693399116.267331,84916,23.059999465942383
1693399116.7546852,85090,23.360000610351562
1693399116.9490886,85157,23.389999389648438
1693399117.3755515,85303,23.860000610351562
1693399117.565908,85371,23.399999618530273
1693399117.7962654,85433,22.969999313354492
1693399118.122808,85543,22.950000762939453
1693399118.2579024,85595,22.219999313354492
1693399118.336037,85621,21.25
1693399118.458146,85659,20.649999618530273
1693399118.7448764,85755,21.1200008392334
1693399118.910219,85815,21.110000610351562
1693399119.0389824,85856,20.40999984741211
1693399119.2261596,85917,20.520000457763672
1693399119.3912349,85973,20.0
1693399119.6201942,86053,19.809999465942383
1693399119.7750611,86104,19.43000030517578
1693399119.9909868,86183,19.209999084472656
1693399120.2178571,86260,18.760000228881836
1693399120.395205,86319,18.049999237060547
1693399120.6775925,86408,18.010000228881836
1693399120.9447446,86489,18.389999389648438
1693399121.1087148,86544,18.09000015258789
1693399121.2760105,86594,17.75
1693399121.4674358,86666,18.34000015258789
1693399121.781145,86766,18.5
1693399121.9221628,86814,17.239999771118164
1693399122.1890345,86911,17.540000915527344
1693399122.4085913,86984,16.809999465942383
1693399122.6125062,87052,16.809999465942383
1693399122.7695556,87107,16.739999771118164
1693399123.0671005,87211,16.68000030517578
1693399123.1612496,87241,16.459999084472656
1693399123.3266296,87294,16.729999542236328
1693399123.5305407,87363,17.040000915527344
1693399123.6589427,87406,16.510000228881836
1693399123.8129866,87464,16.489999771118164
1693399124.222152,87604,17.479999542236328
1693399124.3903513,87651,17.34000015258789
1693399124.4728072,87675,17.020000457763672
1693399124.6875393,87743,16.899999618530273
1693399124.8308449,87789,16.850000381469727
1693399124.9936988,87843,16.600000381469727
1693399125.1618483,87897,16.3700008392334
1693399125.411871,87982,16.6299991607666
1693399125.5642524,88036,16.280000686645508
1693399125.8473382,88137,16.479999542236328
1693399126.0413055,88204,16.600000381469727
1693399126.399824,88328,17.34000015258789
1693399126.6688402,88421,17.549999237060547
1693399126.812931,88472,17.059999465942383
1693399126.9315464,88514,17.0
1693399127.1042457,88575,16.639999389648438
1693399127.292572,88637,16.530000686645508
1693399127.5531573,88731,16.790000915527344
1693399127.633434,88757,16.5
1693399127.721949,88791,15.800000190734863
1693399127.8435025,88829,15.880000114440918
1693399128.018058,88891,15.970000267028809
1693399128.270115,88985,16.219999313354492
1693399128.8190346,89179,17.729999542236328
1693399128.991692,89235,17.709999084472656
1693399129.274141,89334,17.299999237060547
1693399129.4548004,89398,17.469999313354492
1693399129.7396333,89500,18.25
1693399129.9026995,89550,18.06999969482422
1693399130.0604382,89600,18.110000610351562
1693399130.3395667,89704,18.610000610351562
1693399130.5135288,89764,18.670000076293945
1693399130.7301052,89841,18.59000015258789
1693399131.0291984,89947,19.110000610351562
1693399131.2263882,90015,18.780000686645508
1693399131.4228106,90083,18.790000915527344
1693399131.5482054,90124,17.959999084472656
1693399131.7365196,90185,17.639999389648438
1693399131.8734772,90229,17.56999969482422
1693399132.1600208,90331,18.170000076293945
1693399132.3483105,90401,18.260000228881836
1693399132.5137296,90457,18.200000762939453
1693399132.6261852,90500,17.690000534057617
1693399132.8917003,90596,18.389999389648438
1693399133.0260668,90644,18.530000686645508
1693399133.1046073,90667,18.3799991607666
1693399133.3267753,90748,18.56999969482422
1693399133.5484333,90825,18.399999618530273
1693399133.8621376,90929,17.5
1693399134.0192096,90987,17.520000457763672
1693399134.1783748,91040,17.059999465942383
1693399134.3332603,91091,16.93000030517578
1693399134.4216268,91124,16.239999771118164
1693399134.7656596,91246,16.959999084472656
1693399134.938486,91301,17.010000228881836
1693399135.1691654,91379,16.75
1693399135.2978442,91424,16.600000381469727
1693399135.4629035,91484,16.43000030517578
1693399135.7823048,91598,16.510000228881836
1693399135.9517627,91663,16.479999542236328
1693399136.1092892,91714,16.309999465942383
1693399136.2037227,91748,16.239999771118164
1693399136.4420838,91831,16.459999084472656
1693399136.6941879,91920,16.90999984741211
1693399136.8867426,91986,16.549999237060547
1693399136.9748309,92015,16.139999389648438
1693399137.3599625,92156,16.989999771118164
1693399137.6510446,92256,17.559999465942383
1693399137.8086424,92308,17.1200008392334
1693399137.937049,92353,17.09000015258789
1693399138.049657,92394,17.270000457763672
1693399138.1860309,92439,16.90999984741211
1693399138.2842839,92473,16.479999542236328
1693399138.567486,92574,16.450000762939453
1693399138.8439314,92674,16.8700008392334
1693399139.090873,92764,17.239999771118164
1693399139.30353,92841,17.5
1693399139.3909876,92877,17.530000686645508
1693399139.553081,92931,16.850000381469727
1693399139.7621653,93003,17.020000457763672
1693399139.950982,93070,16.90999984741211
1693399140.2184453,93169,17.450000762939453
1693399140.491265,93267,17.829999923706055
1693399140.7526622,93367,17.690000534057617
1693399141.0672278,93475,18.1200008392334
1693399141.2081168,93522,18.079999923706055
1693399141.539485,93634,18.860000610351562
1693399141.633567,93663,18.31999969482422
1693399141.7280412,93695,17.75
1693399141.8690434,93742,17.559999465942383
1693399142.0105128,93786,17.709999084472656
1693399142.1992924,93859,17.030000686645508
1693399142.3093474,93896,16.399999618530273
1693399142.4981842,93961,16.530000686645508
1693399142.6708329,94017,16.639999389648438
1693399142.8963978,94099,17.049999237060547
1693399143.096759,94176,17.3700008392334
1693399143.31628,94256,17.829999923706055
1693399143.4815514,94320,17.459999084472656
1693399143.6087675,94361,16.8700008392334
1693399143.9702377,94487,17.229999542236328
1693399144.426683,94646,18.049999237060547
1693399144.5836236,94704,18.270000457763672
1693399144.725371,94755,18.239999771118164
1693399144.9454937,94829,18.260000228881836
