rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
63.8,2.895435023216529,10,1,648,0.9849339999999999,,
42.5,1.7630617200557548,20,2,870,0.9797725000000002,,
43.3,1.8637281156114238,30,2,1329,0.96910075,,
61.225,2.8408072896289784,40,3,2489,0.9421307499999998,,
58.82,2.6843062596406417,50,4,2991,0.9304592499999997,,
57.68333333333333,2.6486386840759635,60,5,3521,0.9181367500000001,,
59.4,2.7482303884893304,70,6,4228,0.9016989999999998,,
66.7375,3.158704005643439,80,8,5419,0.8740082500000002,,
70.25555555555556,3.3062737497829344,90,9,6413,0.8508977499999999,,
71.1,3.347219589099254,100,11,7210,0.8323674999999999,,
72.87,3.448589233037958,110,12,8035,0.8131862500000002,,
85.34,4.189913698778863,120,15,9504,0.779032,,
89.57,4.403701808731282,130,19,10386,0.7585254999999999,0.15869752862636233,192
89.12,4.534672683952522,140,27,11501,0.7326017499999999,0.08473104438235168,744
93.21,4.73599364713485,150,33,12412,0.7114210000000001,0.10352450136269908,1200
99.8,5.126472913244259,160,42,13601,0.68377675,0.057253869803389534,1800
107.61,5.478555488204948,170,53,15089,0.6491807500000001,0.12521965987980366,2544
109.48,5.488449555620664,180,63,16467,0.6171422499999998,0.1273034906189423,3232
111.12,5.604812405843131,190,72,17625,0.59021875,0.11875014699762687,3808
113.2,5.650754542684763,200,80,18630,0.5668525000000002,0.04176715653738938,4312
115.92,5.784920012714914,210,88,19727,0.5413472499999998,0.0908169646281749,4856
118.09,5.801545525049461,220,101,21413,0.5021477500000002,0.06441503137466498,5704
120.78,5.86149457349265,230,110,22564,0.4753869999999999,0.06367852300172672,6280
118.12,5.561279501801953,240,117,23413,0.45564775000000024,0.10976203507743776,6704
118.11,5.56990374292008,250,124,24323,0.43449024999999997,0.13220319419633597,7160
116.91,5.4268022398732105,260,132,25392,0.40963600000000033,0.11011659662472084,7688
114.65,5.311132347042192,270,142,26654,0.3802945000000001,0.1347866207943298,8320
111.91,5.176332283601938,280,151,27758,0.3546265000000003,0.0374065064243041,8872
106.32,4.896195994683129,290,156,28357,0.34069974999999986,0.12491088197566569,9176
104.25,4.769562066859019,300,163,29155,0.3221462500000001,0.12680638805613853,9576
101.48,4.56083592617348,310,169,29975,0.3030812500000002,0.1377496961504221,9984
94.75,4.1855352734786395,320,177,30988,0.27952900000000025,0.12919305847026408,10488
95.49,4.394284627525351,330,187,32213,0.2510477500000001,0.12827524030581117,11104
97.32,4.451437143853202,340,196,33245,0.22705374999999983,0.06428403733298182,11616
99.2,4.485070024610505,350,205,34343,0.20152524999999977,0.14983220398426056,12168
101.0,4.520163261130381,360,215,35592,0.17248600000000003,0.09130078996531665,12792
98.97,4.423515129406715,370,224,36651,0.14786425000000036,0.06704700365662575,13320
98.56,4.420185710608653,380,233,37714,0.12314950000000002,0.09015340131008998,13856
106.5,4.814588129588408,390,246,39107,0.09076225000000004,0.11829340492840856,14552
115.7,5.296410273614093,400,260,40825,0.07,0.1517973921727389,15408
121.76,5.651645566973324,410,272,42251,0.07,0.13254737935494632,16120
122.46,5.71398803813454,420,282,43334,0.07,0.21139729884453118,16664
121.9,5.501766781212259,430,292,44503,0.07,0.1001254121074453,17248
124.86,5.614620953723139,440,304,45831,0.07,0.12676970125176013,17912
128.4,5.781121530748535,450,316,47283,0.07,0.11411339486949146,18640
127.93,5.754036850967252,460,326,48485,0.07,0.19833801151253283,19240
128.41,5.737151138226709,470,336,49592,0.07,0.18704528734087944,19792
127.04,5.6316432087021875,480,344,50518,0.07,0.11818794487044215,20256
126.19,5.488020425193899,490,355,51826,0.07,0.1046504705445841,20912
121.57,5.239559688219843,500,365,53082,0.07,0.06721348641440272,21536
114.47,4.841045011461262,510,371,53798,0.07,0.05303327471483499,21896
112.88,4.697432532660562,520,379,54722,0.07,0.038488261052407324,22360
109.45,4.567288423531146,530,386,55548,0.07,0.13848344678990543,22768
107.47,4.443287702935197,540,396,56678,0.07,0.23756880685687065,23336
106.99,4.409367708796326,550,408,58082,0.07,0.17824751837179065,24040
102.32,4.191545122529313,560,414,58817,0.07,0.2393045056378469,24408
104.49,4.31900578343023,570,425,60141,0.07,0.10393499105703086,25064
106.51,4.451365916725789,580,435,61269,0.07,0.18515332660172135,25632
108.19,4.511871355794973,590,448,62745,0.07,0.15566971409134567,26368
107.82,4.465222887276386,600,458,63964,0.07,0.2502863722620532,26976
112.04,4.652507116871547,610,467,65102,0.07,0.14259602886158973,27544
115.36,4.7915631485382315,620,478,66358,0.07,0.18776240560691804,28176
116.99,4.829193194894057,630,486,67347,0.07,0.09796663105953485,28672
120.74,4.89569918260019,640,499,68852,0.07,0.13471912511158735,29424
119.72,4.778220052686635,650,510,70154,0.07,0.17545657325536013,30072
122.04,4.865327315958644,660,518,71121,0.07,0.20352074515540153,30560
122.19,4.791640387070936,670,529,72460,0.07,0.15721733722602949,31224
127.22,4.9028545839344755,680,543,74091,0.07,0.08490497886668891,32040
133.63,5.077208772452106,690,561,76208,0.07,0.17463345389114693,33096
