rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
0.9302499999999999,13,-18.20415631013733,3000,299.0,10,,
0.8604999999999999,27,-18.814816869968986,6000,299.0,20,,
0.7907499999999998,41,-19.602123718922673,9000,299.0,30,,
0.7209999999999999,59,-19.293369890832025,12000,299.0,40,992,0.0001442493958165869
0.6512500000000003,80,-19.650608981818927,15000,299.0,50,2496,0.0001967174066521693
0.5829880000000002,100,-19.396172146874342,17936,297.93333333333334,60,3960,0.00044293942119111307
0.5132380000000001,121,-19.409220025526974,20936,298.0857142857143,70,5464,0.0004589101590681821
0.4434880000000001,143,-19.207797689559786,23936,298.2,80,6960,0.0016445461769762915
0.373738,165,-19.57286525635247,26936,298.2888888888889,90,8464,0.0007628080165886786
0.3039879999999999,187,-19.465125946441063,29936,298.36,100,9960,0.0009730146412039176
0.2342380000000004,210,-19.672571322803023,32936,298.36,110,11464,0.0012818818213418126
0.16448799999999986,233,-19.667799479903156,35936,298.36,120,12960,0.001273913680051919
0.09473800000000032,256,-19.26482440955669,38936,298.36,130,14464,0.001209189955261536
0.07,280,-19.40186463157085,41936,298.36,140,15960,0.0011666662321658805
0.07,304,-19.176263997096584,44936,298.36,150,17464,0.001242373007698916
0.07,328,-19.52923212923992,47936,299.0,160,18960,0.001599174429429695
0.07,351,-19.512034737496716,50936,299.0,170,20464,0.0021236934699118137
0.07,375,-19.652376316421215,53936,299.0,180,21960,0.0017689332453301176
0.07,399,-19.42599089631958,56936,299.0,190,23464,0.0014573818480130285
0.07,423,-19.798181786428476,59936,299.0,200,24960,0.0012404451408656314
0.07,447,-19.61034343933036,62936,299.0,210,26464,0.0019364183535799384
0.07,471,-19.803496740356596,65936,299.0,220,27960,0.0019452945707598701
0.07,494,-20.163160962929872,68936,299.0,230,29464,0.0020246194617357105
0.07,518,-20.220391493997205,71936,299.0,240,30960,0.0027053081430494785
0.07,542,-20.510980881148967,74936,299.0,250,32464,0.002262737267301418
0.07,564,-19.988685537538185,77774,297.38,260,33880,0.002067459048703313
0.07,588,-19.800001813440883,80774,297.38,270,35384,0.0025343708985019475
0.07,611,-20.056492506546533,83774,297.38,280,36880,0.0020383398077683523
0.07,635,-19.922443859276413,86774,297.38,290,38384,0.0015171294362517074
0.07,659,-19.527467408932488,89774,297.38,300,39880,0.0013843169144820422
0.07,682,-19.757510948905484,92689,296.53,310,41344,0.0017975130176637322
0.07,706,-19.635641222519666,95689,296.53,320,42840,0.001478454447351396
0.07,730,-19.249610404788235,98689,296.53,330,44344,0.0018761757310130633
0.07,753,-19.342452820613527,101689,296.53,340,45840,0.0010077840343001299
0.07,777,-18.948770683852732,104689,296.53,350,47344,0.0012538326845970005
0.07,800,-19.038508853259508,107590,297.16,360,48792,0.0010897813772317022
0.07,824,-19.140323758204104,110590,297.16,370,50288,0.0008950635601649992
0.07,847,-19.00891923977071,113590,297.16,380,51792,0.0010154717529076152
0.07,871,-18.8763668229104,116590,297.16,390,53288,0.0008316852981806733
0.07,895,-18.930982777003397,119590,297.16,400,54792,0.0009272033785236999
0.07,918,-18.462410801841052,122450,296.61,410,56224,0.0010663349494279828
0.07,941,-18.249609076283527,125266,294.77,420,57632,0.0013376964707276784
0.07,965,-18.377719649818346,128266,294.77,430,59128,0.0008870527308317833
0.07,990,-18.250082464221645,131266,294.77,440,60632,0.012450088499463163
0.07,1013,-18.680807940958786,134138,293.49,450,62064,0.0011359814525349066
0.07,1037,-18.874690868828157,137061,293.71,460,63528,0.0022609856459894218
0.07,1061,-18.910292253761316,140061,293.71,470,65024,0.0016984644025797024
0.07,1085,-18.68037252063142,143061,293.71,480,66528,0.0017371519716107287
0.07,1110,-18.722897567605767,146061,293.71,490,68024,0.0017451637249905616
0.07,1134,-18.82165050128626,149061,293.71,500,69528,0.00177159026497975
0.07,1158,-19.347202540941502,152061,295.11,510,71024,0.0014882989635225385
0.07,1182,-19.637750259677606,155061,296.95,520,72528,0.0016749047063058242
0.07,1207,-19.812241800609694,158061,296.95,530,74024,0.0026411800063215196
0.07,1231,-19.45080069223107,161061,296.95,540,75528,0.0016538159688934684
0.07,1255,-19.169564587728992,164009,297.71,550,77000,0.0014775031741010025
0.07,1280,-19.355752698383476,167009,298.48,560,78504,0.0012002725852653384
0.07,1304,-19.23344767698924,170009,298.48,570,80000,0.0013459252513712272
0.07,1328,-19.380599910300916,173009,298.48,580,81504,0.009465947703574784
0.07,1352,-19.436384783938287,175910,297.49,590,82952,0.0034542081484687515
0.07,1376,-19.442184277715484,178910,297.49,600,84448,0.0022737853578291833
0.07,1401,-19.428560612979172,181910,297.49,610,85952,0.0037728152601630427
0.07,1425,-19.368235064382798,184910,297.49,620,87448,0.0014108087780186906
0.07,1449,-19.459466912608963,187910,297.49,630,88952,0.0028182394089526497
0.07,1474,-19.711927378479768,190910,297.49,640,90448,0.0015933747927192599
0.07,1497,-19.583869989659892,193809,297.0,650,91904,0.0017554886144353077
0.07,1521,-19.38608750733878,196809,297.0,660,93400,0.0017112856294261292
0.07,1546,-19.585111845058176,199809,297.0,670,94904,0.002496999717550352
