rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
-17.64095433364427,0.07,744,248.1,0.027648463008517865,2491,10,10
-12.563502540247175,0.07,1584,207.3,8.736447034607409e-05,4166,20,20
-9.693840196880611,0.07,2144,175.23333333333332,0.036464937085838756,5287,30,28
-7.868313282116629,0.07,2624,155.05,0.07329394396219868,6242,40,33
-6.484313096709818,0.07,2760,129.36,0.0729368923639413,6518,50,35
-5.822657317580972,0.07,3016,116.21666666666667,0.07249218464130536,7033,60,38
-5.145753405622825,0.07,3152,103.27142857142857,0.04511970629027928,7299,70,40
-4.599860848343355,0.07,3264,93.0875,0.09004824049770832,7527,80,41
-4.177253541631569,0.07,3376,85.21111111111111,0.12574396282434464,7759,90,43
-3.8654031587506923,0.07,3584,80.7,0.11577007826417685,8170,100,45
-2.222071867962539,0.07,3744,58.98,0.12546662924432894,8489,110,47
-1.5582090584986787,0.07,3880,45.0,0.12532859109342098,8766,120,49
-1.2393924324312766,0.07,4000,36.13,0.13348162340116687,9000,130,51
-1.12232097570926,0.07,4168,29.93,0.1330772772344062,9335,140,53
-1.1107960118234308,0.07,4280,29.48,0.15016859956085682,9566,150,54
-0.9552363359122329,0.07,4416,26.98,0.1840881183743477,9831,160,56
