rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
-4.273418415103092,921,103351,0.07,190.9,850,41672,0.0326226563192904
-4.365278802427525,940,105323,0.07,190.56,860,42656,0.03074778593145311
-4.389941074815335,959,107353,0.07,195.45,870,43672,0.027137548429891467
-4.341403107346085,975,109155,0.07,190.77,880,44576,0.021843142807483673
-4.503068257279942,995,111256,0.07,194.58,890,45624,0.02204828499816358
-4.723891740631745,1014,113289,0.07,202.5,900,46640,0.02409654436632991
-4.664007389928365,1036,115564,0.07,202.21,910,47776,0.0206974595785141
-4.956857759649293,1060,118151,0.07,208.92,920,49072,0.019721026881597936
-5.105054629578735,1082,120553,0.07,211.99,930,50272,0.015057655109558254
-5.390086839384704,1106,123047,0.07,218.16,940,51520,0.013754972256720066
-5.787293359322437,1134,126047,0.07,225.96,950,53016,0.012222783989273012
-6.518039612988137,1163,129047,0.07,236.24,960,54520,0.016155116551090032
-6.9774202153959495,1191,131928,0.07,244.75,970,55960,0.013677641865797341
-7.706011708572341,1220,134921,0.07,256.66,980,57456,0.00821851147338748
-8.055859452670369,1248,137921,0.07,265.65,990,58960,0.011606633081100881
-8.436878931158976,1277,140921,0.07,275.32,1000,60456,0.012215520604513586
-9.038352410377668,1305,143921,0.07,282.57,1010,61960,0.016076888423413038
-9.357052828939914,1333,146921,0.07,286.7,1020,63456,0.015451189246959984
-9.688377251435004,1362,149921,0.07,292.68,1030,64960,0.017782249371521175
-10.339872725636901,1391,152921,0.07,297.74,1040,66456,0.014611780527047813
-10.689421898732427,1420,155921,0.07,297.74,1050,67960,0.016070729703642428
-10.915891618293564,1451,158921,0.07,297.74,1060,69456,0.011368267005309463
-11.085360146574969,1481,161921,0.07,298.93,1070,70960,0.009842366387601942
-11.373550962712725,1510,164921,0.07,299.0,1080,72456,0.010929407842922956
-11.822390104436394,1540,167921,0.07,299.0,1090,73960,0.009521205618511885
-12.150597374476284,1565,170505,0.07,294.84,1100,75248,0.00879502046154812
-12.189870167116032,1595,173505,0.07,294.84,1110,76752,0.009284014289733022
-12.240022105361456,1623,176369,0.07,293.48,1120,78184,0.007851508969906718
-12.571767209782752,1654,179369,0.07,293.48,1130,79680,0.007020503748208284
-12.423464661218002,1681,182064,0.07,290.43,1140,81024,0.007945663994178176
-12.369690285612005,1711,185064,0.07,290.43,1150,82528,0.004570927645545453
-11.892073010074649,1735,187485,0.07,284.64,1160,83736,0.006656031822785735
-11.91470063142383,1765,190485,0.07,284.64,1170,85240,0.008668857160955667
-11.601395041878668,1795,193485,0.07,284.64,1180,86736,0.005385067022871226
-11.249457544123532,1824,196387,0.07,283.66,1190,88192,0.005550699046580121
-11.15203271662462,1853,199387,0.07,287.82,1200,89688,0.004533976170932874
