time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
1,88.2,10,892,0.9792609999999999,-4.473133782377284,,
1,72.95,20,1479,0.9656132499999999,-3.686615999355083,,
3,76.93333333333334,30,2338,0.9456415000000001,-3.891318087215691,,
4,78.4,40,3176,0.926158,-4.117531115550315,,
5,76.4,50,3870,0.9100225000000001,-4.118336182363398,,
6,79.46666666666667,60,4828,0.8877489999999998,-4.295308371772421,,
8,83.3,70,5901,0.86280175,-4.685620229852792,,
10,85.75,80,6940,0.8386450000000003,-4.864117911712958,,
12,84.53333333333333,90,7698,0.8210214999999998,-4.889914780468262,,
15,91.18,100,9218,0.7856815000000001,-5.302973601051874,,
21,96.82,110,10674,0.7518294999999999,-5.836921921178669,336,0.06511228780982492
31,106.53,120,12232,0.7156060000000001,-6.61777923868081,1112,0.06550214149683597
39,108.45,130,13283,0.6911702500000001,-6.724661094300151,1640,0.05659501444461057
48,113.1,140,14586,0.6608755000000004,-7.0548913763141545,2288,0.08542319800471887
58,119.8,150,15950,0.6291625000000001,-7.476161162663537,2968,0.10447307606227696
68,123.3,160,17258,0.5987515000000001,-7.6739516032491295,3624,0.11363486170012038
73,119.74,170,17975,0.5820812499999999,-7.386035886531836,3984,0.04842074056796264
81,120.37,180,19077,0.5564597499999998,-7.399977323036537,4536,0.058537385863019153
87,122.06,190,20004,0.534907,-7.332882984331544,5000,0.04941560167935677
93,114.63,200,20781,0.51684175,-6.798698582441922,5384,0.06847572542028502
96,104.06,210,21180,0.507565,-5.992318517734878,5584,0.04956392146414146
102,95.92,220,21924,0.4902669999999998,-5.362364618649479,5960,0.07903951746993698
110,96.68,230,23051,0.46406425000000007,-5.40886178302489,6520,0.10603152200928889
118,93.99,240,24085,0.44002375000000005,-5.073369590290818,7040,0.0532936793169938
122,85.47,250,24597,0.42811975,-4.500902200384861,7296,0.13590781204402447
127,78.44,260,25202,0.4140535000000003,-4.05897184773524,7600,0.1273229037760757
131,76.68,270,25743,0.40147524999999995,-3.919710491813386,7864,0.16458243876695633
135,70.47,280,26224,0.390292,-3.5042037590794255,8104,0.06114579760469496
138,65.18,290,26622,0.38103849999999984,-3.269407412281871,8304,0.09862597822211683
142,62.56,300,27137,0.36906474999999983,-3.1829895161275363,8568,0.09208766662050039
148,66.25,310,27905,0.35120875000000007,-3.35229032226851,8952,0.1012231397908181
152,64.01,320,28425,0.3391187499999998,-3.1291480283277284,9208,0.13403756404295564
155,56.43,330,28794,0.33053950000000043,-2.6874449585658993,9392,0.08820201526395977
160,52.47,340,29432,0.31570600000000026,-2.5001078022749574,9712,0.10898073570569977
163,52.02,350,29899,0.3048482500000004,-2.4735738107421694,9944,0.15615958615671843
169,53.23,360,30625,0.2879687500000002,-2.579209068181921,10312,0.09153576625976712
172,51.93,370,31036,0.27841300000000013,-2.4866283869256067,10512,0.05286838178290054
176,51.56,380,31480,0.26809000000000016,-2.504235508756467,10736,0.1280300650978461
179,51.56,390,31878,0.2588364999999999,-2.532622047190963,10936,0.06252706766827032
181,49.37,400,32174,0.25195449999999975,-2.4104452631819258,11080,0.10193352814530954
185,46.22,410,32627,0.24142225000000006,-2.2732560935914785,11312,0.11076037865132093
189,46.08,420,33133,0.22965775000000033,-2.3286095132266245,11560,0.1668326238868758
193,46.83,430,33577,0.2193347499999998,-2.425757824912623,11784,0.12830714660231024
196,44.39,440,33971,0.21017425000000023,-2.3284215035491904,11984,0.11946015257854015
200,45.41,450,34540,0.19694500000000026,-2.3883130603622913,12264,0.11893356021028012
202,40.82,460,34807,0.1907372500000004,-2.1235031167920093,12400,0.10206472518621013
205,39.75,470,35111,0.18366925,-2.103276027265254,12552,0.1450551226735115
208,39.34,480,35514,0.17429950000000016,-2.0636338919221533,12752,0.13937954138964415
