train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.00014419097715290263,1000,299.0,22,0.07,10,3000,-20.25975830606578
0.00026940141469822265,2496,299.0,46,0.07,20,6000,-19.75581331657188
0.0004117313255846966,4000,299.0,70,0.07,30,9000,-19.981671119855385
