time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
10,299.0,23,0.965125,3000,-135.09425969995667,,
20,299.0,43,0.9302499999999999,6000,-135.29363916187833,,
30,299.0,64,0.8953749999999999,9000,-142.13970241691501,,
40,299.0,85,0.8604999999999999,12000,-142.84104039639755,,
50,299.0,106,0.8256250000000002,15000,-145.8905444065449,,
60,290.95,124,0.796364875,17517,-137.06161704183427,,
70,292.1,146,0.7614898749999999,20517,-139.8459772923517,256,0.02534441649913788
80,292.9625,173,0.7266148749999999,23517,-134.22578518325867,1752,0.028174639446660876
90,293.6333333333333,200,0.6917398750000001,26517,-132.7979524225825,3256,0.030887495493516326
100,292.56,225,0.6587365000000001,29356,-129.72247912556122,4672,0.033175909891724586
110,292.52,252,0.623908,32352,-125.82749113290406,6168,0.04325489467009902
120,290.65,282,0.591206875,35165,-122.49886749184036,7576,0.05083585297688842
130,287.67,312,0.5597961250000001,37867,-118.40817842755476,8928,0.05028975335881114
140,275.98,331,0.5385107499999999,39698,-111.55488219835821,9848,0.06468419218435884
150,273.82,357,0.5061467500000001,42482,-104.52432690291843,11240,0.08640666818246245
160,276.02,383,0.47432912500000024,45219,-106.58477199869198,12608,0.0758156762458384
170,273.49,408,0.44239525,47966,-99.23334192819712,13976,0.08296034066006541
180,273.49,436,0.40752025000000014,50966,-101.47534042488468,15480,0.0775380339473486
190,268.43,459,0.37852750000000013,53460,-100.84415100136403,16728,0.08418117184191942
200,245.78,464,0.3718547500000001,54034,-91.62895024328074,17016,0.09473643638193607
210,219.89,468,0.3671233749999999,54441,-82.57408448432442,17216,0.08245999133214355
220,195.51,472,0.3627640000000001,54816,-72.97119176352118,17400,0.11713623534888029
230,171.44,475,0.35933462500000013,55111,-61.86656087156621,17552,0.10641263145953417
240,155.99,478,0.35600987500000003,55397,-54.61655907383251,17696,0.12083008605986834
250,130.85,480,0.35287112500000006,55667,-46.17547516872312,17832,0.15616320632398129
260,107.13,484,0.34862800000000016,56032,-35.392689220467055,18008,0.10643404629081488
270,82.69,487,0.3451056250000001,56335,-27.59400959598112,18160,0.1882734801620245
280,54.97,489,0.3424551250000001,56563,-16.131038415729265,18280,0.12915546726435423
290,32.79,492,0.33924662500000025,56839,-5.064318832239327,18416,0.1593517241999507
300,29.62,494,0.3362590000000001,57096,-4.398971873130314,18544,0.14103492256253958
310,27.35,496,0.3341664999999999,57276,-4.052730515275177,18632,0.17166948691010475
320,26.04,498,0.3313299999999999,57520,-3.7961834159878896,18752,0.1904748436063528
330,25.41,501,0.32863300000000006,57752,-3.7273476648837756,18872,0.13698477484285831
340,24.97,503,0.32581974999999996,57994,-3.6727869828341175,18992,0.1618602266535163
350,23.91,505,0.32391325000000015,58158,-3.5096296038936647,19072,0.1671498641371727
360,22.98,507,0.32075125000000004,58430,-3.316124923655524,19208,0.19880250003188848
370,21.93,509,0.3184495000000003,58628,-3.1203330071981674,19312,0.1780388429760933
380,25.43,514,0.3117302500000001,59206,-4.492271677927048,19600,0.21012955531477928
390,24.87,516,0.3091727500000001,59426,-4.378496600178763,19712,0.17507066391408443
400,24.52,519,0.306592,59648,-4.372338331936323,19816,0.17338884249329567
410,24.53,520,0.3044878750000001,59829,-4.400313483580635,19912,0.23097286000847816
420,24.05,522,0.3022093750000001,60025,-4.342802093890399,20008,0.2797808274626732
430,24.18,525,0.29936125,60270,-4.372855314390083,20128,0.2831329870969057
440,24.28,527,0.2964317499999999,60522,-4.405787972367795,20256,0.2477891594171524
450,24.56,529,0.2941997500000001,60714,-4.469639919935244,20352,0.21595284342765808
460,24.62,531,0.290968,60992,-4.539420579932285,20488,0.22621090337634087
470,25.11,534,0.2880966250000001,61239,-4.57290029568098,20616,0.25068021938204765
480,24.75,539,0.28179587500000014,61781,-4.783030068556458,20888,0.2295042648911476
490,25.1,541,0.2788315000000001,62036,-4.875854477682719,21016,0.26627855002880096
500,27.09,545,0.27393737500000026,62457,-5.771413013138124,21224,0.26184236630797386
510,27.51,547,0.27134500000000006,62680,-5.83297175613838,21336,0.19351143017411232
520,27.49,549,0.26908975,62874,-5.830878385244848,21432,0.23889297433197498
530,26.7,551,0.2671600000000003,63040,-5.718782945194806,21512,0.24301143921911716
540,26.66,553,0.264277,63288,-5.723566925882767,21640,0.31827013194561005
550,26.94,555,0.2617195000000002,63508,-5.827574519402523,21752,0.2673128228634596
560,26.36,558,0.259162,63728,-5.695469033298739,21856,0.35723624005913734
570,26.06,560,0.256639375,63945,-5.701543994236508,21968,0.3311940021812916
580,22.17,561,0.2548607500000002,64098,-4.002822229658094,22048,0.3538644351065159
590,21.31,563,0.25289612500000025,64267,-3.772703400199352,22128,0.2604567687958479
600,19.07,565,0.25060600000000033,64464,-2.8495983703609387,22224,0.3090171329677105
610,18.66,567,0.24849025000000013,64646,-2.8162463619136555,22320,0.3259231336414814
620,18.75,568,0.246130375,64849,-2.7903626057844515,22424,0.3577037565410137
630,19.04,570,0.2438635,65044,-2.809873021364149,22520,0.3485798556357622
640,18.33,572,0.24180587500000017,65221,-2.6580544492490623,22608,0.3131239078938961
650,18.53,574,0.2390158750000001,65461,-2.726542952265871,22728,0.3850612174719572
660,18.02,576,0.23705125000000016,65630,-2.673098285392234,22808,0.37874847277998924
670,17.53,578,0.23509825000000006,65798,-2.512946911718009,22896,0.3608757946640253
680,17.81,580,0.23299412500000005,65979,-2.6032479564737643,22984,0.36922232434153557
690,17.59,581,0.2312852500000001,66126,-2.5810847703930837,23056,0.3588769994676113
700,19.76,585,0.22647250000000008,66540,-3.6419625963463527,23264,0.3772641457617283
710,19.57,587,0.224577625,66703,-3.6098005661740276,23344,0.41986118629574776
720,18.98,588,0.22290362499999994,66847,-3.4907119911925495,23416,0.36698921024799347
730,19.28,590,0.22028800000000015,67072,-3.580319286449832,23528,0.42332853004336357
740,39.5,611,0.1947246250000002,69271,-9.720887560894758,24632,0.48216015473008156
750,58.77,631,0.16953325000000008,71438,-18.703398068790502,25712,0.4788934551179409
760,77.68,650,0.14558575000000018,73498,-25.241423139093385,26744,0.46256253495812416
770,102.55,675,0.11472137500000001,76153,-32.00590727870487,28072,0.464910626411438
780,128.02,701,0.08300837500000002,78881,-39.48599891898211,29440,0.5721209719777107
790,146.98,721,0.07,80924,-45.371290132916755,30456,0.5966074652969837
800,164.66,741,0.07,83106,-52.18218989575014,31552,0.6131086647510529
810,187.92,765,0.07,85595,-63.9104858572417,32792,0.6197128631174564
820,205.5,784,0.07,87497,-69.47304358623778,33744,0.6999407410621643
830,224.76,804,0.07,89648,-79.18268992421328,34816,0.6988419406116009
840,216.34,817,0.07,91005,-77.56199869395061,35496,0.6222180761396885
850,213.68,836,0.07,92906,-73.56170430212872,36448,0.6706859618425369
860,211.45,853,0.07,94743,-71.79755758698553,37368,0.666344653815031
870,197.13,865,0.07,95966,-67.97778611426105,37976,0.7520786896348
880,181.84,877,0.07,97165,-62.9119740178106,38576,0.7799914553761482
890,177.8,893,0.07,98804,-61.500130567899845,39400,0.8435637503862381
900,165.54,902,0.07,99760,-55.53481421943077,39872,0.8580845892429352
910,158.74,919,0.07,101569,-48.16021071929009,40784,0.7796989381313324
920,149.21,928,0.07,102518,-45.660933840907234,41256,0.804092600941658
930,141.03,941,0.07,103851,-39.4498027305897,41920,0.8784612789750099
940,140.79,954,0.07,105184,-38.73186701731174,42584,0.9548730105161667
950,137.48,969,0.07,106754,-38.62560019790314,43376,0.8872708976268768
960,133.38,983,0.07,108181,-38.292945317279596,44088,0.8255879357457161
970,133.15,995,0.07,109381,-38.165408023394626,44688,0.9798659160733223
980,131.19,1004,0.07,110384,-38.60722613132621,45184,1.0025364011526108
990,124.37,1013,0.07,111341,-36.59996258825199,45664,0.9562829658389091
1000,132.31,1030,0.07,113091,-39.83969428849377,46544,0.949186310172081
1010,127.58,1043,0.07,114427,-40.05136275739996,47208,0.9158749431371689
1020,125.16,1050,0.07,115134,-39.06766042294192,47560,0.9844323918223381
1030,119.39,1057,0.07,115890,-37.86811264824355,47944,0.9767328202724457
1040,117.38,1068,0.07,117022,-37.02576719322439,48504,0.9846684783697128
1050,111.25,1078,0.07,117979,-35.135712523571115,48984,0.9754012003540993
1060,102.7,1083,0.07,118551,-31.848348841757655,49272,0.9357594028115273
1070,103.27,1095,0.07,119808,-33.12810108864933,49896,1.0533885136246681
1080,100.82,1103,0.07,120566,-32.12294891201074,50280,0.9522906094789505
1090,100.69,1112,0.07,121510,-32.83279404821437,50752,0.8579623103141785
1100,88.97,1118,0.07,122088,-28.753775971799346,51040,1.0115328654646873
1110,81.61,1123,0.07,122688,-25.303559533837905,51336,0.9929555431008339
1120,78.76,1128,0.07,123110,-24.159101718340242,51552,1.0323972404003143
1130,81.21,1137,0.07,124111,-24.41764337727453,52048,1.0128914192318916
1140,74.59,1142,0.07,124581,-22.427471364528852,52288,0.8660154715180397
1150,73.07,1150,0.07,125386,-21.453320760885493,52688,0.8589907512068748
1160,77.58,1160,0.07,126409,-23.06999774762327,53200,1.050006665289402
1170,72.66,1167,0.07,127174,-20.736983579916785,53584,1.144199699163437
1180,70.45,1172,0.07,127711,-20.11308578699408,53848,1.1352995932102203
1190,66.36,1178,0.07,128246,-17.974489802886602,54120,1.1115370467305183
1200,66.86,1184,0.07,128874,-18.4593879969845,54432,1.1908167004585266
1210,67.09,1190,0.07,129497,-18.51606971106765,54744,1.0610049813985825
1220,67.95,1195,0.07,130005,-18.816004209057397,55000,1.0839999169111252
1230,65.85,1203,0.07,130796,-17.91216209531494,55392,1.0718901976943016
1240,67.07,1209,0.07,131388,-18.61111479484779,55688,1.049257680773735
1250,67.46,1217,0.07,132232,-18.741120459806474,56112,1.023032769560814
1260,63.08,1223,0.07,132817,-17.35628245113091,56408,1.1426977291703224
1270,60.88,1229,0.07,133362,-16.928638206373346,56680,1.0430145487189293
1280,62.79,1236,0.07,134090,-17.501911301250107,57040,1.0297484695911407
1290,63.49,1242,0.07,134695,-17.689638629267343,57344,1.2035633623600006
1300,63.62,1248,0.07,135336,-17.746694895266643,57664,1.0051841884851456
1310,64.28,1255,0.07,136025,-18.208573113623107,58008,1.1705494225025177
1320,68.72,1264,0.07,136977,-19.64894242827628,58488,1.0945546850562096
1330,67.34,1270,0.07,137630,-19.625966296416888,58808,1.0679737702012062
1340,68.66,1278,0.07,138354,-20.175583721586534,59176,1.0610586404800415
1350,70.54,1288,0.07,139386,-20.907261337635322,59688,1.1111873388290405
1360,73.22,1296,0.07,140239,-21.908211439332234,60112,1.0514702871441841
1370,75.68,1304,0.07,141030,-22.89986837162378,60512,1.0761964693665504
