time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
0,52.0,10,530,0.9876774999999998,2.52342397463985,,
1,47.1,20,962,0.9776335,2.0224792144323955,,
2,65.83333333333333,30,2005,0.9533837500000002,3.0972003384487943,,
4,78.825,40,3193,0.92576275,4.040504419383984,,
5,85.44,50,4322,0.8995135,4.416228787552048,,
7,87.05,60,5283,0.8771702500000002,4.658411258776335,,
8,88.87142857142857,70,6291,0.85373425,4.640751806063956,,
10,88.0,80,7120,0.8344600000000002,4.663018257779053,,
13,95.6,90,8694,0.7978645,5.174402018374139,,
15,96.01,100,9701,0.7744517499999999,5.17706247218389,,
21,100.48,110,10678,0.7517364999999998,5.417757858147414,336,0.09508432339862338
32,109.96,120,12058,0.7196515000000003,5.930727469248263,1024,0.05833908572458313
44,114.22,130,13527,0.6854972500000001,6.2389970453185155,1760,0.10628887638449669
54,113.92,140,14685,0.6585737500000002,6.072400359638485,2336,0.068485855605104
65,115.19,150,15941,0.62937175,6.030393666581126,2968,0.1093527858829475
76,118.64,160,17247,0.5990072499999998,6.016213510362734,3616,0.06064876331947744
84,117.2,170,18111,0.5789192500000003,5.926629531448787,4048,0.06154731032438576
93,119.17,180,19137,0.5550647499999999,5.870628641235666,4568,0.15432565985247493
101,112.43,190,20037,0.5341397500000002,5.351685247931775,5016,0.04278226802125573
106,108.88,200,20689,0.51898075,5.061941425836642,5344,0.1250671731395414
115,109.34,210,21712,0.4951960000000001,4.9787019104080175,5848,0.10627275053411722
122,102.38,220,22396,0.4792930000000002,4.608036092583247,6192,0.09595536778215319
129,95.7,230,23197,0.4606697500000001,4.086320229878327,6592,0.07685983370174654
134,90.3,240,23815,0.44630124999999987,3.810956111567332,6904,0.14095006487332284
143,87.44,250,24785,0.42374875000000034,3.6294877419455336,7392,0.17610205721575767
150,81.37,260,25484,0.4074970000000002,3.364241702792555,7736,0.12241377428290434
154,77.7,270,25981,0.3959417500000003,3.1677759529059393,7984,0.10262105718720704
160,74.33,280,26670,0.3799225000000003,3.0141284595904496,8328,0.14677207940258086
166,71.59,290,27296,0.36536800000000036,2.8716144460994344,8640,0.08026969962520525
172,71.82,300,27971,0.34967424999999985,2.8807779256658055,8984,0.07124357135035098
177,67.32,310,28544,0.3363520000000003,2.6712557592860247,9264,0.1615845484775491
182,65.0,320,28996,0.3258430000000001,2.5591457241166076,9496,0.10668009641813114
187,62.61,330,29558,0.3127765000000001,2.4466243670604335,9776,0.09536108560860157
192,61.45,340,30060,0.30110500000000007,2.358636475102787,10024,0.14126276865135878
197,57.34,350,30619,0.2881082500000003,2.1923028817121737,10304,0.12473946006502956
203,56.74,360,31258,0.27325149999999987,2.1070103596107352,10624,0.15684117248747498
206,55.65,370,31646,0.26423050000000015,2.0625122120590107,10816,0.15438550669932738
210,52.75,380,32045,0.25495374999999987,1.9490222598716096,11016,0.13378325471421704
216,52.92,390,32688,0.24000399999999988,1.891511256908085,11336,0.12041599932126701
220,50.52,400,33123,0.22989024999999985,1.7923704919336485,11560,0.14718514535343274
226,51.4,410,33784,0.21452200000000032,1.8249318176132308,11888,0.053239620523527265
231,51.63,420,34259,0.2034782500000003,1.783801688034486,12128,0.15896354522556067
235,50.5,430,34708,0.19303899999999996,1.7373101896005516,12352,0.1447990508750081
242,52.47,440,35407,0.17678724999999995,1.8167912311894816,12696,0.2090311497449875
247,51.96,450,35915,0.16497624999999982,1.7697890763242767,12952,0.17342212400399148
251,49.68,460,36326,0.1554205000000003,1.713832771321795,13160,0.09527737856842577
255,49.94,470,36740,0.14579500000000023,1.7448190327879696,13368,0.1622127192094922
258,49.39,480,37084,0.13779699999999995,1.700598714927021,13536,0.14451037673279643
263,47.92,490,37580,0.1262650000000003,1.6608581007293584,13784,0.153812644071877
267,47.33,500,37956,0.11752299999999982,1.6464741903937041,13976,0.22297500341665
271,45.41,510,38425,0.1066187500000001,1.5622920483274012,14208,0.1355849585379474
275,44.86,520,38845,0.09685375000000018,1.5788429571872749,14416,0.16770042292773724
280,45.95,530,39403,0.08388025000000032,1.6336116390578792,14696,0.1921970236580819
287,45.24,540,40031,0.07,1.5922586605554598,15008,0.266228505410254
294,47.56,550,40771,0.07,1.6446204012480323,15384,0.2052696831524372
299,48.58,560,41284,0.07,1.6038507787465235,15640,0.18546521372627467
302,47.93,570,41633,0.07,1.5841911970110425,15816,0.13609619776252657
306,47.83,580,41967,0.07,1.5681554278088798,15976,0.14012022735551
313,50.38,590,42718,0.07,1.6417403638798407,16352,0.11275810049846768
318,51.51,600,43207,0.07,1.6439921789443281,16600,0.12776919023599476
321,49.72,610,43497,0.07,1.5962802571349721,16744,0.19141703587956727
325,49.45,620,43890,0.07,1.5684115016404487,16944,0.16642889787908643
329,48.45,630,44348,0.07,1.5175298991320394,17168,0.20161824021488428
332,45.91,640,44722,0.07,1.4486919885251255,17360,0.17503981152549386
336,42.82,650,45153,0.07,1.389008854740267,17576,0.1797931520268321
340,40.95,660,45479,0.07,1.3724971577105274,17736,0.17670470383018255
343,41.46,670,45879,0.07,1.3610663868453066,17936,0.1781417103484273
349,43.83,680,46450,0.07,1.4664723043703471,18224,0.1403996436856687
352,39.98,690,46816,0.07,1.3410314192724755,18400,0.19989325292408466
358,41.11,700,47418,0.07,1.4099541173849957,18704,0.20701846410520375
362,41.86,710,47783,0.07,1.439587662214183,18888,0.22390002547763288
365,41.07,720,48097,0.07,1.400186298212966,19048,0.13344955048523843
369,40.61,730,48509,0.07,1.39613961157361,19248,0.16336922894697636
371,39.4,740,48762,0.07,1.3588066167558992,19376,0.183948484249413
373,37.39,750,48992,0.07,1.2772334343057905,19488,0.19657606654800475
377,37.69,760,49348,0.07,1.2876815598017815,19672,0.25599769479595125
379,36.25,770,49604,0.07,1.2515316769898543,19800,0.2187735242769122
382,33.68,780,49918,0.07,1.1607357177280406,19952,0.2426637108437717
386,34.29,790,50345,0.07,1.2064290752041995,20168,0.21395794907584786
390,31.84,800,50702,0.07,1.1218381460927285,20344,0.3251141458749771
393,31.56,810,51039,0.07,1.1034388509323656,20512,0.2520149457268417
397,33.03,820,51500,0.07,1.1545387035378185,20744,0.22561081778258085
401,33.14,830,51923,0.07,1.144528752584519,20960,0.2610882045701146
406,35.5,840,52412,0.07,1.2292400490054027,21200,0.2201378932222724
410,37.11,850,52803,0.07,1.291879588453682,21400,0.135327092371881
412,36.16,860,53064,0.07,1.2576967041223277,21528,0.3098991485312581
415,36.86,870,53390,0.07,1.2724145245955931,21688,0.2592322323471308
420,38.43,880,53861,0.07,1.3247533549145236,21928,0.2740733381360769
422,37.32,890,54177,0.07,1.2606985793874579,22088,0.2993910163640976
425,36.8,900,54482,0.07,1.2494439727024567,22240,0.1908217859454453
428,36.47,910,54786,0.07,1.2562602467458772,22392,0.3239379730075598
432,35.39,920,55139,0.07,1.2556961744723132,22568,0.23029532562941313
435,34.81,930,55504,0.07,1.227714097446453,22744,0.2753749480471015
439,34.23,940,55935,0.07,1.202294877346192,22960,0.24134134221822023
442,33.65,950,56268,0.07,1.1787054278515052,23128,0.2802744749933481
446,34.64,960,56628,0.07,1.2166593959587708,23312,0.30571293528191745
448,33.9,970,56880,0.07,1.1806321576964283,23432,0.2240658961236477
451,32.55,980,57216,0.07,1.122330609952107,23600,0.3197264187037945
454,32.98,990,57575,0.07,1.140761579037187,23784,0.21782777411863208
458,33.99,1000,57981,0.07,1.1684592819069282,23984,0.3033803543075919
462,35.36,1010,58422,0.07,1.1903526583716693,24208,0.285979226231575
465,35.11,1020,58750,0.07,1.1815568267602377,24368,0.2669327184557915
469,35.2,1030,59124,0.07,1.2061001942865086,24560,0.1604905310086906
472,33.98,1040,59433,0.07,1.168769373846026,24712,0.2683524116873741
475,33.92,1050,59760,0.07,1.1538291382234644,24872,0.25096760876476765
479,34.35,1060,60163,0.07,1.2006717968561618,25080,0.2499968484044075
483,36.06,1070,60586,0.07,1.3110194832204762,25288,0.29494955390691757
487,37.23,1080,61039,0.07,1.3522471542763725,25512,0.2602463704533875
490,37.36,1090,61411,0.07,1.386805397744333,25704,0.26181077770888805
494,37.03,1100,61784,0.07,1.386322631179648,25888,0.21667031617835164
497,35.93,1110,62115,0.07,1.3787723404347672,26056,0.22307822108268738
500,35.66,1120,62416,0.07,1.354886123807048,26200,0.24490276584401727
504,36.14,1130,62838,0.07,1.3655825254568486,26416,0.2761423895135522
508,36.86,1140,63219,0.07,1.3843750588137473,26608,0.24938330613076687
511,37.3,1150,63590,0.07,1.4648816671800136,26792,0.25638153590261936
514,36.34,1160,63897,0.07,1.40932461065941,26944,0.2650297172367573
518,36.26,1170,64312,0.07,1.3855065692635304,27152,0.22270300146192312
522,35.96,1180,64735,0.07,1.4109789505595558,27360,0.19780857302248478
525,35.8,1190,65091,0.07,1.3772143299983475,27544,0.29548389092087746
528,35.01,1200,65385,0.07,1.3336383679849342,27688,0.34804052766412497
533,36.43,1210,65858,0.07,1.3631572850672804,27928,0.3475423138588667
538,38.75,1220,66391,0.07,1.4853161754855517,28192,0.20897699613124132
540,37.1,1230,66648,0.07,1.4250256521902893,28320,0.29631682951003313
543,36.18,1240,66937,0.07,1.3974975809259242,28464,0.3048010505735874
545,35.34,1250,67224,0.07,1.3283480386668562,28608,0.21708738710731268
549,36.41,1260,67638,0.07,1.367094013176748,28816,0.21200859174132347
552,35.4,1270,67952,0.07,1.3176796839178657,28968,0.22015593759715557
554,33.28,1280,68163,0.07,1.2030807461708657,29080,0.27980655804276466
557,32.42,1290,68433,0.07,1.190772362575632,29216,0.30736072920262814
560,32.58,1300,68743,0.07,1.2069509867293826,29368,0.2794795222580433
564,32.38,1310,69196,0.07,1.225500826916911,29592,0.331302497535944
567,30.26,1320,69517,0.07,1.0969867413700103,29752,0.2790429890155792
570,30.74,1330,69822,0.07,1.1058846752918048,29904,0.3315412122756243
574,31.99,1340,70236,0.07,1.1727065149826925,30112,0.3750250991433859
579,34.2,1350,70744,0.07,1.2818580980348304,30368,0.32626771554350853
582,33.26,1360,71064,0.07,1.2438777274538628,30528,0.30576226487755775
584,33.4,1370,71392,0.07,1.2575130267789358,30688,0.27257381193339825
587,34.23,1380,71686,0.07,1.3062953528295025,30840,0.2950615044683218
591,35.4,1390,72073,0.07,1.3626453687805435,31032,0.24500710424035788
594,35.48,1400,72391,0.07,1.3827890065177075,31192,0.2722816336899996
597,33.86,1410,72682,0.07,1.3038774278345582,31336,0.30581676587462425
600,34.4,1420,73057,0.07,1.3589491517588597,31528,0.29178592283278704
604,35.41,1430,73463,0.07,1.4401197810171622,31728,0.2828484382480383
607,35.14,1440,73850,0.07,1.4265487537330628,31920,0.3101578392088413
611,33.48,1450,74192,0.07,1.3393916987320276,32088,0.34780194610357285
613,33.18,1460,74482,0.07,1.3210414521249851,32240,0.27212899550795555
618,34.45,1470,74937,0.07,1.403941054204455,32464,0.3608654588460922
620,34.4,1480,75226,0.07,1.4050079783380949,32608,0.38573895394802094
623,33.3,1490,75503,0.07,1.33143602804598,32744,0.4057874660938978
627,34.7,1500,75961,0.07,1.3934449770692077,32976,0.2844334617257118
630,35.04,1510,76286,0.07,1.410130794105588,33136,0.30810186453163624
633,34.08,1520,76565,0.07,1.3400147896976866,33280,0.34056911058723927
636,32.83,1530,76846,0.07,1.2637943520321004,33416,0.32887489162385464
639,31.79,1540,77129,0.07,1.216155556618403,33560,0.25404437724500895
643,32.29,1550,77521,0.07,1.2336898324206387,33760,0.3659759387373924
646,32.84,1560,77866,0.07,1.2689547651314854,33928,0.29661434795707464
650,31.91,1570,78228,0.07,1.2069672624365773,34112,0.3235191088169813
653,32.6,1580,78586,0.07,1.212467448011765,34288,0.2510340288281441
656,33.1,1590,78913,0.07,1.2358872060009751,34456,0.39948907494544983
660,32.03,1600,79264,0.07,1.1867717434204175,34624,0.2952397922053933
662,31.4,1610,79526,0.07,1.1633489694301675,34760,0.27216571755707264
666,32.12,1620,79877,0.07,1.2152726924717987,34936,0.27954537235200405
670,33.44,1630,80290,0.07,1.2788961033927893,35144,0.38074158504605293
672,33.36,1640,80565,0.07,1.2631150564168252,35280,0.324027294293046
676,32.64,1650,80885,0.07,1.240621171362779,35440,0.2685063071548939
678,31.71,1660,81137,0.07,1.185976882750402,35568,0.340257465839386
683,32.76,1670,81604,0.07,1.2015016721475649,35800,0.22603649273514748
686,32.02,1680,81888,0.07,1.2027210305673697,35936,0.29338848404586315
689,31.87,1690,82200,0.07,1.1978684130632216,36096,0.3279643077403307
692,31.8,1700,82544,0.07,1.1767509373782987,36264,0.392621411010623
696,33.45,1710,82971,0.07,1.2481258640455737,36480,0.3175493683665991
700,33.46,1720,83323,0.07,1.2340792650039671,36656,0.24356798827648163
703,32.7,1730,83660,0.07,1.1911946837407172,36824,0.4289126768708229
707,34.06,1740,84071,0.07,1.2516390403844897,37032,0.34460240229964256
710,34.09,1750,84394,0.07,1.2540520917966993,37192,0.3050384782254696
714,35.52,1760,84789,0.07,1.3197115337879621,37392,0.32893047481775284
718,34.86,1770,85190,0.07,1.3391038292382442,37592,0.33033437468111515
722,36.07,1780,85595,0.07,1.38320189093215,37792,0.3530470822006464
724,35.37,1790,85837,0.07,1.3475231086030939,37912,0.32058320939540863
728,35.35,1800,86179,0.07,1.348227594380721,38088,0.3090588506311178
732,34.99,1810,86570,0.07,1.3417746990200357,38280,0.29993293061852455
736,35.36,1820,86959,0.07,1.3738485559955194,38472,0.32563487254083157
738,34.68,1830,87228,0.07,1.3393212488648718,38608,0.3121434934437275
742,34.47,1840,87618,0.07,1.3340621920648434,38808,0.35260781086981297
745,34.58,1850,87952,0.07,1.331526605406383,38968,0.2652785927057266
748,33.35,1860,88224,0.07,1.289305443219844,39104,0.36795852705836296
751,32.72,1870,88562,0.07,1.2219058717478233,39280,0.30476317554712296
755,32.54,1880,88949,0.07,1.2159932352238032,39472,0.3596067950129509
760,34.83,1890,89420,0.07,1.3137070701286415,39704,0.33725463412702084
764,35.48,1900,89827,0.07,1.384540452297716,39912,0.3832518346607685
767,34.63,1910,90133,0.07,1.3317155608709335,40064,0.3295303341001272
770,33.6,1920,90419,0.07,1.2805352402201522,40208,0.3675674106925726
774,35.26,1930,90854,0.07,1.3738014123612174,40424,0.30285741947591305
778,35.36,1940,91254,0.07,1.3904175562913956,40624,0.38460566103458405
781,35.38,1950,91590,0.07,1.383335121685282,40792,0.37169470824301243
785,36.48,1960,91972,0.07,1.4204868439496394,40984,0.3474375940859318
789,37.02,1970,92364,0.07,1.4592518393019602,41176,0.3783774208277464
792,36.17,1980,92666,0.07,1.4145780095466005,41328,0.3196309991180897
796,35.74,1990,93094,0.07,1.4094035295689948,41544,0.3134158607572317
800,36.04,2000,93531,0.07,1.3952489026740267,41760,0.3841945230960846
805,37.26,2010,93959,0.07,1.459003918773597,41976,0.3498470429331064
808,37.96,2020,94315,0.07,1.4827781408326703,42152,0.3681637439876795
812,37.08,2030,94662,0.07,1.4308102650269612,42328,0.328045979142189
815,36.34,2040,94988,0.07,1.3918455836198624,42488,0.36082425341010094
818,36.3,2050,95320,0.07,1.414957867796457,42656,0.35558488592505455
821,35.8,2060,95652,0.07,1.4220626332821829,42824,0.36550758220255375
825,35.86,2070,96050,0.07,1.440277968395688,43024,0.35682353004813194
828,35.81,2080,96347,0.07,1.4354459362552943,43168,0.3313836604356766
831,34.51,2090,96645,0.07,1.3641627546333226,43320,0.3529511261731386
835,34.26,2100,97057,0.07,1.3588680238465018,43528,0.31117280945181847
837,32.13,2110,97272,0.07,1.253047199283816,43632,0.2905992642045021
841,32.68,2120,97683,0.07,1.2811571017671841,43840,0.33302210830152035
844,32.99,2130,98061,0.07,1.3052716736993475,44024,0.36417553573846817
849,34.65,2140,98553,0.07,1.3911879842145245,44272,0.3483930975198746
851,33.76,2150,98796,0.07,1.3400342242192116,44392,0.30454879626631737
855,34.39,2160,99191,0.07,1.3784710165361886,44592,0.37000999972224236
858,33.5,2170,99500,0.07,1.3299727551968166,44744,0.31868002377450466
862,34.43,2180,99890,0.07,1.3654687364775997,44944,0.37786004319787025
866,34.93,2190,100238,0.07,1.397214968308612,45112,0.3457117974758148
868,33.83,2200,100540,0.07,1.3359584453372815,45264,0.3608737401664257
872,35.59,2210,100931,0.07,1.4281873553984723,45464,0.29025178402662277
876,35.15,2220,101298,0.07,1.4114813639934491,45648,0.37872987799346447
878,34.51,2230,101612,0.07,1.3493560354884186,45800,0.3641740083694458
882,33.93,2240,102046,0.07,1.3106227982071201,46016,0.45103758201003075
886,35.17,2250,102413,0.07,1.359952793757073,46200,0.3684598207473755
891,36.85,2260,102976,0.07,1.4837432784083695,46480,0.2903904989361763
894,37.59,2270,103359,0.07,1.518235767201841,46672,0.2876101266592741
897,36.61,2280,103651,0.07,1.472453005747541,46824,0.36168116703629494
900,36.57,2290,103995,0.07,1.470817272369523,46992,0.3547152131795883
903,36.43,2300,104283,0.07,1.4585467469770104,47136,0.3699381351470947
907,36.49,2310,104680,0.07,1.4513980589087903,47336,0.35048881359398365
909,35.7,2320,104968,0.07,1.4138537333501033,47480,0.33305516839027405
912,34.98,2330,105210,0.07,1.4020593427754653,47600,0.31015693210065365
915,33.89,2340,105535,0.07,1.3392742151129233,47760,0.28601151891052723
919,33.72,2350,105885,0.07,1.3349325558183367,47936,0.30835408717393875
922,31.53,2360,106229,0.07,1.14894318898616,48112,0.3188749775290489
925,31.21,2370,106580,0.07,1.118643832166111,48288,0.3074341472238302
928,31.3,2380,106881,0.07,1.137169439726795,48440,0.2542270552366972
931,30.79,2390,107174,0.07,1.1178082611471973,48584,0.2521955445408821
934,30.66,2400,107449,0.07,1.1165282615699121,48720,0.30030959844589233
937,29.66,2410,107746,0.07,1.084375499719373,48872,0.30145130306482315
941,30.65,2420,108133,0.07,1.1288008018351956,49064,0.27429780922830105
945,32.28,2430,108538,0.07,1.2089720000484452,49264,0.3250648807734251
948,32.28,2440,108863,0.07,1.2198723692848363,49424,0.3268624320626259
953,33.61,2450,109346,0.07,1.2903268407771336,49672,0.32488633319735527
956,33.41,2460,109670,0.07,1.2860370286497578,49832,0.2848560307174921
960,33.31,2470,110011,0.07,1.3094303575796942,50000,0.33650208450853825
962,32.86,2480,110267,0.07,1.2693917471330347,50128,0.3011138178408146
964,31.92,2490,110466,0.07,1.2275096076037917,50232,0.2823077104985714
967,32.54,2500,110803,0.07,1.275422346917539,50400,0.31866196542978287
971,33.54,2510,111200,0.07,1.3029063656616224,50592,0.30924632027745247
976,33.83,2520,111616,0.07,1.3100566871960948,50800,0.25741537660360336
980,34.1,2530,112048,0.07,1.3149346782108173,51016,0.28306350111961365
983,33.68,2540,112331,0.07,1.2905652754579506,51160,0.2854045554995537
986,31.91,2550,112637,0.07,1.189889419005043,51312,0.2832104954868555
989,32.16,2560,112986,0.07,1.1947327080878098,51488,0.26671639271080494
994,32.98,2570,113409,0.07,1.204526923990522,51704,0.25338966958224773
997,34.18,2580,113785,0.07,1.252316881831242,51888,0.25247552804648876
1003,37.77,2590,114343,0.07,1.4113416084635242,52168,0.26103255711495876
1007,38.67,2600,114770,0.07,1.442639285658222,52384,0.2613052651286125
1012,39.68,2610,115268,0.07,1.5004063723129295,52632,0.2667124308645725
1016,39.93,2620,115709,0.07,1.5094598030504218,52848,0.2616333868354559
1020,38.91,2630,116039,0.07,1.4714995929235537,53016,0.2346009323373437
1023,39.26,2640,116357,0.07,1.4849398299296876,53176,0.25252100825309753
1028,40.96,2650,116833,0.07,1.6047448398488087,53416,0.21850636135786772
1032,41.43,2660,117229,0.07,1.6170383346083597,53608,0.2369028739631176
1035,40.78,2670,117587,0.07,1.6122123447645726,53792,0.228228110820055
1039,41.3,2680,118015,0.07,1.6527314812445162,54000,0.225149093195796
1044,40.77,2690,118520,0.07,1.649542332030288,54256,0.22915761731565
1049,41.69,2700,119039,0.07,1.6820912037499434,54512,0.1799870729446411
1052,39.78,2710,119346,0.07,1.5793484012258339,54672,0.2443887535482645
1055,37.94,2720,119603,0.07,1.5044276241030792,54800,0.18839325662702322
1059,38.88,2730,120027,0.07,1.5357878072982067,55008,0.22487262450158596
1062,39.17,2740,120374,0.07,1.566361048334835,55184,0.2117281686514616
1066,38.55,2750,120788,0.07,1.5072424458517772,55392,0.20364966057240963
1069,37.47,2760,121076,0.07,1.4797309787604025,55536,0.16461930982768536
1073,37.79,2770,121466,0.07,1.4740093124246756,55728,0.18503130599856377
1077,37.64,2780,121879,0.07,1.4716415794077466,55936,0.22412735782563686
1079,34.81,2790,122101,0.07,1.3262603989957753,56048,0.21038060635328293
1082,33.35,2800,122474,0.07,1.250814034450134,56232,0.21365984715521336
1087,34.82,2810,122928,0.07,1.312985287369572,56456,0.1689514648169279
1091,36.67,2820,123370,0.07,1.374473198459386,56680,0.16886284947395325
1094,35.41,2830,123668,0.07,1.3178712711022387,56832,0.2042219014838338
1097,34.64,2840,123938,0.07,1.274209459069098,56968,0.22351540438830853
1101,34.96,2850,124384,0.07,1.297831754986363,57184,0.23012260533869267
1105,35.92,2860,124768,0.07,1.3334912214092267,57376,0.19922304525971413
1109,36.22,2870,125188,0.07,1.3512231933721903,57592,0.21883763372898102
1112,35.62,2880,125541,0.07,1.3259201230619926,57768,0.22770639322698116
1118,38.74,2890,126075,0.07,1.4754620718855294,58032,0.187875522300601
1121,38.76,2900,126450,0.07,1.4641569750634154,58224,0.1977980751544237
1125,37.79,2910,126807,0.07,1.4314320959013274,58400,0.18055928871035576
1130,39.07,2920,127377,0.07,1.530468305153682,58688,0.16463185101747513
