rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9798655000000003,866,10,0,85.6,3.675858317222479,,
0.9418285,2502,20,3,124.1,6.313916932854021,,
0.9129985,3742,30,4,123.73333333333333,6.309836147699688,,
0.8896787500000001,4745,40,6,117.625,6.079015126965014,,
0.872962,5464,50,7,108.28,5.468757010732333,,
0.8601512500000001,6015,60,8,99.25,4.99269320669158,,
0.8322512500000001,7215,70,10,102.07142857142857,5.203417590562769,,
0.8153717500000001,7941,80,11,98.2625,5.070841547139407,,
0.7937957500000001,8869,90,13,97.54444444444445,5.0096547515390775,,
0.7602925,10310,100,17,102.1,5.338240423534497,152,0.11641535680973902
0.7178845,12134,110,30,111.68,5.943782892531444,1064,0.04820910105627263
0.68368375,13605,120,41,110.03,5.845233922611938,1800,0.02944650038261898
0.6449492500000003,15271,130,53,114.29,6.026276345589006,2632,0.05000058944278862
0.6188395000000001,16394,140,61,115.49,5.973369122318194,3192,0.09984473379154224
0.5867545000000001,17774,150,72,122.1,6.212549633769499,3880,0.060605081482208334
0.57092125,18455,160,77,123.4,6.277711095259644,4224,0.09159006258414593
0.5371390000000003,19908,170,88,125.93,6.261162665041252,4952,0.09325340882060118
0.5073092499999999,21191,180,98,131.5,6.369476912675873,5592,0.06378206428780686
0.4725504999999999,22686,190,110,137.17,6.548809149035391,6336,0.08651999264839105
0.44265100000000024,23972,200,120,135.62,6.4141108309803885,6984,0.0663236096734181
0.40968250000000006,25390,210,132,131.56,6.122265409761366,7688,0.10123383434256539
0.38713,26360,220,140,126.55,5.68680755843043,8176,0.04645521123893559
0.3609970000000001,27484,230,149,121.13,5.353793045951744,8736,0.047054562135599554
0.34546600000000005,28152,240,154,116.58,5.115313141271327,9072,0.06040184598532505
0.3254710000000002,29012,250,161,111.38,4.9087746225175755,9504,0.07203422122984193
0.3074755000000001,29786,260,167,112.31,4.865377829910684,9888,0.04885980946710333
0.2780642499999999,31051,270,178,110.43,4.745597803286217,10520,0.09562907175859436
0.2578134999999999,31922,280,185,106.31,4.631603959295457,10960,0.06268614734290168
0.24709525,32383,290,189,95.97,4.229812453933493,11184,0.05015982626355253
0.22086925000000002,33511,300,198,94.39,4.050796783143118,11752,0.14555820304667577
0.20103700000000024,34364,310,205,88.74,3.7695578078824177,12176,0.11569078254979104
0.180577,35244,320,213,87.84,3.8387869139566764,12616,0.07746202318230644
0.1653714999999999,35898,330,218,83.14,3.6458469427667364,12944,0.12381204043049365
0.14670174999999996,36701,340,225,84.49,3.776436633170846,13344,0.09041841747239232
0.12400974999999992,37677,350,232,85.65,3.88972270451252,13832,0.16269110538996756
0.10694425000000018,38411,360,239,85.25,3.959614051115476,14200,0.08225572051014751
0.08499625,39355,370,246,82.04,3.885475545553413,14672,0.10578557197004557
0.07,40327,380,255,83.05,3.886042953561547,15160,0.10752650536596775
0.07,41598,390,265,91.15,4.226659344083868,15792,0.08449089888017625
0.07,42798,400,276,91.87,4.218962663511221,16392,0.09644919453421608
0.07,44339,410,289,98.75,4.545350693307078,17168,0.12322009552735835
0.07,45250,420,297,99.06,4.513782434783984,17624,0.10877484292723238
0.07,46306,430,306,103.08,4.69099868846341,18152,0.1257864753715694
0.07,48009,440,321,112.08,5.126747959615213,19000,0.12924258841667324
0.07,49663,450,336,118.86,5.385688939253571,19824,0.13164981658337638
0.07,50972,460,347,124.61,5.566636579442348,20480,0.14598090783692896
0.07,51996,470,356,125.41,5.541168336597084,20992,0.12115408049430698
0.07,53337,480,368,129.1,5.653744122343374,21664,0.12212056922726333
0.07,55044,490,383,133.46,5.811062227339364,22520,0.062236074067186564
0.07,55793,500,389,128.95,5.651586253095908,22896,0.13723178737564012
0.07,56862,510,399,124.23,5.415561174235519,23424,0.11831114807864651
0.07,57922,520,408,125.72,5.468009770335957,23960,0.10441979218740016
0.07,58738,530,415,123.32,5.360078978091064,24368,0.13452712225262076
0.07,59692,540,423,115.83,4.9941120528785055,24840,0.11952560266945511
0.07,60822,550,433,110.59,4.751101929154186,25408,0.09646083984989673
0.07,61682,560,440,106.1,4.575533065214663,25840,0.1125069895060733
0.07,63128,570,453,110.32,4.748051265826715,26560,0.15151035960298032
0.07,64396,580,464,109.59,4.741745384986025,27192,0.05210268055088818
0.07,65374,590,472,102.3,4.4385918157835285,27680,0.13350829103728756
0.07,66259,600,480,103.66,4.450536448896122,28128,0.09488361387047917
0.07,67170,610,488,102.08,4.2990163807113735,28584,0.11275410605594516
0.07,68241,620,497,102.19,4.255353324762968,29120,0.10887248814105988
0.07,68842,630,502,100.04,4.124332249175058,29416,0.050463705614674836
0.07,70053,640,513,102.61,4.186563768123037,30024,0.1474022546899505
0.07,71388,650,525,104.66,4.2572109891556655,30688,0.11142955138348043
0.07,72220,660,532,104.38,4.20072561631497,31104,0.06832325004506856
0.07,73042,670,538,98.14,3.928385293772804,31520,0.1286172260879539
0.07,74108,680,547,96.12,3.7822435735632935,32048,0.1283401742693968
0.07,74956,690,554,94.82,3.678175867310056,32472,0.038597459555603564
0.07,75967,700,562,96.08,3.6190994367896603,32976,0.1570648270426318
0.07,77294,710,573,100.24,3.69804241219286,33640,0.16986627120058984
0.07,78424,720,583,100.83,3.6372231018055015,34208,0.17342823022045195
0.07,80160,730,597,112.18,4.046180247000716,35072,0.14393603755161166
0.07,81634,740,609,114.81,4.0394124994611875,35816,0.1898769386461936
0.07,83364,750,622,118.76,4.096608493926134,36680,0.09511348069645464
0.07,85282,760,638,129.62,4.505936159204496,37640,0.14291228534420952
0.07,87001,770,652,138.59,4.779987975896902,38496,0.08033488621003926
0.07,88558,780,665,143.5,4.967022257293516,39272,0.1322806411772035
0.07,90235,790,678,151.79,5.351484952762166,40112,0.08229750656755641
0.07,92573,800,698,165.06,5.886198440744588,41280,0.0972107492852956
0.07,94232,810,712,168.38,6.103130466829873,42112,0.1564082102268003
0.07,95323,820,721,167.99,6.165189428151137,42656,0.08305395999923348
0.07,97105,830,735,168.45,6.098436549388429,43552,0.1869221042143181
0.07,99016,840,750,172.82,6.330877581818928,44504,0.054049180122092366
0.07,100188,850,760,167.24,6.16811246763466,45088,0.2038032931741327
0.07,101324,860,769,159.42,5.8250800721467275,45656,0.14291078661335632
0.07,102777,870,780,156.76,5.778748576345087,46384,0.11740091908723116
0.07,104104,880,790,154.46,5.7118778136581385,47048,0.11449521384201944
0.07,104934,890,797,145.99,5.320762596466603,47464,0.08506445138482377
0.07,105681,900,803,130.08,4.7785511709126265,47840,0.13232585263904184
0.07,106636,910,810,123.04,4.484905422185673,48312,0.053040443162899464
0.07,108163,920,822,127.4,4.662335752842667,49080,0.15710119187133387
0.07,109590,930,834,123.85,4.603268968891884,49792,0.1143696597428061
0.07,110896,940,844,117.8,4.355502051244447,50440,0.08723751280922443
0.07,111916,950,853,116.28,4.377271303043951,50952,0.17333519837120548
0.07,113177,960,864,117.53,4.512810686871364,51584,0.10026242106687278
0.07,114299,970,874,114.22,4.4494923313470265,52144,0.11426557856611907
0.07,115188,980,881,109.84,4.3205501533816175,52592,0.1290849581710063
0.07,116617,990,893,115.83,4.565187432917629,53304,0.11659234930993989
0.07,117389,1000,900,116.08,4.542173934208014,53688,0.11256447579944506
0.07,118435,1010,908,116.99,4.6082730809059544,54216,0.25948212295770645
0.07,119770,1020,920,115.07,4.520566171704223,54880,0.1442124304594472
0.07,121121,1030,932,114.31,4.518807653302083,55560,0.09588919556699693
0.07,122962,1040,948,119.66,4.704538071395182,56480,0.11208176304353401
0.07,124223,1050,959,122.07,4.772239101006143,57104,0.19114883366273716
0.07,125472,1060,970,121.95,4.756500275088824,57728,0.11325130704790354
0.07,126846,1070,982,124.47,4.793299677337476,58416,0.11150507687125355
0.07,127813,1080,990,125.25,4.785667086074661,58904,0.09894369076937437
0.07,129267,1090,1003,125.5,4.763033436829296,59632,0.1427868875907734
0.07,130828,1100,1017,133.39,5.110987880719631,60408,0.09706565563101321
0.07,132211,1110,1029,136.76,5.198189257915968,61104,0.1454192817909643
0.07,133837,1120,1043,139.67,5.287836923269634,61912,0.10945527319563553
0.07,135424,1130,1057,142.03,5.344029530068244,62704,0.12476453417912126
0.07,137165,1140,1072,141.03,5.409203835295119,63576,0.09503241523634642
0.07,138880,1150,1087,145.57,5.50996933605476,64432,0.09697088185930625
0.07,140101,1160,1097,145.29,5.435687424118945,65048,0.13807857979554683
0.07,141783,1170,1112,148.37,5.583763150460396,65888,0.11340266244951636
0.07,143517,1180,1127,156.04,5.88692573371313,66752,0.07990195322781801
0.07,145570,1190,1145,162.03,6.215205004067251,67784,0.06503185152541846
0.07,146437,1200,1153,155.09,5.881287575881985,68216,0.05213294824352488
0.07,148037,1210,1166,157.26,5.927342709651989,69016,0.09588994845398702
0.07,149204,1220,1176,152.67,5.780663205099886,69600,0.09780118666822091
0.07,150636,1230,1189,151.12,5.717460681006771,70312,0.07784818630898371
0.07,152354,1240,1203,150.89,5.570760754143465,71176,0.09402775959460996
0.07,153475,1250,1213,144.95,5.371456583762113,71736,0.07931472454220057
0.07,155144,1260,1228,149.43,5.5855786816558695,72568,0.10932473913999274
0.07,156336,1270,1238,144.53,5.339033915112273,73160,0.09243331936886534
0.07,157589,1280,1249,139.72,5.16200128936369,73792,0.10470547975273803
0.07,158877,1290,1260,132.07,4.8005771248954225,74432,0.14938834868371487
0.07,159712,1300,1267,131.75,4.839835475123713,74848,0.1372603263007477
0.07,161216,1310,1280,130.79,4.886620664174944,75600,0.10967106846510433
0.07,162558,1320,1292,132.54,4.993699795472926,76272,0.13494920724770054
0.07,163595,1330,1301,128.59,4.893741479211109,76792,0.10774296632735059
0.07,164774,1340,1311,123.2,4.788693223920612,77384,0.046962409309344366
0.07,165804,1350,1320,122.29,4.79560152719558,77896,0.17023790755774826
0.07,166613,1360,1327,113.69,4.531797523028732,78304,0.07514633325627074
0.07,167483,1370,1335,110.47,4.475987315952705,78736,0.12035514586023055
0.07,168706,1380,1345,110.17,4.446586218480591,79352,0.0783099991385825
0.07,170026,1390,1356,110.49,4.4312854989435655,80008,0.1338984066969715
0.07,171605,1400,1368,117.93,4.754431747747242,80800,0.09379781445022672
0.07,172866,1410,1378,115.5,4.656014049593069,81432,0.10443255500285886
0.07,174218,1420,1389,115.6,4.634463105538786,82104,0.07594966379110701
0.07,175081,1430,1396,113.86,4.584562157091167,82536,0.12438783148536459
0.07,176437,1440,1408,115.63,4.634126125872597,83216,0.10173511839821003
0.07,177467,1450,1416,115.63,4.6917235971413325,83728,0.10772228860878386
0.07,178848,1460,1428,121.35,4.877400648624218,84416,0.09212340763770044
0.07,180078,1470,1437,124.95,5.031345992064602,85032,0.08093244573683478
0.07,181090,1480,1446,122.84,4.9653351949176265,85544,0.06344745954265818
0.07,181853,1490,1451,117.27,4.780208944694739,85920,0.13321395622915588
0.07,183061,1500,1462,113.56,4.608117266010027,86528,0.04843208298552781
0.07,184175,1510,1471,112.09,4.530774676974201,87080,0.09396532719256356
0.07,185136,1520,1479,108.18,4.390274774288839,87560,0.08092763397144154
0.07,185955,1530,1485,107.74,4.367900856074737,87976,0.12292548426194116
0.07,186823,1540,1492,102.86,4.236299492732011,88408,0.10564436978893355
0.07,187688,1550,1499,101.21,4.0715424565680545,88840,0.13496923836646602
0.07,189278,1560,1512,103.3,4.109311369032927,89632,0.16379420182784088
0.07,190219,1570,1519,100.41,3.9790788262871444,90104,0.09317327593453228
0.07,191258,1580,1527,100.68,3.953704476144371,90624,0.09060426545329392
0.07,192590,1590,1538,106.37,4.119707108053355,91288,0.09253298479598016
0.07,193875,1600,1548,107.14,4.160229902874727,91936,0.09271211520535871
0.07,195215,1610,1559,109.4,4.219802566798353,92600,0.09003418346401304
0.07,196673,1620,1572,114.37,4.41003031492106,93336,0.019441453070612624
0.07,198706,1630,1588,126.51,4.850312861656506,94352,0.06376928405370563
0.07,199821,1640,1597,128.98,4.8804285277751385,94904,0.09099972978583537
