time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
0,61.1,10,621,0.9855617499999999,-3.898211135732357,,
1,72.1,20,1462,0.9660084999999998,-4.467428390332545,,
2,67.23333333333333,30,2047,0.95240725,-4.326779332304525,,
3,73.65,40,2986,0.9305755,-4.82823434986406,,
5,80.82,50,4091,0.9048842500000001,-5.226880976999213,,
8,96.78333333333333,60,5867,0.86359225,-6.285350323680818,,
10,104.55714285714286,70,7389,0.82820575,-6.802976378216122,,
13,106.4875,80,8599,0.80007325,-6.9312477267880634,,
14,105.18888888888888,90,9557,0.7777997500000002,-6.883733793681463,,
18,104.04,100,10504,0.755782,-6.723497791638389,248,0.03750601152933086
26,109.17,110,11638,0.7294165000000001,-6.93574000162185,816,0.10286455143068451
35,113.46,120,12908,0.6998889999999999,-7.205474793834817,1448,0.04725131727172993
43,119.5,130,14097,0.67224475,-7.460250096810958,2048,0.06640837612212636
53,124.13,140,15499,0.6396482500000001,-7.702496359750159,2744,0.08607291005318984
60,123.31,150,16522,0.6158635000000002,-7.551335401784821,3256,0.05751473548298236
71,120.08,160,17975,0.5820812499999999,-7.254394445855194,3984,0.057443741359747946
81,119.06,170,19395,0.5490662499999999,-6.999287704073019,4696,0.050220910692587495
88,116.55,180,20354,0.5267694999999999,-6.6783615330250505,5176,0.07700604663114063
95,116.06,190,21263,0.5056352499999999,-6.452335056761329,5624,0.060722970694769174
102,116.9,200,22294,0.4816645000000003,-6.360060201102231,6144,0.0967842186219059
108,113.75,210,23113,0.46262274999999997,-6.200120901678063,6552,0.05125931653310545
111,105.27,220,23535,0.4528112500000002,-5.661795841315194,6760,0.042771285836352035
121,105.39,230,24736,0.42488800000000004,-5.624318311996469,7360,0.04149553528986871
126,99.09,240,25508,0.40693900000000016,-5.1540535530934894,7752,0.08095892192795873
131,94.44,250,26066,0.39396549999999975,-4.869380488820857,8032,0.12059682951075956
138,89.29,260,27004,0.37215699999999985,-4.485338824079442,8496,0.08018335688393563
143,81.5,270,27645,0.3572537499999999,-4.060019585157559,8816,0.09813385421875864
147,77.01,280,28155,0.3453962500000002,-3.8473913545855334,9072,0.09309912251774222
