train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.00015521610384894302,936,286.5,21,0.07,10,2875,-18.401952597011533
0.001116683313739486,2440,292.75,46,0.07,20,5875,-18.900732671044615
0.0005887164516025223,3936,294.8333333333333,71,0.07,30,8875,-19.45599899107212
