rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9822835000000001,10,75.2,0,762,3.7806770660242988,,
0.9621955000000001,20,80.3,1,1626,4.00377867597995,,
0.94687375,30,75.16666666666667,2,2285,3.827015001348084,,
0.9367600000000003,40,67.0,3,2720,3.3100402719837247,,
0.9103014999999999,50,76.16,5,3858,3.755461400344864,,
0.8860052500000002,60,80.71666666666667,6,4903,3.948020029878362,,
0.8536412499999999,70,88.92857142857143,8,6295,4.412262514721717,,
0.8444807500000002,80,82.6125,9,6689,4.050868933995114,,
0.8151625000000002,90,87.33333333333333,11,7950,4.3098292789875785,,
0.7942607500000001,100,87.49,13,8849,4.286607990737998,,
0.7898432500000001,110,81.77,13,9039,3.9692090012650927,,
0.76942975,120,81.91,15,9917,4.014693088835675,,
0.7434595000000004,130,86.49,22,11034,4.280960336094898,512,0.12339497916400433
0.72418525,140,90.43,28,11863,4.485182567351474,928,0.11484758369624615
0.7017954999999999,150,88.68,35,12826,4.513606021779134,1408,0.0957864385782159
0.6708032500000003,160,91.56,45,14159,4.613399881797387,2072,0.1658235751092434
0.640555,170,90.65,54,15460,4.534843271330019,2728,0.09783553134184331
0.6066565000000004,180,101.29,64,16918,5.015393929773222,3456,0.08076272837934084
0.59007925,190,95.81,69,17631,4.682460277119384,3808,0.09046014508930966
0.57682675,200,92.52,74,18201,4.48314265396612,4096,0.14161674676870462
0.5510192500000003,210,101.72,82,19311,4.872238896215727,4648,0.1228692437580321
0.5227472499999999,220,105.1,91,20527,4.949640326307063,5256,0.12365273659816012
0.4931500000000002,230,106.66,100,21800,4.839637075779423,5896,0.127180103037972
0.4751544999999999,240,106.11,106,22574,4.7717717794200185,6280,0.12700157659128308
0.4605535000000004,250,102.76,111,23202,4.4260161681525885,6600,0.1167173566936981
0.4493004999999999,260,94.27,114,23686,4.003244815098364,6840,0.0449847778363619
0.4320257500000003,270,88.69,120,24429,3.6790559151687425,7208,0.16398974787443876
0.4036375000000002,280,86.32,129,25650,3.492525085476643,7824,0.09091011056443676
0.38582800000000017,290,86.85,135,26416,3.5243281781367655,8200,0.1357586933299899
0.35992749999999984,300,92.29,143,27530,3.823040422391748,8760,0.11310273048002273
0.33193450000000024,310,93.23,153,28734,3.905693778904252,9360,0.0911118978401646
0.31324150000000006,320,89.11,159,29538,3.7096682631056086,9768,0.16327652550535277
0.2952925000000002,330,84.1,165,30310,3.5327833281796064,10152,0.12999881186988205
0.27862225000000007,340,83.53,171,31027,3.50704107123984,10512,0.1262860014103353
0.2533495000000001,350,88.12,179,32114,3.729326469597291,11056,0.11097606085240841
0.22951824999999992,360,93.53,187,33139,3.988008541874287,11568,0.11002796579850838
0.19899100000000025,370,99.23,198,34452,4.242412362614101,12224,0.13430671149399132
0.18266950000000015,380,94.04,204,35154,4.0608455462428825,12576,0.1377488660509698
0.17232325000000004,390,90.83,207,35599,3.882114285054009,12792,0.15980122704058886
0.15100300000000022,400,88.86,214,36516,3.729924231882821,13256,0.08901807229267433
0.13021750000000043,410,85.76,221,37410,3.561309799373329,13704,0.12888082733843476
0.0985742500000002,420,91.33,232,38771,3.7895986013748004,14384,0.10279198479838669
0.07537075000000049,430,93.59,240,39769,3.8555457693043906,14880,0.1802576771005988
0.07,440,97.42,249,40869,4.007687425500509,15432,0.10536738066002727
0.07,450,105.07,264,42721,4.319369544170749,16360,0.17381218331865966
0.07,460,115.66,281,44805,4.797176859912344,17400,0.10795575543306768
0.07,470,125.79,300,47131,5.239003541986225,18560,0.08546182920690626
0.07,480,132.41,311,48495,5.578095138731757,19240,0.12657534761819988
0.07,490,150.41,330,50740,6.401638705383256,20368,0.09102958557195961
0.07,500,164.02,347,53018,6.986321923443968,21504,0.09115326916798949
0.07,510,181.62,368,55672,7.714601200374358,22832,0.1490790001116693
0.07,520,187.18,384,57589,7.918535322406272,23792,0.15151637111557648
0.07,530,198.86,401,59755,8.386372784559486,24872,0.12946851819287986
0.07,540,205.1,415,61479,8.626487831682338,25736,0.10903482674621046
0.07,550,199.89,426,62810,8.381550059524216,26400,0.19765494426246732
0.07,560,194.22,439,64327,8.086871204374567,27160,0.1422375792171806
0.07,570,183.22,448,65553,7.524738324173626,27776,0.14205063285771757
0.07,580,181.71,457,66766,7.39294937226373,28376,0.16873693111119792
0.07,590,168.41,464,67681,6.731970116694056,28840,0.123554851510562
0.07,600,154.59,471,68577,6.1578321780628675,29288,0.11013437865767628
0.07,610,137.68,479,69540,5.424510470112065,29768,0.08017965801991522
0.07,620,127.6,486,70449,4.969921740113187,30224,0.06419265788281336
0.07,630,114.99,494,71354,4.405310598168732,30672,0.08154766936786473
0.07,640,113.91,507,72970,4.2739153406265,31480,0.09618132305331528
0.07,650,110.06,514,73916,4.066431150001751,31952,0.05267015629215166
0.07,660,109.89,527,75416,3.9959908739360737,32704,0.12436575343599543
0.07,670,111.23,538,76776,3.9864859432579722,33384,0.06704258022364229
0.07,680,109.73,546,77839,3.905898916292567,33912,0.1094485669163987
0.07,690,110.71,555,78852,3.9304899541338614,34424,0.1388986969832331
0.07,700,111.97,563,79874,3.945669391199398,34936,0.12256854167208076
0.07,710,111.14,571,80754,3.8964820204424417,35376,0.09781840804498643
0.07,720,109.9,577,81539,3.848309084826701,35768,0.17048266681376845
0.07,730,111.37,586,82591,3.957105367170825,36288,0.19988201517844573
0.07,740,101.42,591,83212,3.6489669700974154,36600,0.13833393156528473
0.07,750,98.89,597,83905,3.6262458777281292,36952,0.2144392725895159
0.07,760,93.41,605,84857,3.422603876249939,37424,0.1248465235112235
0.07,770,88.62,612,85738,3.2614549963453356,37864,0.17450483236461878
0.07,780,83.59,617,86298,3.0837377847128185,38144,0.08187857898883522
0.07,790,80.4,623,86992,3.0065946101272787,38488,0.21606441703625023
0.07,800,78.21,630,87795,2.9189325378370428,38896,0.12543230433948338
0.07,810,79.28,638,88782,2.969394030047358,39384,0.09720924217253923
0.07,820,78.17,643,89456,2.953256193035854,39720,0.13776306837098673
0.07,830,76.46,651,90337,2.875095324152257,40168,0.09221371525200084
0.07,840,76.18,656,90930,2.8528149317565434,40464,0.11233790137339383
0.07,850,75.3,661,91535,2.786623728281248,40760,0.1836109411669895
0.07,860,73.03,667,92260,2.7219970013959975,41128,0.08325360884191468
0.07,870,68.69,671,92707,2.598800183149105,41352,0.10927724651992321
0.07,880,67.21,674,93119,2.5312634502591096,41552,0.12729278160259128
0.07,890,66.87,680,93779,2.531942244208571,41888,0.05221074615838006
0.07,900,65.4,685,94435,2.4609032351783062,42216,0.12310988100944087
0.07,910,63.1,691,95192,2.3676138145220738,42592,0.14049154560780153
0.07,920,61.56,695,95712,2.2807271421514304,42848,0.15775457757990807
0.07,930,60.19,702,96456,2.2233050780054633,43224,0.10815633670426905
0.07,940,60.41,707,97071,2.2514807819636937,43528,0.11075532750692219
0.07,950,60.69,712,97704,2.257098800240707,43848,0.08052834554109722
0.07,960,61.07,719,98467,2.2936905976538955,44232,0.18165529193356633
0.07,970,63.03,724,99110,2.3662254516409287,44552,0.15028018748853356
0.07,980,68.2,732,100039,2.585290338452889,45016,0.12660025799414143
0.07,990,70.71,740,100950,2.6721211702830523,45472,0.20439333975082263
0.07,1000,72.45,747,101780,2.7412336007155726,45888,0.11875058349687606
0.07,1010,74.29,755,102721,2.819652009821322,46360,0.1496448187972419
0.07,1020,76.2,761,103432,2.9201207893644887,46712,0.17609853483736515
0.07,1030,75.31,766,104087,2.906168545231694,47040,0.1644665754865855
0.07,1040,77.18,773,104889,2.9435683758574633,47440,0.08906011341605335
0.07,1050,77.39,778,105543,2.954925117928775,47768,0.14645104994997382
0.07,1060,81.64,788,106731,3.0428495987853745,48360,0.1241189498687163
0.07,1070,96.71,806,108881,3.540319663739094,49440,0.17752060503698885
0.07,1080,96.68,814,109807,3.4850444819583255,49896,0.12045363057404757
0.07,1090,95.45,820,110595,3.409508534888651,50296,0.13003828789805993
0.07,1100,102.62,833,112142,3.6660321759664116,51064,0.07821344549302012
0.07,1110,109.09,846,113730,3.845455697862635,51864,0.17834516032598913
0.07,1120,114.69,857,115001,4.050062664486237,52496,0.12043014500522986
0.07,1130,120.1,867,116197,4.225207037944611,53096,0.06505253753857687
0.07,1140,123.36,876,117325,4.326717047964143,53656,0.13150194060290232
0.07,1150,130.95,888,118738,4.607724197992954,54368,0.1237155442358926
0.07,1160,132.19,900,120050,4.702804980799137,55024,0.1500444496050477
0.07,1170,121.47,909,121128,4.420652579131231,55560,0.10634206829126924
0.07,1180,125.61,920,122468,4.627963061735373,56232,0.15406871947925538
