time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
1,128.6,10,1296,0.9698679999999998,6.402592333550696,,
3,125.65,20,2533,0.9411077499999998,6.376915678020689,,
4,109.53333333333333,30,3316,0.9229029999999998,5.5202104827976095,,
8,139.2,40,5608,0.8696140000000002,7.993170992158873,,
9,127.48,50,6424,0.8506419999999999,7.436782085590938,,
11,123.53333333333333,60,7472,0.8262760000000002,7.426620794967876,,
13,123.12857142857143,70,8689,0.7979807500000002,7.256566792169095,,
16,123.925,80,9994,0.7676395000000003,7.275466204583944,,
27,128.61111111111111,90,11665,0.7287887500000002,7.550381403562702,832,0.08618340247994638
38,128.73,100,12973,0.6983777500000002,7.418508516929436,1480,0.048645022050550324
48,130.23,110,14419,0.66475825,7.527889405478641,2208,0.049457940465799766
55,128.08,120,15441,0.6409967500000002,7.423001693584858,2720,0.05934229145714198
65,133.17,130,16733,0.6109577500000001,7.801344761215241,3360,0.08966960192265105
78,127.45,140,18453,0.5709677499999999,7.089938213176657,4224,0.05080761569115566
82,125.92,150,19116,0.5555530000000001,6.825561883757456,4552,0.07224085299822036
88,122.24,160,19796,0.5397430000000003,6.371719269740456,4896,0.0815056824212661
97,122.3,170,21019,0.5113082500000004,6.261077558981402,5504,0.09662321239011362
104,117.91,180,21885,0.4911737500000001,5.86905429832715,5936,0.07284579885890707
111,110.52,190,22817,0.46950475000000014,5.247849549859823,6408,0.06548103746899869
114,102.26,200,23299,0.45829825,4.7835235867784265,6648,0.11743703488900792
120,95.7,210,24089,0.4399307499999999,4.328166102919213,7040,0.10771552947699092
126,92.15,220,24756,0.4244230000000001,4.048671761060748,7376,0.10884851540322416
131,86.2,230,25453,0.40821775000000027,3.556599238984227,7720,0.07722240473958664
136,75.24,240,26077,0.3937097500000002,2.962028230448758,8032,0.09900819268659689
142,76.09,250,26825,0.3763187499999998,2.9839527148950173,8408,0.08002299739746377
145,73.34,260,27230,0.3669025,2.860782790303471,8608,0.12326629023300484
149,66.52,270,27771,0.35432425000000034,2.5566859537125466,8880,0.06961065452196635
155,65.54,280,28539,0.33646825,2.5244521049952913,9264,0.04865083179902285
160,62.01,290,29118,0.3230065000000001,2.3907532891054184,9552,0.048460693535162136
