time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
0,61.1,10,621,0.9855617499999999,-3.26112258226095,,
1,72.1,20,1462,0.9660084999999998,-3.8181844122633777,,
2,67.23333333333333,30,2047,0.95240725,-3.62807174819269,,
3,73.65,40,2986,0.9305755,-4.321709040271871,,
5,80.82,50,4091,0.9048842500000001,-5.067652206464874,,
8,96.78333333333333,60,5867,0.86359225,-6.4500802859134305,,
10,104.55714285714286,70,7389,0.82820575,-7.410262024813656,,
13,106.4875,80,8599,0.80007325,-7.622605934828053,,
14,105.18888888888888,90,9557,0.7777997500000002,-7.553782434299162,,
18,104.04,100,10504,0.755782,-7.542711647338817,248,0.03677362672169693
26,109.17,110,11638,0.7294165000000001,-8.160434877536572,816,0.018606096962685115
35,113.46,120,12908,0.6998889999999999,-8.584829606012514,1448,0.02816538581646455
43,119.5,130,14097,0.67224475,-8.980166797582916,2048,0.07479448794765631
53,124.13,140,15499,0.6396482500000001,-9.15480098857524,2744,0.056541323763667606
60,123.31,150,16522,0.6158635000000002,-9.038597638191183,3256,0.08626287145307288
71,120.08,160,17975,0.5820812499999999,-8.507660897347552,3984,0.029088163733831607
81,119.06,170,19395,0.5490662499999999,-8.045321313886244,4696,0.07559943600790575
88,116.55,180,20354,0.5267694999999999,-7.630665792574636,5176,0.05861705189454369
95,116.06,190,21263,0.5056352499999999,-7.388130436958685,5624,0.030237866914831102
102,116.9,200,22294,0.4816645000000003,-7.130792445773615,6144,0.07958623900776729
108,113.75,210,23113,0.46262274999999997,-6.644729426702322,6552,0.05109571441425942
111,105.27,220,23535,0.4528112500000002,-5.965325900219693,6760,0.031481882266234607
121,105.39,230,24736,0.42488800000000004,-5.8556369320313175,7360,0.11590442317537963
126,99.09,240,25508,0.40693900000000016,-5.3522720773211905,7752,0.032907129963859916
131,94.44,250,26066,0.39396549999999975,-4.9271771649616944,8032,0.062052357534412295
138,89.29,260,27004,0.37215699999999985,-4.564658690741337,8496,0.10621397901559249
143,81.5,270,27645,0.3572537499999999,-4.065081269837441,8816,0.1265138202579692
147,77.01,280,28155,0.3453962500000002,-3.7847400118276817,9072,0.07895132974954322
153,75.54,290,28917,0.32767975000000027,-3.7013287362361074,9456,0.0708861572202295
157,71.07,300,29501,0.31410175000000007,-3.497633336747585,9744,0.08205263409763575
162,69.02,310,30115,0.29982624999999996,-3.2919818335884763,10056,0.0612875092192553
165,68.71,320,30506,0.2907354999999999,-3.2600103199992363,10248,0.1181039618095383
170,62.97,330,31133,0.2761577500000003,-2.9659552501917013,10560,0.11901526327710599
173,59.55,340,31563,0.2661602499999999,-2.858290895514802,10776,0.10070780018577352
178,59.84,350,32150,0.25251250000000025,-2.860669924504123,11072,0.10086450242670253
181,55.1,360,32614,0.2417244999999998,-2.631735677884582,11304,0.1094333630753681
186,54.71,370,33216,0.22772800000000004,-2.5510210253131294,11600,0.07377404638100415
190,54.25,380,33680,0.21694000000000013,-2.5357370678983444,11832,0.12838269723579288
192,49.46,390,33963,0.2103602499999998,-2.263692436379168,11976,0.1236583583522588
195,47.03,400,34304,0.20243200000000006,-2.103996746460279,12144,0.11294726084452122
198,45.06,410,34721,0.19273675,-2.0253954563979737,12360,0.16133130248636007
202,46.96,420,35302,0.17922850000000035,-2.1119258274278225,12648,0.1469182474538684
205,44.07,430,35640,0.17137000000000002,-1.9204538437038656,12816,0.08266882109455764
209,44.12,440,36075,0.16125625000000032,-1.901754944787898,13032,0.11937854695133865
213,43.47,450,36597,0.14911975000000033,-1.8704039395638055,13296,0.11701457761228085
216,42.11,460,36925,0.14149374999999986,-1.7858656250368168,13456,0.09720875415951014
219,39.75,470,37291,0.13298424999999992,-1.6673205357337908,13640,0.12702582275960594
223,39.29,480,37709,0.12326575000000028,-1.6271879238379485,13848,0.05521771195344627
227,40.84,490,38147,0.11308225000000016,-1.7024038880103487,14072,0.1688397005200386
231,43.13,500,38717,0.09982975000000005,-1.8075931180168165,14352,0.10222454252652824
236,44.03,510,39224,0.08804200000000029,-1.8281088760544557,14608,0.10325313208159059
240,43.39,520,39741,0.07602175,-1.7518924684435582,14864,0.11910674977116287
244,44.19,530,40159,0.07,-1.8175436078268894,15072,0.12720100639853626
248,44.76,540,40651,0.07,-1.8539250738844677,15320,0.11436917120590806
251,43.92,550,41089,0.07,-1.8114654474421332,15544,0.13980731973424554
254,43.88,560,41413,0.07,-1.8511686427404714,15704,0.0742854435229674
257,44.68,570,41859,0.07,-1.9157861566456476,15928,0.13564640341792256
261,44.3,580,42239,0.07,-1.9413067332380125,16112,0.09450204879976809
263,42.29,590,42476,0.07,-1.847145487787621,16232,0.11426397727336735
266,40.27,600,42844,0.07,-1.8027460462063827,16416,0.13873736397363245
269,39.2,610,43244,0.07,-1.7854801241249687,16616,0.14185945503413677
273,38.69,620,43710,0.07,-1.8794870248753301,16848,0.15156587050296366
277,39.2,630,44179,0.07,-1.9189457334871607,17088,0.13518490456044674
280,37.58,640,44509,0.07,-1.8379255817160154,17248,0.15548051055520773
283,36.79,650,44868,0.07,-1.8052901959599714,17432,0.12244482594542205
287,37.8,660,45293,0.07,-1.857086015730344,17640,0.16134866327047348
289,36.35,670,45594,0.07,-1.768063911025096,17792,0.1376889175735414
292,36.2,680,45959,0.07,-1.752528870020021,17976,0.11667641089297831
297,39.36,690,46512,0.07,-1.8348221231672273,18248,0.14392245328053832
300,39.4,700,46884,0.07,-1.8247058209994285,18440,0.10949347773566842
302,38.31,710,47175,0.07,-1.795650922922249,18584,0.15110462985467166
305,37.12,720,47522,0.07,-1.704786964061602,18760,0.17192705627530813
309,36.6,730,47939,0.07,-1.6668328953549991,18968,0.0765605716733262
312,37.12,740,48321,0.07,-1.7018173871902171,19160,0.1323515597032383
314,36.34,750,48602,0.07,-1.6658766628280859,19296,0.1630691058235243
318,36.2,760,49013,0.07,-1.656845429770704,19504,0.13846622314304113
321,36.89,770,49383,0.07,-1.715246478060363,19688,0.235144748352468
324,37.0,780,49759,0.07,-1.710090408338307,19872,0.09738861070945859
327,34.73,790,50085,0.07,-1.6775940635067734,20040,0.11373598640784621
330,34.2,800,50404,0.07,-1.6594781201493336,20200,0.14292063377797604
333,34.29,810,50704,0.07,-1.652663645629593,20344,0.1244085319340229
335,33.54,820,50976,0.07,-1.5973229475885302,20480,0.1650434946641326
339,33.41,830,51380,0.07,-1.5899705704743017,20688,0.13707116432487965
342,33.34,840,51755,0.07,-1.5911219682685558,20872,0.1089101645629853
345,34.07,850,52109,0.07,-1.61751746734862,21048,0.1530424663797021
348,32.49,860,52362,0.07,-1.5573285772029373,21176,0.08660407667048275
351,32.72,870,52755,0.07,-1.5757592997070131,21376,0.15967086586169899
353,31.77,880,53036,0.07,-1.5338982186056476,21512,0.13416900672018528
356,31.94,890,53379,0.07,-1.5853263891733036,21688,0.08750268630683422
358,31.04,900,53608,0.07,-1.5258821648504708,21800,0.10584313818253577
362,32.45,910,54049,0.07,-1.5738308370115024,22024,0.13332858216017485
364,32.27,920,54303,0.07,-1.5624058306323891,22144,0.14697796502150595
367,32.14,930,54694,0.07,-1.5052009850420558,22344,0.15474644489586353
369,31.01,940,54956,0.07,-1.4222248634348227,22472,0.1642384845763445
373,31.25,950,55334,0.07,-1.4693349411639838,22664,0.11274471366778016
375,32.03,960,55665,0.07,-1.497699900034526,22832,0.1356533719226718
378,31.81,970,56036,0.07,-1.4586814160785813,23016,0.15037202439270914
381,32.1,980,56346,0.07,-1.4727454197506278,23168,0.13932204828597605
384,31.98,990,56677,0.07,-1.43060126675248,23336,0.1372808200540021
387,32.96,1000,57004,0.07,-1.4797230976156095,23496,0.11903787706978619
390,31.79,1010,57328,0.07,-1.4641194345075639,23656,0.21110170800238848
393,33.15,1020,57718,0.07,-1.5528575885784128,23856,0.1891118420753628
395,31.78,1030,57972,0.07,-1.5719070183617654,23984,0.15315318945795298
398,32.33,1040,58289,0.07,-1.6602829362226197,24144,0.18940154556185007
401,32.22,1050,58656,0.07,-1.5955425828735077,24320,0.12947178445756435
405,32.75,1060,59040,0.07,-1.6102073258582195,24512,0.17998061887919903
407,32.0,1070,59336,0.07,-1.5819915824337483,24664,0.1593989385291934
410,31.87,1080,59633,0.07,-1.6092513240269104,24816,0.1004718579351902
413,32.45,1090,60022,0.07,-1.7219127948141062,25008,0.14538032771088183
416,32.33,1100,60337,0.07,-1.7176153863371855,25168,0.1789180589839816
419,32.29,1110,60657,0.07,-1.6782382302817191,25328,0.18785842321813107
422,32.59,1120,61077,0.07,-1.665095464064264,25536,0.15217290678992867
425,33.61,1130,61433,0.07,-1.6837231564611028,25712,0.09730808855965734
428,33.31,1140,61720,0.07,-1.6253474979118039,25856,0.11045466642826796
430,32.61,1150,62017,0.07,-1.6153984342245227,26008,0.13873123982921243
434,32.72,1160,62412,0.07,-1.590297477528961,26200,0.15670106653124094
436,32.66,1170,62702,0.07,-1.54203784115155,26344,0.1410658594686538
439,32.65,1180,62998,0.07,-1.5188861626925025,26496,0.14802967198193073
442,32.44,1190,63366,0.07,-1.4193221992740765,26680,0.10660995496436954
444,32.51,1200,63688,0.07,-1.4191091488102745,26840,0.1423082579858601
447,32.03,1210,63960,0.07,-1.4182696121506344,26976,0.13300463976338506
450,31.18,1220,64295,0.07,-1.3854681653480676,27144,0.1501954421401024
453,32.05,1230,64738,0.07,-1.422068093842327,27368,0.10953192599117756
457,33.79,1240,65199,0.07,-1.5326052196993052,27592,0.16770166531205177
460,33.86,1250,65503,0.07,-1.5306121333328915,27744,0.15377454739063978
463,33.82,1260,65894,0.07,-1.563018152284968,27944,0.1472546816803515
466,34.68,1270,66270,0.07,-1.693119404389818,28128,0.1555349724367261
469,35.64,1280,66662,0.07,-1.7455743188384245,28328,0.14153226930648088
473,35.7,1290,67036,0.07,-1.7755656908596409,28512,0.14966356102377176
477,37.94,1300,67582,0.07,-1.8956173370123666,28784,0.16872247867286205
479,37.77,1310,67837,0.07,-1.904494201468732,28912,0.1591904889792204
482,37.19,1320,68114,0.07,-1.8766923201871533,29056,0.1592646432109177
485,36.1,1330,68448,0.07,-1.8537272124550574,29216,0.16464640852063894
487,34.6,1340,68759,0.07,-1.7182851235424923,29376,0.1587386247701943
490,34.56,1350,69059,0.07,-1.7350389158170227,29528,0.13306186720728874
493,33.98,1360,69392,0.07,-1.6979568871835582,29688,0.17909854324534535
495,33.65,1370,69735,0.07,-1.6404743499432408,29864,0.12843219749629498
499,33.82,1380,70144,0.07,-1.631968048767903,30064,0.12637246027588844
503,34.22,1390,70558,0.07,-1.6792075069939765,30272,0.115348762832582
506,32.4,1400,70922,0.07,-1.6199882210841776,30456,0.19307985994964838
509,33.35,1410,71272,0.07,-1.6363124093826884,30632,0.17762184794992208
512,34.08,1420,71622,0.07,-1.7408162597644645,30808,0.19467945955693722
516,35.26,1430,72074,0.07,-1.818723537254846,31032,0.16717216139659286
519,35.95,1440,72454,0.07,-1.9586863377865913,31224,0.1565048061311245
522,36.67,1450,72826,0.07,-1.9657298855269962,31408,0.17679249495267868
526,37.4,1460,73232,0.07,-2.0553987096296904,31608,0.15413605840876698
529,38.18,1470,73653,0.07,-2.1031773199352735,31824,0.12756384001113474
532,37.49,1480,73993,0.07,-2.1152035379999607,31992,0.16513912240043283
534,35.81,1490,74239,0.07,-1.9888794138301693,32112,0.16018706560134888
537,35.43,1500,74565,0.07,-1.9323717968077125,32280,0.16604623198509216
539,35.13,1510,74885,0.07,-1.934174480551735,32440,0.15354835242033005
543,35.59,1520,75281,0.07,-1.9022807536219555,32640,0.13635860662907362
