rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss
-2.157841685738776,435,0,0.9898862499999999,10,42.5,,
-2.7732041834203107,981,1,0.9771917499999998,20,48.05,,
-3.7344141911091357,1913,2,0.9555227499999998,30,62.766666666666666,,
-3.3906465829124364,2405,3,0.9440837500000002,40,59.125,,
-3.204741777607481,2920,3,0.9321100000000002,50,57.4,,
-3.087379561844483,3355,4,0.9219962500000001,60,54.916666666666664,,
-3.6012734554988244,4601,6,0.8930267499999998,70,64.72857142857143,,
-3.569196077075059,5207,7,0.8789372499999999,80,64.0875,,
-4.48390702254253,6953,10,0.8383427499999998,90,76.25555555555556,,
-4.869096199382394,8055,12,0.8127212500000003,100,79.55,,
-5.823266021300485,9656,15,0.775498,110,91.21,,
-6.100455791885001,10649,20,0.7524107500000001,120,95.68,320,0.0654063374895486
-6.002890938474126,11447,25,0.7338572499999999,130,94.34,720,0.12204740475863218
-6.315570993105738,12289,31,0.7142807500000001,140,97.84,1144,0.140389789827168
-6.863120007600802,13760,42,0.6800800000000002,150,107.4,1872,0.08459266927820863
-7.441974656699929,14905,50,0.6534587500000003,160,114.5,2448,0.07587889906426426
-7.412176733144574,16039,58,0.6270932499999999,170,113.38,3016,0.06684620444139
-7.5443114249556205,16951,65,0.6058892499999999,180,116.44,3472,0.15232993841345888
-6.704959324655659,17692,70,0.5886610000000001,190,106.39,3840,0.05742924925289117
-6.206273967261431,18368,75,0.5729439999999999,200,102.13,4176,0.07773867739888374
-5.549290981933953,19402,82,0.5489034999999999,210,96.46,4696,0.08877988715539686
-5.410825718657671,20489,90,0.5236307499999999,220,97.4,5240,0.10468067048350349
-5.243109198049839,21174,95,0.5077045,230,96.27,5584,0.11676238686777651
-5.167192269996429,22030,101,0.48780250000000025,240,96.41,6008,0.05958331673173234
-4.767894999512946,22821,107,0.46941175,250,89.61,6408,0.06036052564741112
-4.333956534155352,23629,113,0.4506257500000004,260,86.24,6808,0.14322304469533265
-4.345140061376963,24848,122,0.422284,270,87.09,7416,0.10653630638262257
-4.333436758810849,25676,128,0.4030330000000003,280,86.25,7832,0.15324673429131508
-4.255764633510569,26218,132,0.39043149999999993,290,84.26,8104,0.11537633306579664
-4.433169637716673,27158,139,0.3685765000000002,300,86.9,8576,0.08779864583630115
-4.480746739373219,28268,147,0.342769,310,87.66,9128,0.08810046850703657
-4.4151902764158475,29094,154,0.32356450000000003,320,85.05,9544,0.07118763506878167
-4.6481765480252655,30071,161,0.30084924999999996,330,87.97,10032,0.05134353117318824
-4.577797879638964,30854,167,0.28264449999999997,340,87.24,10424,0.10856949526350945
-4.719928361758075,31893,175,0.25848775000000035,350,89.72,10944,0.10206635849317536
-5.031008583186357,33276,185,0.22633300000000023,360,95.47,11632,0.07921910419827327
-5.122199433330937,34659,195,0.19417825000000022,370,97.11,12328,0.08710291545139626
-5.428679540225232,36154,207,0.15941950000000027,380,103.78,13072,0.11652936489554122
-6.087436505077661,37977,221,0.11703475000000019,390,116.59,13984,0.03551355784293264
-6.532890672713921,39876,234,0.07288300000000014,400,126.18,14936,0.12882628972874954
-6.758195828720664,41524,247,0.07,410,131.56,15760,0.08901614259229973
-7.310300364281776,43413,262,0.07,420,142.19,16704,0.08241437171818689
-7.430279059755585,44752,272,0.07,430,145.81,17368,0.05298028571996838
-7.683832269281675,45990,282,0.07,440,150.36,17992,0.06678714032750577
-8.124113712682638,47950,297,0.07,450,159.57,18968,0.08337052736897022
-8.17178789934372,49468,308,0.07,460,160.92,19728,0.08990776189602911
-8.005579299622333,50580,317,0.07,470,158.21,20288,0.1117765735834837
-7.72202074331712,51519,324,0.07,480,152.65,20752,0.10068645240971819
-7.085589408303288,51998,328,0.07,490,139.21,20992,0.0895460988394916
-6.4497626181139,52675,333,0.07,500,126.99,21336,0.06517149560386315
-6.136089267499832,53724,342,0.07,510,121.0,21856,0.09963441512081772
-5.752599065267435,54901,351,0.07,520,113.88,22448,0.08808262046659365
-5.359424945894435,55543,357,0.07,530,106.91,22768,0.15074698929674923
-4.899644594906815,55938,360,0.07,540,98.48,22968,0.05917718622367829
-4.240613755022968,56636,365,0.07,550,85.86,23312,0.04302158550126478
-3.859815070116003,57453,372,0.07,560,78.85,23720,0.1260107186390087
-3.729151430425521,58311,379,0.07,570,76.31,24152,0.04584151890594512
-3.6835296985821917,59152,386,0.07,580,75.33,24568,0.08077153400518
-4.017897597266429,60388,396,0.07,590,82.9,25192,0.04557691642548889
-4.19245468378307,61441,404,0.07,600,86.66,25720,0.04246187431272119
-4.333158721530744,62764,415,0.07,610,89.4,26376,0.06412308977451175
-4.226018051031353,63688,422,0.07,620,86.87,26840,0.0531720663420856
-4.432707667736215,64648,430,0.07,630,90.05,27320,0.10083690012106672
-4.6916755802087575,65647,438,0.07,640,96.09,27816,0.06599908298812807
-4.821338571821522,66665,446,0.07,650,99.29,28328,0.10952885047299787
-4.89579695675206,67636,454,0.07,660,100.83,28816,0.05425276042660698
-4.98097623969621,68650,463,0.07,670,102.39,29320,0.08300075423903763
