rollout/exploration_rate,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9448742500000002,10,2,2371,236.1,-14.828785127742071,,
0.8981649999999999,20,4,4380,218.0,-13.01895672276486,,
0.8420860000000001,30,7,6792,225.4,-13.372609973771421,,
0.7853094999999998,40,11,9234,229.85,-13.609234078379842,,
0.7333457500000001,50,19,11469,228.38,-13.676398599443983,728,0.009440849178645294
0.7079102500000003,60,25,12563,208.38333333333333,-12.150179197407182,1280,0.018494333271064534
0.6920072499999999,70,28,13247,188.24285714285713,-10.780278897272364,1616,0.04639037710512639
0.66499075,80,35,14409,179.1125,-9.93291274810557,2200,0.037393567832623376
0.6304644999999999,90,42,15894,175.6,-9.464507774296253,2944,0.027611101928414428
0.6064239999999999,100,48,16928,168.28,-8.93762498112261,3456,0.027511642339959508
0.57406,110,55,18320,158.49,-7.988453036138257,4152,0.054312601474521216
0.5553437500000002,120,60,19125,146.45,-7.185772713538129,4560,0.03634634707850637
0.52930375,130,66,20245,133.53,-6.217731805946565,5120,0.018389415603451198
0.49580049999999987,140,73,21686,123.52,-5.338116224394128,5840,0.05339423633995466
0.4739222500000001,150,78,22627,110.58,-4.262238875597117,6312,0.062055286223767325
0.4494865000000001,160,84,23678,110.15,-4.1922427147476045,6832,0.027216686328756623
0.4123795000000001,170,93,25274,119.27,-4.483610807643468,7632,0.06058522197417915
0.39915025000000015,180,96,25843,113.34,-4.290694302816782,7920,0.03548075682192575
0.3741565000000002,190,102,26918,109.24,-4.077118613063622,8456,0.026489704701816663
0.3407695000000004,200,110,28354,113.26,-4.141073115425211,9176,0.03498638793826103
0.30749875000000026,210,118,29785,113.65,-4.064787147739811,9888,0.09032094228314236
0.28257475,220,124,30857,116.32,-4.086349107507042,10424,0.05741920511354692
0.26106850000000015,230,129,31782,114.37,-3.9329171213478737,10888,0.04937868009437807
0.22544950000000008,240,138,33314,115.28,-3.855898231146973,11656,0.05692037130938843
0.19157425000000017,250,147,34771,120.44,-3.9967383358868216,12384,0.055944717314559966
0.15346749999999987,260,155,36410,126.32,-4.059655408495301,13200,0.04121203886461444
0.10220125000000013,270,167,38615,132.41,-4.097474061503647,14304,0.01846836000913754
0.07,280,178,40521,145.78,-4.394584525820212,15256,0.06834258092567325
0.07,290,188,42445,154.27,-4.521078731096646,16216,0.01149158930638805
0.07,300,202,45156,167.02,-4.7178553055882695,17576,0.04509896386298351
0.07,310,214,47398,175.13,-4.853696431237478,18696,0.04468862232170068
0.07,320,227,49740,187.83,-5.1037330750200685,19864,0.03784436028217897
0.07,330,236,51324,194.42,-5.220347859357678,20656,0.017309363756794482
0.07,340,242,52508,190.94,-5.040288248980506,21248,0.05225891241570935
0.07,350,251,54127,192.56,-4.96982075312453,22056,0.038226372766075656
0.07,360,256,55104,185.94,-4.798540878289554,22544,0.03733043817919679
0.07,370,262,56100,173.85,-4.498764454572047,23048,0.04469647043151781
0.07,380,266,56977,163.56,-4.261599960940753,23488,0.0237601617409382
0.07,390,269,57540,149.95,-3.9419641484587618,23768,0.05275340855587274
0.07,400,274,58291,130.35,-3.4651167092058732,24144,0.01700269235880114
0.07,410,281,59736,122.38,-3.2473458754176123,24864,0.05632021016208455
0.07,420,290,61359,115.19,-3.090493806508873,25672,0.030811979027930647
0.07,430,292,61719,102.95,-2.816368008525251,25856,0.03639795533672441
0.07,440,300,63168,105.6,-2.930144995991951,26576,0.023024457885185257
0.07,450,308,64722,104.95,-2.9509159106263634,27360,0.024002768826903775
0.07,460,316,66235,110.31,-3.0970610909111964,28112,0.03703504984150641
0.07,470,321,67102,109.02,-3.0574906348774613,28544,0.038516786007676274
0.07,480,325,67748,106.71,-2.967947772978015,28872,0.0712750390812289
0.07,490,331,68870,112.3,-3.1106619802755713,29432,0.044241129216970876
0.07,500,336,69931,115.4,-3.181171211288297,29960,0.044200607197126374
0.07,510,345,71586,117.5,-3.2316011555891113,30792,0.09981837490340695
0.07,520,352,72773,113.14,-3.1010075096706267,31384,0.03819511897745542
0.07,530,359,74075,122.56,-3.314606938252425,32032,0.009562858089338988
0.07,540,364,75060,117.92,-3.1619164359787955,32528,0.05867222050437704
0.07,550,369,75823,110.01,-2.958076231498883,32904,0.010106316156452522
0.07,560,375,77085,107.5,-2.860313381302786,33536,0.016449793984065764
0.07,570,379,77818,106.16,-2.8140602004910202,33904,0.057696985197253525
0.07,580,387,79171,113.23,-2.980985767309629,34584,0.04559262515977025
0.07,590,392,80144,111.74,-2.924899329860457,35064,0.03760720434365794
0.07,600,395,80776,107.45,-2.8425224605791874,35384,0.052351440594065934
